assay	experiment_ID	orf_name_a	orf_name_b	orf_name_f1	orf_name_f2	F1_CCSB_ORF_ID	F2_CCSB_ORF_ID	source_dataset	score	result_at_0_RRS
GPCA	Sv01	YDR502C	YOR246C	YDR502C	YOR246C	1665	5476	scRRS-v2	10.25502856981873	False
GPCA	Sv01	YOL139C	YOR276W	YOR276W	YOL139C	3272	1666	YeRI	14.967181218952097	False
GPCA	Sv01	YBR291C	YBR297W	YBR297W	YBR291C	1668	1940	GI_PSN_PCC_gt_0.2	9.823367240046236	False
GPCA	Sv01	YBR297W	YEL068C	YEL068C	YBR297W	5316	1668	scRRS-v2	9.100662339005199	False
GPCA	Sv01	YBR239C	YPL133C	YBR239C	YPL133C	5436	1670	Ito-core	9.189824558880018	False
GPCA	Sv01	YDR520C	YLR291C	YDR520C	YLR291C	1675	1901	CCSB-YI1		
GPCA	Sv01	YGL078C	YOR001W	YOR001W	YGL078C	1678	3910	GI_PSN_PCC_gt_0.2	9.4093909361377	False
GPCA	Sv01	YCR046C	YDR322W	YDR322W	YCR046C	3270	1681	CYC2008	9.066089190457772	False
GPCA	Sv01	YLR368W	YPL173W	YLR368W	YPL173W	1767	1682	YeRI	9.13699111208023	False
GPCA	Sv01	YLR439W	YPL173W	YPL173W	YLR439W	1682	2047	YeRI	10.074141462752506	False
GPCA	Sv01	YNL189W	YPL173W	YNL189W	YPL173W	2273	1682	YeRI	9.13699111208023	False
GPCA	Sv01	YDR247W	YPL173W	YPL173W	YDR247W	1682	2291	YeRI	9.221587121264806	False
GPCA	Sv01	YLR347C	YPL173W	YPL173W	YLR347C	1682	2641	YeRI		
GPCA	Sv01	YGR158C	YPL173W	YGR158C	YPL173W	2812	1682	YeRI	9.13699111208023	False
GPCA	Sv01	YGR052W	YPL173W	YPL173W	YGR052W	1682	2873	YeRI	9.4655664048094	False
GPCA	Sv01	YML051W	YPL173W	YPL173W	YML051W	1682	3547	YeRI	11.263269200372662	False
GPCA	Sv01	YMR168C	YPL173W	YPL173W	YMR168C	1682	4245	YeRI	9.970105890612182	False
GPCA	Sv01	YGR076C	YPL173W	YPL173W	YGR076C	1682	4466	YeRI	9.394462694610317	False
GPCA	Sv01	YOR123C	YPL173W	YOR123C	YPL173W	4641	1682	YeRI	9.303780748177104	False
GPCA	Sv01	YDL043C	YPL173W	YPL173W	YDL043C	1682	5077	YeRI	9.625708843064466	False
GPCA	Sv01	YER094C	YPL173W	YER094C	YPL173W	5512	1682	YeRI	9.066089190457772	False
GPCA	Sv01	YOL003C	YPL094C	YOL003C	YPL094C	168	2747	CCSB-YI1	13.157978449945432	False
GPCA	Sv01	YBR260C	YOR002W	YBR260C	YOR002W	2227	1690	GI_PSN_PCC_gt_0.2	9.047123912114026	False
GPCA	Sv01	YMR214W	YOR002W	YMR214W	YOR002W	3354	1690	GI_PSN_PCC_gt_0.3	8.867278739709663	False
GPCA	Sv01	YOR002W	YPL227C	YPL227C	YOR002W	3402	1690	GI_PSN_PCC_gt_0.5	9.207014320177533	False
GPCA	Sv01	YBL082C	YOR002W	YOR002W	YBL082C	1690	4775	GI_PSN_PCC_gt_0.5	17.11547044393348	True
GPCA	Sv01	YOR002W	YOR067C	YOR002W	YOR067C	1690	4846	GI_PSN_PCC_gt_0.5	16.347396448940987	True
GPCA	Sv01	YCR047C	YML014W	YCR047C	YML014W	1693	1878	PrePPI-LR600	9.207014320177533	False
GPCA	Sv01	YGL095C	YHR116W	YHR116W	YGL095C	1698	2175	YeRI	9.521600439723727	False
GPCA	Sv01	YDR088C	YLR298C	YLR298C	YDR088C	1142	169	PrePPI-LR600	9.867278739709663	False
GPCA	Sv01	YDR088C	YPR101W	YPR101W	YDR088C	1608	169	GI_PSN_PCC_gt_0.3	10.310612781659529	False
GPCA	Sv01	YDR088C	YMR240C	YMR240C	YDR088C	2148	169	PrePPI-LR600	9.535275376620804	False
GPCA	Sv01	YDR088C	YDR416W	YDR416W	YDR088C	2582	169	YeRI	9.379378367071263	False
GPCA	Sv01	YDR088C	YGR006W	YGR006W	YDR088C	3045	169	GI_PSN_PCC_gt_0.3	17.082408959244397	True
GPCA	Sv01	YDR088C	YGR006W	YGR006W	YDR088C	3045	169	Lit-BM-13	17.082408959244397	True
GPCA	Sv01	YCR086W	YDR088C	YDR088C	YCR086W	169	545	YeRI	10.364134655008051	False
GPCA	Sv01	YLR207W	YPR080W	YLR207W	YPR080W	3570	1700	scRRS-v2		
GPCA	Sv01	YLR207W	YOR251C	YLR207W	YOR251C	3570	1701	scRRS-v2		
GPCA	Sv01	YAL047C	YNL188W	YNL188W	YAL047C	1702	2282	Lit-BM-13	10.295768934420508	False
GPCA	Sv01	YML031W	YNL188W	YML031W	YNL188W	3180	1702	PrePPI-LR600	9.047123912114026	False
GPCA	Sv01	YDL185W	YHR026W	YDL185W	YHR026W	1788	1704	CYC2008	9.779719355143405	False
GPCA	Sv01	YHR026W	YPR036W	YHR026W	YPR036W	1704	1903	CYC2008	9.438791852578262	False
GPCA	Sv01	YEL051W	YHR026W	YHR026W	YEL051W	1704	1953	CYC2008	13.226863716982413	False
GPCA	Sv01	YHR026W	YKL080W	YHR026W	YKL080W	1704	2109	CYC2008	11.326429487122304	False
GPCA	Sv01	YHR026W	YOR270C	YHR026W	YOR270C	1704	2680	CYC2008	10.145932145820517	False
GPCA	Sv01	YGR020C	YHR026W	YGR020C	YHR026W	3655	1704	CYC2008	8.988684686772165	False
GPCA	Sv01	YHR026W	YHR039C-A	YHR039C-A	YHR026W	3694	1704	CYC2008	9.13699111208023	False
GPCA	Sv01	YHR026W	YLR447C	YLR447C	YHR026W	3785	1704	CYC2008		
GPCA	Sv01	YHR026W	YOR332W	YOR332W	YHR026W	5096	1704	CYC2008	9.172427508645484	False
GPCA	Sv01	YCR059C	YDR400W	YDR400W	YCR059C	4803	1705	Uetz-screen	9.333155350310617	False
GPCA	Sv01	YBR156C	YPL209C	YPL209C	YBR156C	1706	4409	scPRS-v2		
GPCA	Sv01	YHR129C	YMR294W	YHR129C	YMR294W	1710	1969	GI_PSN_PCC_gt_0.5	15.129685498476631	False
GPCA	Sv01	YDR488C	YHR129C	YHR129C	YDR488C	1710	2142	GI_PSN_PCC_gt_0.5	10.872674880270607	False
GPCA	Sv01	YHR129C	YOR269W	YHR129C	YOR269W	1710	2266	GI_PSN_PCC_gt_0.5	11.046441948007311	False
GPCA	Sv01	YHR129C	YPL174C	YPL174C	YHR129C	3393	1710	GI_PSN_PCC_gt_0.5		
GPCA	Sv01	YHR129C	YLR102C	YLR102C	YHR129C	3725	1710	YeRI		
GPCA	Sv01	YHR129C	YMR299C	YHR129C	YMR299C	1710	3992	GI_PSN_PCC_gt_0.5	9.118941072723507	False
GPCA	Sv01	YHR129C	YLL049W	YHR129C	YLL049W	1710	4136	GI_PSN_PCC_gt_0.5		
GPCA	Sv01	YGR080W	YHR129C	YHR129C	YGR080W	1710	4444	PrePPI-LR600	9.221587121264806	False
GPCA	Sv01	YGR058W	YOR264W	YOR264W	YGR058W	1713	4135	Uetz-screen	9.154818109052105	False
GPCA	Sv01	YNL200C	YNL200C	YNL200C	YNL200C	1714	1714	YeRI		
GPCA	Sv01	YDR298C	YML081C-A	YDR298C	YML081C-A	171	945	CYC2008	9.4655664048094	False
GPCA	Sv01	YBR023C	YHR142W	YBR023C	YHR142W	5356	1722	GI_PSN_PCC_gt_0.5	9.047123912114026	False
GPCA	Sv01	YMR244C-A	YOR266W	YMR244C-A	YOR266W	4949	1725	GI_PSN_PCC_gt_0.2	8.968666793195208	False
GPCA	Sv01	YDR315C	YLR410W	YDR315C	YLR410W	172	3395	GI_PSN_PCC_gt_0.5	9.4241662888181	False
GPCA	Sv01	YDR315C	YLR323C	YLR323C	YDR315C	4531	172	Uetz-screen	9.521600439723727	False
GPCA	Sv01	YDR101C	YJL122W	YJL122W	YDR101C	1730	4753	YeRI	17.551618150438753	True
GPCA	Sv01	YDL015C	YMR153W	YDL015C	YMR153W	1732	1858	YeRI		
GPCA	Sv01	YDL015C	YOL110W	YOL110W	YDL015C	4500	1732	YeRI	11.275542556086723	False
GPCA	Sv01	YDL015C	YFR035C	YDL015C	YFR035C	1732	5514	YeRI		
GPCA	Sv01	YGL240W	YKL022C	YGL240W	YKL022C	1735	3594	scPRS-v2	10.074141462752506	False
GPCA	Sv01	YGL255W	YLR267W	YGL255W	YLR267W	1736	4127	scRRS-v2	10.674192268145685	False
GPCA	Sv01	YKL107W	YLR288C	YKL107W	YLR288C	1737	4419	Ito-core	9.573647187493323	False
GPCA	Sv01	YCR035C	YDR280W	YCR035C	YDR280W	3664	173	Lit-BM-13	10.650154213675094	False
GPCA	Sv01	YDR280W	YGR195W	YDR280W	YGR195W	173	870	YeRI	20.357227667609436	True
GPCA	Sv01	YDR216W	YER177W	YDR216W	YER177W	4497	1751	Lit-BM-13	10.271463027904375	False
GPCA	Sv01	YAL011W	YBR231C	YBR231C	YAL011W	1952	1752	GI_PSN_PCC_gt_0.5	11.452241240430817	False
GPCA	Sv01	YAL011W	YDR334W	YDR334W	YAL011W	3019	1752	GI_PSN_PCC_gt_0.5	11.554588851677638	False
GPCA	Sv01	YAL011W	YLR085C	YAL011W	YLR085C	1752	3386	GI_PSN_PCC_gt_0.5	10.541096615349524	False
GPCA	Sv01	YAL011W	YML041C	YAL011W	YML041C	1752	5004	GI_PSN_PCC_gt_0.5		
GPCA	Sv01	YEL029C	YOR385W	YEL029C	YOR385W	1757	1827	YeRI	9.834471049984222	False
GPCA	Sv01	YEL029C	YIL113W	YIL113W	YEL029C	3882	1757	YeRI	11.065416134676548	False
GPCA	Sv01	YBR060C	YEL056W	YBR060C	YEL056W	3714	1758	YeRI		
GPCA	Sv01	YGL044C	YMR061W	YMR061W	YGL044C	1894	1759	scPRS-v2	16.656885687831963	True
GPCA	Sv01	YDL218W	YGL044C	YGL044C	YDL218W	1759	2406	Ito-core	10.41679752760606	False
GPCA	Sv01	YDR228C	YGL044C	YGL044C	YDR228C	1759	5312	scPRS-v2	9.118941072723507	False
GPCA	Sv01	YDR538W	YOR094W	YDR538W	YOR094W	1984	175	GI_PSN_PCC_gt_0.2	9.834471049984222	False
GPCA	Sv01	YAL016W	YOR094W	YAL016W	YOR094W	3932	175	Tarassov	9.4241662888181	False
GPCA	Sv01	YGL210W	YOR094W	YGL210W	YOR094W	941	175	PrePPI-LR600	10.111135670234708	False
GPCA	Sv01	YGL213C	YML108W	YML108W	YGL213C	4123	1760	CCSB-YI1	15.831381474965896	True
GPCA	Sv01	YBR059C	YGL213C	YGL213C	YBR059C	1760	4379	Ito-core	10.554588851677638	False
GPCA	Sv01	YDR484W	YPR031W	YPR031W	YDR484W	3525	1764	YeRI	9.4093909361377	False
GPCA	Sv01	YGR101W	YHL021C	YGR101W	YHL021C	3287	1765	Ito-core	12.416269744523207	False
GPCA	Sv01	YBR284W	YLR368W	YBR284W	YLR368W	1956	1767	YeRI	11.551227603598289	False
GPCA	Sv01	YIL103W	YLR368W	YLR368W	YIL103W	1767	2446	YeRI	11.939579214314692	False
GPCA	Sv01	YKR022C	YLR368W	YLR368W	YKR022C	1767	2478	YeRI	10.812979471251483	False
GPCA	Sv01	YLL027W	YLR368W	YLR368W	YLL027W	1767	3532	YeRI	11.901244032467376	False
GPCA	Sv01	YLR368W	YOL111C	YOL111C	YLR368W	3698	1767	YeRI	11.180530807344484	False
GPCA	Sv01	YBR060C	YLR368W	YLR368W	YBR060C	1767	3714	YeRI	9.100662339005199	False
GPCA	Sv01	YLR368W	YMR068W	YLR368W	YMR068W	1767	4302	YeRI	10.567956075415466	False
GPCA	Sv01	YLR368W	YPL018W	YLR368W	YPL018W	1767	5319	YeRI		
GPCA	Sv01	YIL152W	YLR368W	YIL152W	YLR368W	5519	1767	YeRI	9.698704666770345	False
GPCA	Sv01	YLR368W	YPR178W	YLR368W	YPR178W	1767	5524	YeRI	10.73978060977326	False
GPCA	Sv01	YDL236W	YLR420W	YLR420W	YDL236W	2627	1768	Tarassov	12.926851910929878	False
GPCA	Sv01	YDR299W	YER127W	YER127W	YDR299W	1769	2164	Uetz-screen	20.727785873484407	True
GPCA	Sv01	YER127W	YKL075C	YER127W	YKL075C	1769	2730	YeRI	10.295768934420508	False
GPCA	Sv01	YER127W	YLR423C	YLR423C	YER127W	3020	1769	Ito-core	9.348728154231079	False
GPCA	Sv01	YER127W	YOR158W	YER127W	YOR158W	1769	3904	YeRI	9.238404739325079	False
GPCA	Sv01	YER127W	YMR232W	YER127W	YMR232W	1769	3951	YeRI	9.238404739325079	False
GPCA	Sv01	YFL047W	YOR104W	YFL047W	YOR104W	4644	176	Tarassov	9.25502856981873	False
GPCA	Sv01	YER145C	YPL221W	YER145C	YPL221W	1770	2595	Tarassov	13.725898755240811	False
GPCA	Sv01	YBL029C-A	YER145C	YER145C	YBL029C-A	1770	4057	Tarassov	13.60466904773128	False
GPCA	Sv01	YER145C	YGR055W	YGR055W	YER145C	4329	1770	Tarassov	17.964701857420447	True
GPCA	Sv01	YER145C	YGL203C	YGL203C	YER145C	4680	1770	Tarassov	9.238404739325079	False
GPCA	Sv01	YER145C	YML072C	YER145C	YML072C	1770	4937	Tarassov	14.0418302391015	False
GPCA	Sv01	YGL162W	YKL127W	YKL127W	YGL162W	3299	1771	scRRS-v2	9.535275376620804	False
GPCA	Sv01	YGL115W	YGL208W	YGL115W	YGL208W	5141	1772	CCSB-YI1	21.002352179977226	True
GPCA	Sv01	YGL115W	YGL208W	YGL115W	YGL208W	5141	1772	Ito-core	21.002352179977226	True
GPCA	Sv01	YGL115W	YGL208W	YGL115W	YGL208W	5141	1772	Uetz-screen	21.002352179977226	True
GPCA	Sv01	YGL115W	YGL208W	YGL115W	YGL208W	5141	1772	YeRI	21.002352179977226	True
GPCA	Sv01	YDR244W	YPR024W	YPR024W	YDR244W	1774	2129	GI_PSN_PCC_gt_0.2	10.85642552862553	False
GPCA	Sv01	YDL224C	YER059W	YER059W	YDL224C	2739	1776	Ito-core	9.599912842187129	False
GPCA	Sv01	YDR485C	YOL012C	YOL012C	YDR485C	177	1571	GI_PSN_PCC_gt_0.5	9.99859042974533	False
GPCA	Sv01	YJL115W	YOL012C	YOL012C	YJL115W	177	300	PrePPI-LR600	9.027905996569885	False
GPCA	Sv01	YLR085C	YOL012C	YOL012C	YLR085C	177	3386	GI_PSN_PCC_gt_0.5	9.047123912114026	False
GPCA	Sv01	YDL065C	YLR191W	YLR191W	YDL065C	1829	1780	GI_PSN_PCC_gt_0.5	18.57320707589905	True
GPCA	Sv01	YDL065C	YOR326W	YDL065C	YOR326W	1780	3034	Lit-BM-13	10.222794902868111	False
GPCA	Sv01	YDL065C	YMR163C	YMR163C	YDL065C	5194	1780	Ito-core	21.037457136622432	True
GPCA	Sv01	YDR531W	YFR029W	YFR029W	YDR531W	3788	1781	GI_PSN_PCC_gt_0.2	9.888743248898258	False
GPCA	Sv01	YDR531W	YHR088W	YDR531W	YHR088W	1781	5034	GI_PSN_PCC_gt_0.2	9.845490050944376	False
GPCA	Sv01	YDR473C	YLR423C	YDR473C	YLR423C	1782	3020	Ito-core	10.4231159101471	False
GPCA	Sv01	YDR432W	YDR473C	YDR432W	YDR473C	3854	1782	PrePPI-LR600	11.586839787961827	False
GPCA	Sv01	YBR233W	YDR473C	YDR473C	YBR233W	1782	4716	CCSB-YI1	9.823367240046236	False
GPCA	Sv01	YGL254W	YGR047C	YGR047C	YGL254W	4477	1783	Uetz-screen	10.127994320976393	False
GPCA	Sv01	YDR238C	YKL135C	YKL135C	YDR238C	1785	3529	PrePPI-LR600	9.649256177517314	False
GPCA	Sv01	YKL135C	YML051W	YKL135C	YML051W	1785	3547	CCSB-YI1	9.479780264029099	False
GPCA	Sv01	YKL135C	YPL259C	YPL259C	YKL135C	4443	1785	Uetz-screen	9.573647187493323	False
GPCA	Sv01	YGR261C	YKL135C	YKL135C	YGR261C	1785	4636	PrePPI-LR600	9.379378367071263	False
GPCA	Sv01	YOR348C	YPR134W	YPR134W	YOR348C	1786	1863	scRRS-v2	11.105908508571158	False
GPCA	Sv01	YER101C	YPR134W	YPR134W	YER101C	1786	2935	YeRI	9.625708843064466	False
GPCA	Sv01	YDR297W	YPR134W	YDR297W	YPR134W	3522	1786	scRRS-v2	11.6156296369681	False
GPCA	Sv01	YDL185W	YPR036W	YPR036W	YDL185W	1903	1788	CYC2008	10.824163209744158	False
GPCA	Sv01	YDL185W	YEL051W	YEL051W	YDL185W	1953	1788	CYC2008	9.221587121264806	False
GPCA	Sv01	YDL185W	YHR060W	YDL185W	YHR060W	1788	2071	GI_PSN_PCC_gt_0.3	9.479780264029099	False
GPCA	Sv01	YDL185W	YKL080W	YKL080W	YDL185W	2109	1788	CYC2008	11.088125692188207	False
GPCA	Sv01	YDL185W	YOR270C	YDL185W	YOR270C	1788	2680	CYC2008	9.698704666770345	False
GPCA	Sv01	YDL185W	YGR020C	YDL185W	YGR020C	1788	3655	CYC2008	9.207014320177533	False
GPCA	Sv01	YDL185W	YHR039C-A	YDL185W	YHR039C-A	1788	3694	CYC2008	9.221587121264806	False
GPCA	Sv01	YDL185W	YLR447C	YLR447C	YDL185W	3785	1788	CYC2008		
GPCA	Sv01	YDL185W	YOR332W	YDL185W	YOR332W	1788	5096	CYC2008	9.768184324776927	False
GPCA	Sv01	YDL226C	YER118C	YER118C	YDL226C	1793	1792	Ito-core	11.394462694610318	False
GPCA	Sv01	YDL226C	YPL199C	YDL226C	YPL199C	1792	2410	YeRI	10.41679752760606	False
GPCA	Sv01	YCL057C-A	YDL226C	YDL226C	YCL057C-A	1792	2769	YeRI	13.19537220740274	False
GPCA	Sv01	YDL226C	YGL209W	YDL226C	YGL209W	1792	3368	YeRI	9.348728154231079	False
GPCA	Sv01	YDL226C	YGR172C	YDL226C	YGR172C	1792	3947	Ito-core		
GPCA	Sv01	YDL226C	YPR183W	YDL226C	YPR183W	1792	4447	Ito-core	13.055790814565906	False
GPCA	Sv01	YDL226C	YPR113W	YDL226C	YPR113W	1792	4699	Ito-core	12.880348808156027	False
GPCA	Sv01	YAL041W	YER118C	YER118C	YAL041W	1793	3554	PrePPI-LR600	11.510764167917891	False
GPCA	Sv01	YER118C	YNR031C	YER118C	YNR031C	1793	4461	PrePPI-LR600	12.430713885791938	False
GPCA	Sv01	YFR021W	YPL166W	YPL166W	YFR021W	4850	1796	YeRI	12.207929445511667	False
GPCA	Sv01	YCR009C	YDL091C	YCR009C	YDL091C	1928	1798	PrePPI-LR600	13.245255580306555	False
GPCA	Sv01	YLR165C	YOR094W	YOR094W	YLR165C	175	17	GI_PSN_PCC_gt_0.3	9.878050912728536	False
GPCA	Sv01	YER018C	YIL144W	YIL144W	YER018C	3765	1800	scPRS-v2	9.756556322524087	False
GPCA	Sv01	YER018C	YMR117C	YER018C	YMR117C	1800	4723	scPRS-v2	11.287712379549449	False
GPCA	Sv01	YBR057C	YER018C	YER018C	YBR057C	1800	5229	CCSB-YI1	9.734709620225837	False
GPCA	Sv01	YCL033C	YHR153C	YHR153C	YCL033C	1801	3989	YeRI	14.875221392751897	False
GPCA	Sv01	YKR014C	YOR370C	YOR370C	YKR014C	3928	1802	CCSB-YI1	11.445014845868425	False
GPCA	Sv01	YKR014C	YOR370C	YOR370C	YKR014C	3928	1802	Lit-BM-13	11.445014845868425	False
GPCA	Sv01	YGL237C	YOR047C	YGL237C	YOR047C	1806	1850	Ito-core	9.319672120946995	False
GPCA	Sv01	YDR388W	YPL249C	YDR388W	YPL249C	4279	1809	scPRS-v2	9.802516365121223	False
GPCA	Sv01	YER116C	YKR035W-A	YER116C	YKR035W-A	1810	2770	YeRI	9.918863237274595	False
GPCA	Sv01	YER116C	YML016C	YER116C	YML016C	1810	2955	YeRI	9.674192268145685	False
GPCA	Sv01	YDL013W	YER116C	YER116C	YDL013W	1810	4827	GI_PSN_PCC_gt_0.5	10.53430288245463	False
GPCA	Sv01	YDL013W	YER116C	YER116C	YDL013W	1810	4827	Uetz-screen	10.53430288245463	False
GPCA	Sv01	YER116C	YPL018W	YER116C	YPL018W	1810	5319	YeRI		
GPCA	Sv01	YER061C	YHR067W	YHR067W	YER061C	3448	1812	GI_PSN_PCC_gt_0.3	12.203959703239462	False
GPCA	Sv01	YDL001W	YFR048W	YFR048W	YDL001W	4821	1816	GI_PSN_PCC_gt_0.2		
GPCA	Sv01	YEL046C	YKL106W	YKL106W	YEL046C	3471	1817	PrePPI-LR600		
GPCA	Sv01	YFR027W	YLR161W	YFR027W	YLR161W	1818	4195	scRRS-v2		
GPCA	Sv01	YAR003W	YHR119W	YAR003W	YHR119W	1823	3084	Lit-BM-13	9.027905996569885	False
GPCA	Sv01	YAR003W	YGL058W	YGL058W	YAR003W	4991	1823	GI_PSN_PCC_gt_0.3	9.25502856981873	False
GPCA	Sv01	YGR003W	YOR385W	YOR385W	YGR003W	1827	3802	YeRI	9.867278739709663	False
GPCA	Sv01	YDR329C	YLR191W	YLR191W	YDR329C	1829	2924	GI_PSN_PCC_gt_0.3	18.66955638350337	True
GPCA	Sv01	YJL210W	YLR191W	YJL210W	YLR191W	3223	1829	GI_PSN_PCC_gt_0.3	11.197830998012197	False
GPCA	Sv01	YLR191W	YOL044W	YOL044W	YLR191W	5017	1829	GI_PSN_PCC_gt_0.3	14.505129237960027	False
GPCA	Sv01	YDR308C	YNL189W	YNL189W	YDR308C	2273	182	YeRI	9.438791852578262	False
GPCA	Sv01	YDR308C	YLR347C	YLR347C	YDR308C	2641	182	YeRI	11.704335971182319	False
GPCA	Sv01	YDR308C	YOR216C	YOR216C	YDR308C	3461	182	YeRI	10.163649676015826	False
GPCA	Sv01	YDR308C	YOR174W	YOR174W	YDR308C	3742	182	Uetz-screen	11.754052367528924	False
GPCA	Sv01	YDR308C	YLR315W	YLR315W	YDR308C	5415	182	YeRI	10.715961990255146	False
GPCA	Sv01	YDR308C	YHR148W	YDR308C	YHR148W	182	731	YeRI	9.586839787961827	False
GPCA	Sv01	YDR308C	YPL077C	YDR308C	YPL077C	182	775	YeRI	11.036860446673046	False
GPCA	Sv01	YDR308C	YNL086W	YDR308C	YNL086W	182	907	YeRI	9.207014320177533	False
GPCA	Sv01	YLR238W	YPR110C	YLR238W	YPR110C	1830	1844	Uetz-screen	10.349834091457248	False
GPCA	Sv01	YGR009C	YPL232W	YPL232W	YGR009C	1831	5114	scPRS-v2	16.088829637773998	True
GPCA	Sv01	YOR355W	YPR048W	YOR355W	YPR048W	5210	1832	Uetz-screen	10.541096615349524	False
GPCA	Sv01	YDR490C	YHR207C	YHR207C	YDR490C	3235	1837	Uetz-screen	15.028683101377732	False
GPCA	Sv01	YDR490C	YGR086C	YDR490C	YGR086C	1837	4997	Ito-core	20.17533634480221	True
GPCA	Sv01	YDR236C	YNL125C	YDR236C	YNL125C	183	2545	YeRI	15.796445259061851	False
GPCA	Sv01	YDL170W	YLR080W	YLR080W	YDL170W	1841	3259	scRRS-v2	9.599912842187129	False
GPCA	Sv01	YKR081C	YPL131W	YPL131W	YKR081C	1843	3893	Lit-BM-13	11.599912842187129	False
GPCA	Sv01	YGL176C	YPR110C	YPR110C	YGL176C	1844	4198	YeRI	9.661778097771988	False
GPCA	Sv01	YML107C	YMR075W	YML107C	YMR075W	1845	4925	GI_PSN_PCC_gt_0.2	10.514714054138487	False
GPCA	Sv01	YMR091C	YNL189W	YMR091C	YNL189W	1846	2273	YeRI		
GPCA	Sv01	YHR158C	YOR047C	YHR158C	YOR047C	2327	1850	Uetz-screen	9.364134655008051	False
GPCA	Sv01	YNL201C	YOR047C	YNL201C	YOR047C	2671	1850	Uetz-screen	9.333155350310617	False
GPCA	Sv01	YDR206W	YOR047C	YOR047C	YDR206W	1850	3614	Uetz-screen	9.319672120946995	False
GPCA	Sv01	YOR047C	YPR103W	YPR103W	YOR047C	3687	1850	Ito-core	9.394462694610317	False
GPCA	Sv01	YNR017W	YPL063W	YNR017W	YPL063W	2797	1852	scPRS-v2		
GPCA	Sv01	YML054C	YPL063W	YPL063W	YML054C	1852	3091	Lit-BM-13	10.812979471251483	False
GPCA	Sv01	YGL233W	YLR166C	YLR166C	YGL233W	1853	4227	Ito-core		
GPCA	Sv01	YGL233W	YLR166C	YLR166C	YGL233W	1853	4227	PrePPI-LR600		
GPCA	Sv01	YLR033W	YPL139C	YPL139C	YLR033W	1855	4730	Tarassov		
GPCA	Sv01	YLR324W	YMR153W	YMR153W	YLR324W	1858	2123	Ito-core		
GPCA	Sv01	YHR149C	YMR153W	YMR153W	YHR149C	1858	2320	YeRI	9.939579214314692	False
GPCA	Sv01	YMR153W	YNL219C	YMR153W	YNL219C	1858	2385	YeRI	14.310683778684266	False
GPCA	Sv01	YMR153W	YPR159C-A	YMR153W	YPR159C-A	1858	2602	YeRI	13.1526017440192	False
GPCA	Sv01	YMR153W	YNL234W	YMR153W	YNL234W	1858	2829	YeRI	10.127994320976393	False
GPCA	Sv01	YMR153W	YNL280C	YNL280C	YMR153W	2927	1858	YeRI		
GPCA	Sv01	YKL074C	YMR153W	YKL074C	YMR153W	3327	1858	PrePPI-LR600		
GPCA	Sv01	YJL039C	YMR153W	YJL039C	YMR153W	3592	1858	Ito-core	11.37232095486726	False
GPCA	Sv01	YMR153W	YNL223W	YNL223W	YMR153W	4168	1858	YeRI	12.119589620741124	False
GPCA	Sv01	YMR153W	YPL191C	YMR153W	YPL191C	1858	4171	YeRI	10.939579214314694	False
GPCA	Sv01	YML125C	YMR153W	YML125C	YMR153W	4182	1858	Ito-core	12.1526017440192	False
GPCA	Sv01	YML125C	YMR153W	YML125C	YMR153W	4182	1858	YeRI	12.1526017440192	False
GPCA	Sv01	YCR068W	YMR153W	YMR153W	YCR068W	1858	4244	YeRI	14.272119444860063	False
GPCA	Sv01	YJL057C	YMR153W	YMR153W	YJL057C	1858	4323	YeRI	12.279610581052486	False
GPCA	Sv01	YER105C	YMR153W	YER105C	YMR153W	4486	1858	Uetz-screen	11.668441828052998	False
GPCA	Sv01	YCL021W-A	YMR153W	YMR153W	YCL021W-A	1858	4961	YeRI	12.34955768662052	False
GPCA	Sv01	YER026C	YMR153W	YMR153W	YER026C	1858	5284	YeRI	12.817183539425713	False
GPCA	Sv01	YHR036W	YMR153W	YHR036W	YMR153W	5355	1858	YeRI	11.974414589805527	False
GPCA	Sv01	YMR228W	YOR348C	YMR228W	YOR348C	2467	1863	Uetz-screen	9.823367240046236	False
GPCA	Sv01	YLR240W	YPL100W	YPL100W	YLR240W	1864	2943	YeRI	10.878050912728536	False
GPCA	Sv01	YER062C	YPL201C	YPL201C	YER062C	1867	1880	CCSB-YI1	16.017112878638997	True
GPCA	Sv01	YDR331W	YHR188C	YHR188C	YDR331W	2100	186	CYC2008	12.220680621052205	False
GPCA	Sv01	YCL001W-A	YGR021W	YCL001W-A	YGR021W	4100	1873	GI_PSN_PCC_gt_0.3	9.364134655008051	False
GPCA	Sv01	YCR045C	YGR021W	YGR021W	YCR045C	1873	4125	GI_PSN_PCC_gt_0.3	9.333155350310617	False
GPCA	Sv01	YBR286W	YGR021W	YGR021W	YBR286W	1873	4713	GI_PSN_PCC_gt_0.2	9.027905996569885	False
GPCA	Sv01	YNL092W	YOR329C	YOR329C	YNL092W	1875	1926	Ito-core	11.412569846805209	False
GPCA	Sv01	YJR072C	YLR243W	YLR243W	YJR072C	1877	3574	Uetz-screen	13.176329006617596	False
GPCA	Sv01	YML014W	YNR046W	YNR046W	YML014W	4166	1878	YeRI	22.893952306747185	True
GPCA	Sv01	YBR059C	YML014W	YBR059C	YML014W	4379	1878	Ito-core	10.73978060977326	False
GPCA	Sv01	YDR359C	YPR023C	YPR023C	YDR359C	1879	2411	CYC2008	9.573647187493323	False
