orf_name	screened_as_AD	screened_as_DB
YEL055C	True	False
YEL056W	True	True
YEL057C	True	True
YEL058W	True	False
YEL059C-A	True	True
YEL059W	True	True
YEL060C	True	True
YEL061C	True	False
YEL062W	False	True
YEL063C	True	True
YEL064C	True	False
YEL066W	True	True
YEL067C	True	False
YEL068C	True	False
YEL069C	False	True
YEL071W	True	True
YEL072W	True	True
YEL073C	True	False
YEL074W	True	True
YEL076C	True	True
YER001W	True	True
YER002W	True	False
YER003C	True	False
YER004W	True	False
YER005W	True	True
YER006W	True	False
YER007C-A	True	True
YER007W	True	True
YER009W	True	True
YER010C	True	True
YER011W	True	True
YER012W	True	False
YER013W	True	True
YER014W	True	True
YER015W	True	True
YER016W	True	False
YER017C	True	True
YER018C	True	True
YER019W	True	True
YER020W	True	True
YER021W	True	False
YER022W	True	True
YER023C-A	True	True
YER023W	True	True
YER024W	True	True
YER025W	True	True
YER026C	True	True
YER027C	True	False
YER028C	True	False
YER029C	True	True
YER032W	True	True
YER033C	True	False
YER034W	True	False
YER035W	True	True
YER036C	True	False
YER037W	True	True
YER038C	True	True
YER039C	True	True
YER039C-A	True	True
YER040W	True	False
YER041W	True	False
YER042W	True	True
YER043C	True	True
YER044C	True	False
YER046W	True	True
YER047C	True	True
YER048C	True	True
YER048W-A	True	False
YER049W	True	False
YER050C	True	False
YER051W	True	True
YER052C	True	True
YER053C	True	True
YER053C-A	True	True
YER054C	True	False
YER055C	True	True
YER056C-A	True	True
YER057C	True	True
YER058W	True	True
YER059W	True	False
YER060W	True	True
YER062C	True	True
YER063W	True	True
YER064C	True	True
YER065C	True	False
YER066C-A	True	True
YER066W	True	True
YER067W	True	True
YER068W	True	False
YER069W	False	True
YER070W	True	False
YER071C	True	True
YER072W	True	True
YER074W	True	True
YER074W-A	True	True
YER076C	True	False
YER077C	True	False
YER078C	True	True
YER079W	True	True
YER080W	True	False
YER081W	True	True
YER082C	True	True
YER083C	True	False
YER084W	True	False
YER085C	True	True
YER086W	True	True
YER087C-A	True	True
YER087W	True	True
YER088C	True	True
YER088W-A	True	True
YER089C	True	True
YER090W	True	False
YER091C	True	False
YER091C-A	True	False
YER092W	True	True
YER093C-A	True	True
YER094C	True	False
YER095W	True	True
YER096W	True	False
YER097W	True	True
YER098W	True	False
YER099C	True	True
YER100W	True	True
YER101C	True	True
YER102W	True	True
YER103W	True	False
YER104W	True	False
YER105C	True	False
YER106W	True	True
YER107C	True	False
YER109C	True	False
YER110C	True	False
YER111C	True	False
YER112W	True	True
YER113C	True	False
YER114C	True	False
YER115C	True	True
YER116C	True	False
YER117W	True	True
YER118C	True	False
YER119C	True	True
YER119C-A	True	True
YER120W	True	True
YER121W	True	True
YER122C	True	True
YER123W	True	True
YER124C	True	False
YER125W	True	False
YER126C	True	True
YER127W	True	True
YER128W	True	True
YER129W	False	True
YER130C	True	False
YER131W	True	False
YER134C	True	True
YER135C	True	True
YER136W	True	False
YER138W-A	False	True
YER139C	True	True
YER140W	True	True
YER141W	True	True
YER142C	True	True
YER143W	True	True
YER144C	True	False
YER145C	True	True
YER146W	True	True
YER147C	True	False
YER148W	True	False
YER149C	True	False
YER150W	True	True
YER151C	True	True
YER152C	True	True
YER153C	True	True
YER154W	True	True
YER155C	True	False
YER156C	True	True
YER157W	True	True
YER158C	True	True
YER158W-A	True	True
YER159C	True	False
YER161C	True	True
YER162C	True	False
YER164W	True	True
YER165W	True	True
YER167W	True	False
YER168C	True	True
YER169W	True	True
YER171W	True	True
YER173W	True	True
YER174C	True	False
YER175C	True	True
YER176W	True	True
YER177W	True	False
YER179W	False	True
YER180C	True	True
YER181C	True	True
YER182W	True	True
YER183C	True	True
YER184C	True	True
YER185W	True	False
YER186C	True	False
YER187W	True	False
YER187W-A	True	True
YER188W	True	True
YER190C-B	True	False
YFL001W	True	True
YFL002C	True	False
YFL003C	True	True
YFL004W	True	True
YFL005W	True	False
YFL006W	True	True
YFL009W	True	True
YFL010C	True	False
YFL010W-A	True	True
YFL012W	True	True
YFL013C	True	True
YFL013W-A	True	False
YFL014W	True	True
YFL015C	True	False
YFL016C	True	True
YFL017C	True	True
YFL017W-A	True	True
YFL018C	True	True
YFL019C	True	True
YFL021W	False	True
YFL022C	True	True
YFL024C	True	False
YFL025C	False	True
YFL026W	True	True
YFL027C	True	False
YFL028C	True	True
YFL029C	True	False
YFL030C-A	True	True
YFL030W	True	True
YFL032W	True	True
YFL033C	True	False
YFL034C-B	True	False
YFL034W	False	True
YFL036W	True	False
YFL037W	False	True
YFL038C	True	True
YFL039C	True	True
YFL040W	True	True
YFL041W	True	True
YFL042C	True	True
YFL044C	True	True
YFL045C	True	False
YFL046W	True	True
YFL047W	True	True
YFL048C	True	True
YFL049W	True	False
YFL050C	True	True
YFL051C	True	True
YFL052W	True	False
YFL053W	False	True
YFL055W	False	True
YFL056C	True	True
YFL057C	True	True
YFL058W	True	True
YFL059W	True	False
YFL060C	True	True
YFL061W	True	True
YFL063W	True	True
YFL065C	True	True
YFR001W	True	True
YFR002W	True	False
YFR003C	True	True
YFR004W	True	True
YFR005C	True	True
YFR006W	True	True
YFR007W	True	True
YFR008W	True	True
YFR009W	True	False
YFR010W	True	False
YFR011C	True	True
YFR012W-A	True	True
YFR013W	False	True
YFR014C	True	False
YFR015C	True	False
YFR016C	False	True
YFR017C	True	True
YFR018C	True	True
YFR020W	True	True
YFR021W	True	False
YFR022W	True	True
YFR023W	True	True
YFR024C	False	True
YFR024C-A	True	True
YFR025C	True	True
YFR026C	True	True
YFR027W	True	True
YFR028C	True	True
YFR029W	True	False
YFR030W	True	False
YFR031C	True	True
YFR031C-A	True	True
YFR032C	True	True
YFR032C-A	True	True
YFR032C-B	True	True
YFR033C	True	False
YFR034C	True	False
YFR034W-A	True	True
YFR035C	True	True
YFR037C	True	True
YFR038W	True	True
YFR039C	True	True
YFR040W	True	False
YFR041C	True	True
YFR042W	True	False
YFR043C	True	False
YFR044C	True	True
YFR045W	True	False
YFR046C	True	True
YFR047C	True	True
YFR048W	True	True
YFR049W	True	True
YFR050C	True	True
YFR051C	True	True
YFR052W	True	False
YFR053C	True	True
YFR054C	True	True
YFR055W	True	True
YFR056C	True	False
YFR057W	True	True
YGL001C	True	True
YGL002W	True	True
YGL003C	False	True
YGL004C	True	True
YGL005C	True	True
YGL007C-A	True	True
YGL007W	True	True
YGL008C	True	True
YGL010W	True	False
YGL011C	True	False
YGL012W	True	False
YGL015C	True	False
YGL016W	True	False
YGL019W	True	False
YGL020C	True	True
YGL021W	True	True
YGL023C	True	False
YGL025C	True	False
YGL026C	True	True
YGL028C	False	True
YGL030W	True	True
YGL031C	True	True
YGL032C	True	True
YGL033W	True	True
YGL034C	True	True
YGL035C	True	True
YGL036W	True	True
YGL037C	True	True
YGL038C	True	True
YGL039W	True	True
YGL042C	True	False
YGL043W	True	False
YGL044C	True	True
YGL045W	True	False
YGL046W	True	False
YGL047W	True	True
YGL048C	True	True
YGL049C	True	True
YGL050W	True	True
YGL051W	True	True
YGL052W	True	True
YGL053W	True	True
YGL054C	True	True
YGL055W	True	True
YGL057C	True	True
YGL058W	True	True
YGL060W	True	True
YGL061C	True	False
YGL063C-A	False	True
YGL063W	True	False
YGL064C	True	True
YGL065C	True	True
YGL066W	True	False
YGL067W	True	True
YGL068W	True	True
YGL069C	False	True
YGL070C	True	False
YGL071W	True	True
YGL072C	True	True
YGL073W	True	False
YGL074C	True	True
YGL075C	True	True
YGL076C	True	False
YGL077C	True	True
YGL079W	True	False
YGL080W	True	True
YGL081W	True	False
YGL082W	True	True
YGL083W	True	True
YGL084C	True	False
YGL085W	True	True
YGL086W	True	True
YGL087C	True	True
YGL088W	True	True
YGL089C	True	True
YGL090W	True	True
YGL094C	False	True
YGL095C	True	True
YGL096W	True	True
YGL097W	True	True
YGL098W	True	False
YGL099W	True	True
YGL101W	True	False
YGL102C	True	True
YGL103W	True	False
YGL104C	False	True
YGL105W	True	False
YGL106W	True	True
YGL107C	True	True
YGL108C	True	True
YGL109W	True	True
YGL110C	True	False
YGL111W	True	False
YGL112C	False	True
YGL113W	True	True
YGL114W	True	True
YGL115W	True	True
YGL116W	True	False
YGL118C	True	True
YGL119W	True	True
YGL120C	True	True
YGL121C	True	True
YGL122C	True	True
YGL123C-A	True	True
YGL123W	True	False
YGL124C	False	True
YGL126W	True	True
YGL127C	True	False
YGL128C	True	False
YGL130W	True	True
YGL131C	True	False
YGL132W	True	False
YGL134W	True	False
YGL135W	True	True
YGL136C	True	False
YGL137W	True	True
YGL138C	True	False
YGL139W	True	False
YGL141W	True	True
YGL142C	True	True
YGL143C	True	True
YGL144C	True	True
YGL145W	True	True
YGL146C	True	False
YGL147C	True	True
YGL148W	True	True
YGL149W	True	True
YGL151W	True	False
YGL152C	True	True
YGL153W	True	True
YGL154C	True	False
YGL155W	True	True
YGL156W	True	True
YGL157W	True	True
YGL158W	True	False
YGL159W	True	False
YGL160W	True	False
YGL161C	True	False
YGL162W	False	True
YGL163C	True	True
YGL164C	True	True
YGL165C	True	True
YGL166W	True	True
YGL167C	True	True
YGL168W	True	True
YGL169W	True	True
YGL170C	True	False
YGL171W	True	True
YGL172W	True	False
YGL175C	True	False
YGL176C	True	True
YGL177W	True	True
YGL179C	True	False
YGL181W	True	True
YGL183C	True	True
YGL184C	True	True
YGL186C	True	True
YGL187C	True	True
YGL188C	True	True
YGL188C-A	True	False
YGL189C	True	True
YGL190C	True	False
YGL191W	True	True
YGL192W	True	False
YGL193C	True	True
YGL194C	True	True
YGL196W	True	True
YGL197W	True	False
YGL199C	True	False
YGL200C	True	True
YGL202W	True	True
YGL204C	True	True
YGL205W	True	False
YGL206C	True	False
YGL207W	True	True
YGL208W	True	True
YGL209W	True	True
YGL210W	True	False
YGL211W	True	True
YGL212W	True	False
YGL213C	True	True
YGL214W	True	True
YGL215W	True	False
YGL216W	True	True
YGL217C	True	True
YGL218W	True	True
YGL219C	True	True
YGL220W	True	False
YGL221C	True	True
YGL222C	True	True
YGL223C	True	False
YGL224C	True	False
YGL225W	True	True
YGL226C-A	True	False
YGL226W	True	True
YGL228W	True	False
YGL229C	True	True
YGL230C	True	False
YGL231C	True	True
YGL232W	True	True
YGL233W	True	False
YGL234W	True	True
YGL237C	True	False
YGL238W	True	True
YGL239C	True	False
YGL240W	True	True
YGL241W	True	False
YGL242C	True	False
YGL243W	True	True
YGL244W	True	True
YGL245W	True	True
YGL246C	True	True
YGL247W	True	True
YGL249W	True	True
YGL250W	True	False
YGL251C	True	False
YGL252C	True	True
YGL253W	True	False
YGL254W	True	False
YGL255W	True	True
YGL256W	False	True
YGL257C	True	False
YGL258W	True	True
YGL258W-A	True	True
YGL259W	True	True
YGL261C	False	True
YGL262W	True	False
YGL263W	True	True
YGR001C	True	False
YGR002C	True	True
YGR003W	True	True
YGR004W	True	True
YGR005C	True	False
YGR007W	True	True
YGR008C	True	True
YGR009C	True	False
YGR010W	True	False
YGR011W	True	False
YGR012W	True	False
YGR013W	True	False
YGR015C	True	False
YGR016W	True	False
YGR017W	True	True
YGR018C	True	True
YGR021W	True	True
YGR022C	True	True
YGR024C	True	True
YGR026W	True	False
YGR027C	True	True
YGR028W	True	True
YGR029W	True	True
YGR030C	True	True
YGR031C-A	True	True
YGR031W	True	True
YGR033C	True	False
YGR035C	True	False
YGR036C	True	True
YGR037C	True	True
YGR038W	True	True
YGR039W	True	True
YGR040W	True	True
YGR041W	True	True
YGR042W	True	False
YGR043C	True	True
YGR044C	True	False
YGR045C	True	True
YGR046W	True	False
YGR047C	False	True
YGR049W	True	True
YGR050C	True	True
YGR051C	True	True
YGR052W	True	False
YGR053C	True	True
YGR054W	False	True
YGR055W	True	False
YGR056W	True	False
YGR057C	True	True
YGR060W	True	True
YGR061C	True	True
YGR062C	True	True
YGR063C	True	True
YGR064W	True	False
YGR066C	True	False
YGR067C	False	True
YGR068C	True	True
YGR068W-A	True	True
YGR070W	True	True
YGR072W	True	True
YGR073C	True	False
YGR074W	True	True
YGR075C	True	True
YGR076C	True	False
YGR077C	True	False
YGR078C	True	True
YGR079W	True	True
YGR080W	True	True
YGR081C	True	True
YGR082W	True	True
YGR084C	True	True
YGR085C	True	True
YGR086C	True	True
YGR087C	True	False
YGR088W	True	True
YGR090W	True	False
YGR091W	True	True
YGR092W	True	True
YGR093W	True	True
YGR094W	False	True
YGR095C	True	True
YGR096W	True	True
YGR098C	False	True
YGR099W	False	True
YGR100W	False	True
YGR101W	True	True
YGR102C	True	True
YGR103W	True	True
YGR104C	True	False
YGR105W	True	False
YGR106C	True	True
YGR107W	True	False
YGR108W	True	True
YGR109W-B	True	True
YGR110W	True	True
YGR111W	True	True
YGR112W	True	True
YGR113W	True	True
YGR114C	True	True
YGR115C	True	True
YGR117C	True	False
YGR119C	True	True
YGR120C	True	True
YGR121C	False	True
YGR122C-A	True	True
YGR122W	True	True
YGR123C	True	True
YGR124W	True	True
YGR125W	True	True
YGR126W	True	True
YGR127W	True	True
YGR128C	True	True
YGR129W	True	True
YGR130C	True	True
YGR131W	True	True
YGR132C	True	True
YGR133W	True	False
YGR134W	True	False
YGR135W	True	False
YGR136W	True	False
YGR137W	True	True
YGR138C	True	True
YGR140W	True	True
YGR141W	True	True
YGR142W	True	True
YGR143W	True	True
YGR144W	True	True
YGR146C	True	False
YGR146C-A	True	True
YGR147C	True	True
YGR148C	True	True
YGR149W	True	True
YGR150C	True	False
YGR151C	True	True
YGR152C	True	False
YGR153W	True	False
YGR154C	True	True
YGR155W	True	True
YGR156W	True	False
YGR157W	True	True
YGR158C	True	False
YGR159C	True	True
YGR160W	True	True
YGR161C	True	True
YGR162W	True	True
YGR163W	True	True
YGR164W	True	True
YGR165W	True	True
YGR166W	True	True
YGR168C	True	True
YGR169C	True	False
YGR170W	True	True
YGR171C	True	True
YGR172C	True	False
YGR173W	True	True
YGR174C	True	True
YGR174W-A	True	True
YGR175C	True	True
YGR176W	True	True
YGR177C	True	True
YGR178C	True	False
YGR179C	True	True
YGR180C	True	True
YGR181W	True	False
YGR182C	True	False
YGR183C	True	True
YGR187C	True	True
YGR188C	True	True
YGR189C	True	True
YGR190C	True	True
YGR191W	True	True
YGR194C	True	True
YGR195W	True	True
YGR196C	True	True
YGR197C	True	True
YGR198W	True	False
YGR199W	True	False
YGR200C	True	True
YGR201C	True	True
YGR203W	True	True
YGR204W	True	True
YGR205W	True	True
YGR206W	True	False
YGR207C	True	True
YGR209C	True	True
YGR210C	True	False
YGR211W	True	False
YGR212W	True	False
YGR213C	True	True
YGR214W	True	True
YGR215W	True	True
YGR216C	True	True
YGR218W	True	False
YGR219W	True	True
YGR220C	True	True
YGR222W	True	False
YGR223C	True	True
YGR224W	True	True
YGR227W	True	True
YGR228W	True	False
YGR229C	True	True
YGR230W	True	True
YGR232W	True	True
YGR233C	True	False
YGR234W	True	True
YGR235C	True	True
YGR237C	True	True
YGR238C	True	True
YGR239C	True	False
YGR240C	True	True
YGR241C	True	False
YGR242W	True	False
YGR243W	True	True
YGR244C	True	True
YGR246C	True	True
YGR247W	True	True
YGR248W	True	True
YGR249W	True	True
YGR250C	True	True
YGR251W	True	True
YGR252W	True	False
YGR254W	True	False
YGR255C	True	True
YGR256W	True	False
YGR257C	True	True
YGR258C	True	False
YGR259C	True	True
YGR260W	True	True
YGR261C	True	True
YGR262C	True	True
YGR263C	True	True
YGR264C	True	True
YGR265W	True	False
YGR266W	True	True
YGR267C	True	False
YGR268C	True	True
YGR269W	True	True
YGR270C-A	True	True
YGR271C-A	True	True
YGR271W	True	True
YGR272C	True	True
YGR273C	True	False
YGR275W	True	False
YGR276C	True	True
YGR277C	True	True
YGR278W	True	False
YGR279C	True	True
YGR280C	True	True
YGR282C	True	False
YGR283C	True	True
YGR284C	True	True
YGR285C	True	True
YGR286C	True	True
YGR287C	True	True
YGR288W	True	True
YGR290W	True	False
YGR291C	True	True
YGR293C	True	True
YGR294W	True	False
YGR295C	True	False
YHL001W	True	False
YHL002W	True	False
YHL003C	True	True
YHL004W	True	True
YHL005C	True	False
YHL006C	True	True
YHL007C	True	True
YHL008C	True	True
YHL009C	True	False
YHL010C	True	True
YHL011C	True	False
YHL012W	True	False
YHL013C	True	True
YHL015W	True	True
YHL016C	True	False
YHL018W	True	True
YHL019C	True	False
YHL020C	True	True
YHL021C	True	True
YHL022C	True	True
YHL024W	True	False
YHL025W	True	False
YHL026C	True	True
YHL028W	True	True
YHL029C	True	True
YHL030W	True	False
YHL031C	True	True
YHL032C	True	True
YHL033C	True	True
YHL034C	False	True
YHL036W	True	True
YHL038C	False	True
YHL039W	True	True
YHL040C	True	True
YHL041W	True	True
YHL042W	True	True
YHL043W	True	True
YHL044W	True	True
YHL045W	True	False
YHL048W	True	True
YHR001W	True	False
YHR001W-A	True	True
YHR002W	True	False
YHR003C	True	True
YHR005C	True	True
YHR005C-A	True	True
YHR006W	True	True
YHR007C	True	True
YHR008C	True	True
YHR009C	True	True
YHR011W	True	True
YHR012W	True	False
YHR013C	True	False
YHR015W	True	False
YHR017W	True	True
YHR018C	True	False
YHR019C	True	True
YHR020W	True	True
YHR021C	True	True
YHR021W-A	True	True
YHR022C	True	True
YHR022C-A	False	True
YHR024C	True	True
YHR025W	True	True
YHR026W	True	True
YHR027C	True	False
YHR028C	True	True
YHR029C	True	False
YHR030C	True	False
YHR031C	True	False
YHR032C-A	True	False
YHR033W	True	False
YHR034C	True	True
YHR035W	True	True
YHR036W	True	True
YHR037W	True	True
YHR038W	True	True
YHR039C	True	True
YHR039C-A	True	False
YHR040W	True	True
YHR041C	True	True
YHR042W	True	False
YHR043C	True	True
YHR044C	True	True
YHR045W	True	True
YHR046C	True	True
YHR048W	True	True
YHR049W	True	True
YHR050W	True	False
YHR052W	True	True
YHR054W-A	True	True
YHR055C	True	True
YHR056C	True	True
YHR057C	True	True
YHR058C	True	False
YHR059W	True	True
YHR060W	True	True
YHR061C	True	False
YHR062C	True	True
YHR063C	True	True
YHR064C	True	True
YHR065C	True	True
YHR066W	True	False
YHR067W	True	True
YHR068W	True	True
YHR069C	True	True
YHR070W	True	True
YHR071W	True	False
YHR072W-A	False	True
YHR073W	True	True
YHR074W	True	True
YHR075C	True	False
YHR076W	True	True
YHR077C	True	True
YHR079C-A	True	True
YHR081W	True	False
YHR082C	True	False
YHR084W	True	False
YHR085W	True	False
YHR086W	True	False
YHR088W	True	False
YHR090C	True	True
YHR091C	True	True
YHR093W	True	False
YHR094C	True	True
YHR095W	True	True
YHR096C	True	True
YHR097C	True	False
YHR098C	True	False
YHR100C	True	True
YHR101C	True	True
YHR102W	True	False
YHR103W	True	False
YHR104W	True	True
YHR105W	True	True
YHR106W	True	True
YHR107C	True	True
YHR108W	True	True
YHR109W	True	True
YHR110W	True	True
YHR111W	True	True
YHR112C	True	True
YHR113W	True	True
YHR114W	True	True
YHR115C	True	False
YHR116W	True	True
YHR117W	True	True
YHR119W	True	False
YHR121W	True	True
YHR122W	True	False
YHR123W	True	True
YHR124W	True	False
YHR125W	True	True
YHR126C	True	True
YHR127W	True	False
YHR128W	True	True
YHR129C	True	True
YHR130C	True	True
YHR131C	False	True
YHR132C	True	True
YHR132W-A	True	True
YHR133C	True	True
YHR134W	True	True
YHR135C	True	True
YHR136C	True	True
YHR137C-A	True	True
YHR137W	True	True
YHR138C	True	True
YHR139C	True	True
YHR139C-A	True	True
YHR140W	True	True
YHR141C	True	True
YHR142W	True	True
YHR143W	True	False
YHR143W-A	True	True
YHR144C	True	False
YHR145C	True	True
YHR146W	True	True
YHR147C	True	True
YHR148W	True	False
YHR149C	True	False
YHR150W	True	True
YHR153C	True	True
YHR154W	True	True
YHR155W	True	True
YHR156C	True	False
YHR157W	True	True
YHR158C	True	False
YHR159W	True	False
YHR160C	True	False
YHR161C	True	False
YHR162W	True	True
YHR164C	True	False
YHR165C	True	True
YHR166C	True	False
YHR167W	True	True
YHR168W	True	True
YHR169W	True	True
YHR171W	True	False
YHR172W	True	False
YHR173C	True	True
YHR174W	False	True
YHR176W	True	True
YHR177W	True	True
YHR179W	True	True
YHR180W	True	True
YHR181W	True	True
YHR182W	True	False
YHR183W	True	True
YHR184W	True	True
YHR185C	True	False
YHR186C	False	True
YHR187W	True	True
YHR188C	True	True
YHR189W	True	True
YHR190W	True	True
YHR191C	True	True
YHR192W	True	True
YHR193C	True	True
YHR195W	True	False
YHR196W	True	True
YHR197W	True	False
YHR198C	True	True
YHR199C	True	True
YHR200W	False	True
YHR201C	True	True
YHR202W	True	True
YHR205W	True	False
YHR206W	True	False
YHR207C	True	True
YHR208W	True	True
YHR209W	True	False
YHR210C	True	True
YHR211W	True	True
YHR212C	True	True
YHR212W-A	True	True
YHR213W	True	True
YHR213W-A	True	True
YHR214C-D	True	True
YHR214W-A	True	True
YHR215W	True	True
YIL001W	True	True
YIL002C	False	True
YIL003W	True	True
YIL004C	True	True
YIL005W	True	False
YIL006W	True	True
YIL007C	True	True
YIL008W	True	True
YIL009W	True	False
YIL010W	True	False
YIL011W	True	True
YIL014W	True	False
YIL015C-A	True	False
YIL015W	True	True
YIL016W	True	False
YIL017C	True	False
YIL018W	True	True
YIL019W	True	True
YIL020C	True	False
YIL021C-A	True	False
YIL021W	True	False
YIL022W	True	True
YIL023C	True	True
YIL024C	True	True
YIL025C	True	True
YIL026C	True	True
YIL027C	True	False
YIL028W	True	False
YIL029C	True	True
YIL031W	True	False
YIL032C	True	True
YIL033C	True	True
YIL034C	True	False
YIL035C	True	False
YIL036W	True	False
YIL038C	False	True
YIL039W	True	True
YIL040W	True	False
YIL042C	True	True
YIL043C	True	True
YIL044C	True	True
YIL045W	True	True
YIL046W	True	True
YIL048W	True	False
YIL049W	True	True
YIL050W	True	False
YIL051C	True	True
YIL052C	True	False
YIL053W	True	True
YIL054W	True	True
YIL055C	True	False
YIL056W	True	True
YIL057C	True	False
YIL058W	True	True
YIL059C	True	True
YIL060W	True	True
YIL061C	True	False
YIL062C	False	True
YIL063C	True	True
YIL064W	True	False
YIL065C	True	True
YIL068C	True	True
YIL069C	True	True
YIL070C	True	False
YIL071C	True	False
YIL072W	True	True
YIL073C	True	False
YIL074C	True	True
YIL076W	True	True
YIL077C	True	True
YIL078W	True	True
YIL079C	True	True
YIL082W-A	True	True
YIL083C	True	True
YIL084C	True	True
YIL085C	True	True
YIL086C	True	True
YIL087C	True	True
YIL088C	True	True
YIL089W	True	False
YIL090W	True	True
YIL091C	True	False
YIL092W	True	True
YIL093C	True	False
YIL094C	True	False
YIL095W	True	True
YIL096C	True	True
YIL097W	True	True
YIL098C	True	True
YIL099W	True	True
YIL100W	False	True
YIL101C	True	True
YIL102C	True	True
YIL103W	True	True
YIL104C	True	False
YIL105C	True	True
YIL105W-A	True	True
YIL106W	True	False
YIL107C	True	True
YIL109C	True	True
YIL110W	True	True
YIL111W	False	True
YIL112W	True	True
YIL114C	True	True
YIL115C	True	True
YIL116W	True	True
YIL117C	True	True
YIL118W	True	False
YIL119C	True	False
YIL120W	True	True
YIL121W	True	True
YIL122W	True	True
YIL124W	True	True
YIL125W	False	True
YIL127C	True	False
YIL128W	True	True
YIL132C	True	False
YIL133C	True	True
YIL134W	True	True
YIL135C	True	False
YIL136W	True	True
YIL137C	True	False
YIL138C	True	False
YIL139C	True	False
YIL141W	True	False
YIL143C	True	False
YIL144W	True	True
YIL145C	True	True
YIL146C	True	False
YIL150C	True	True
YIL151C	True	True
YIL152W	True	True
YIL153W	True	True
YIL155C	True	True
YIL156W	True	False
YIL157C	True	True
YIL158W	True	True
YIL159W	False	True
YIL160C	True	True
YIL161W	True	False
YIL162W	True	True
YIL163C	True	False
YIL164C	True	True
YIL165C	True	True
YIL167W	True	False
YIL168W	True	True
YIL171W	True	True
YIL173W	False	True
YIR001C	True	True
YIR003W	True	True
YIR004W	True	True
YIR005W	True	True
YIR007W	False	True
YIR008C	True	True
YIR009W	True	True
YIR010W	True	False
YIR011C	True	True
YIR012W	True	True
YIR013C	True	True
YIR014W	True	True
YIR015W	True	True
YIR016W	False	True
YIR017C	True	True
YIR020C	True	False
YIR020W-B	True	True
YIR021W	True	False
YIR022W	True	True
YIR023W	True	False
YIR024C	True	True
YIR025W	True	True
YIR026C	True	True
YIR027C	True	True
YIR028W	True	True
YIR029W	True	True
YIR030C	True	True
YIR031C	True	True
YIR032C	True	True
YIR033W	True	False
YIR034C	True	True
YIR035C	True	True
YIR036C	True	True
YIR037W	True	True
YIR038C	True	True
YIR039C	True	False
YIR041W	True	True
YIR042C	True	False
YIR043C	True	True
YIR044C	True	True
YJL001W	True	True
YJL002C	True	True
YJL003W	False	True
YJL004C	True	True
YJL006C	True	True
YJL007C	True	True
YJL009W	True	True
YJL010C	True	True
YJL011C	True	True
YJL012C-A	True	True
YJL013C	True	True
YJL014W	True	False
YJL016W	True	True
YJL019W	True	True
YJL020C	True	True
YJL020W-A	True	True
YJL024C	True	False
YJL025W	True	True
YJL026C-A	True	True
YJL026W	True	True
YJL027C	True	True
YJL028W	True	True
YJL029C	True	True
YJL030W	True	True
YJL031C	True	True
YJL032W	True	True
YJL033W	True	False
YJL035C	True	False
YJL036W	True	False
YJL037W	True	True
YJL038C	True	True
YJL041W	True	True
YJL042W	True	False
YJL043W	False	True
YJL044C	True	True
YJL046W	False	True
YJL047C	True	False
YJL048C	True	True
YJL049W	True	True
YJL050W	True	True
YJL051W	True	True
YJL052C-A	True	True
YJL052W	True	True
YJL053W	True	True
YJL054W	True	True
YJL055W	True	False
YJL057C	True	False
YJL058C	True	True
YJL059W	True	True
YJL060W	True	True
YJL061W	True	True
YJL062W	True	True
YJL062W-A	True	True
YJL063C	True	True
YJL064W	True	True
YJL065C	True	False
YJL066C	True	False
YJL067W	True	True
YJL068C	True	True
YJL069C	True	False
YJL070C	True	False
YJL071W	True	True
YJL072C	True	False
YJL073W	True	True
YJL074C	True	False
YJL075C	True	True
YJL076W	True	True
YJL077C	True	True
YJL077W-A	True	True
YJL077W-B	True	True
YJL078C	True	True
YJL079C	True	False
YJL081C	True	True
YJL082W	False	True
YJL083W	True	True
YJL085W	True	True
YJL086C	True	True
YJL087C	True	True
YJL088W	True	False
YJL089W	True	False
YJL090C	True	True
YJL092W	True	True
YJL093C	True	True
YJL094C	True	True
YJL095W	True	False
YJL096W	True	False
YJL097W	True	True
YJL098W	True	False
YJL099W	True	False
YJL100W	True	False
YJL101C	True	True
YJL102W	True	True
YJL103C	True	False
YJL104W	True	True
YJL105W	True	False
YJL106W	True	True
YJL107C	True	True
YJL108C	True	True
YJL109C	True	True
YJL110C	True	True
YJL111W	True	False
YJL112W	True	False
YJL115W	True	True
YJL116C	True	False
YJL117W	True	True
YJL118W	True	True
YJL119C	True	True
YJL120W	True	True
YJL121C	True	True
YJL122W	True	True
YJL123C	True	False
YJL124C	True	True
YJL125C	True	True
YJL127C	True	False
YJL127W-A	True	True
YJL128C	True	True
YJL129C	True	False
YJL131C	True	True
YJL132W	False	True
YJL133W	True	True
YJL134W	True	True
YJL135W	True	True
YJL137C	True	True
YJL138C	True	False
YJL139C	True	True
YJL140W	True	False
YJL142C	True	True
YJL143W	True	True
YJL144W	True	True
YJL145W	True	True
YJL146W	True	False
YJL147C	True	True
YJL148W	True	False
YJL149W	False	True
YJL150W	True	False
YJL151C	True	False
YJL152W	True	True
YJL153C	True	True
YJL155C	True	True
YJL156C	True	False
YJL156W-A	True	True
YJL157C	True	False
YJL158C	True	False
YJL159W	True	True
YJL161W	True	False
YJL163C	True	False
YJL165C	True	True
YJL166W	True	True
YJL167W	True	True
YJL170C	True	False
YJL172W	True	True
YJL173C	True	True
YJL174W	False	True
YJL175W	True	True
YJL176C	True	False
YJL177W	True	True
YJL178C	True	True
YJL179W	True	True
YJL180C	True	True
YJL181W	True	False
