orf_name_a	gene_name_a	orf_name_b	gene_name_b	in_I3D-exp-24	in_Lit-BM-24	in_Y2H-union-08
YLR175W	CBF5	YNL142W	MEP2	False	True	False
YLR178C	TFS1	YOL081W	IRA2	False	True	False
YLR185W	RPL37A	YMR116C	ASC1	False	True	False
YLR190W	MMR1	YLR190W	MMR1	False	True	False
YLR190W	MMR1	YMR117C	SPC24	False	True	False
YLR191W	PEX13	YML035C	AMD1	False	True	False
YLR191W	PEX13	YMR026C	PEX12	False	True	False
YLR191W	PEX13	YNL094W	APP1	False	True	False
YLR191W	PEX13	YNL152W	INN1	False	True	False
YLR191W	PEX13	YNL214W	PEX17	False	True	False
YLR191W	PEX13	YOL044W	PEX15	False	True	False
YLR191W	PEX13	YOR181W	LAS17	False	True	False
YLR192C	HCR1	YOR361C	PRT1	False	True	False
YLR196W	PWP1	YOL077C	BRX1	False	True	False
YLR197W	NOP56	YMR229C	RRP5	False	True	False
YLR200W	YKE2	YNL153C	GIM3	False	True	False
YLR200W	YKE2	YPL174C	NIP100	False	True	False
YLR206W	ENT2	YNL084C	END3	False	True	False
YLR206W	ENT2	YOR127W	RGA1	False	True	False
YLR206W	ENT2	YPL115C	BEM3	False	True	False
YLR207W	HRD3	YMR297W	PRC1	False	True	False
YLR211C	ATG38	YLR240W	VPS34	False	True	False
YLR216C	CPR6	YNL330C	RPD3	False	True	False
YLR216C	CPR6	YPL240C	HSP82	False	True	False
YLR223C	IFH1	YOR039W	CKB2	False	True	False
YLR223C	IFH1	YOR061W	CKA2	False	True	False
YLR223C	IFH1	YPR104C	FHL1	False	True	False
YLR226W	BUR2	YPR161C	SGV1	False	True	False
YLR229C	CDC42	YNL271C	BNI1	False	True	False
YLR229C	CDC42	YNL298W	CLA4	False	True	False
YLR229C	CDC42	YOL113W	SKM1	False	True	False
YLR229C	CDC42	YOR127W	RGA1	False	True	False
YLR229C	CDC42	YPL115C	BEM3	False	True	False
YLR229C	CDC42	YPL158C	AIM44	False	True	False
YLR229C	CDC42	YPL161C	BEM4	False	True	False
YLR229C	CDC42	YPL242C	IQG1	False	True	False
YLR234W	TOP3	YMR190C	SGS1	False	True	False
YLR238W	FAR10	YMR052W	FAR3	False	True	False
YLR240W	VPS34	YPL120W	VPS30	False	True	False
YLR244C	MAP1	YNR029C		False	True	True
YLR248W	RCK2	YMR243C	ZRC1	False	True	False
YLR248W	RCK2	YOR018W	ROD1	False	True	False
YLR254C	NDL1	YLR314C	CDC3	False	True	False
YLR254C	NDL1	YNL103W	MET4	False	True	False
YLR254C	NDL1	YOR269W	PAC1	False	True	True
YLR256W	HAP1	YPL240C	HSP82	False	True	False
YLR259C	HSP60	YOR374W	ALD4	False	True	False
YLR259C	HSP60	YPL240C	HSP82	False	True	False
YLR262C	YPT6	YNL044W	YIP3	False	True	False
YLR263W	RED1	YLR263W	RED1	False	True	False
YLR263W	RED1	YOR351C	MEK1	False	True	False
YLR263W	RED1	YPL194W	DDC1	False	True	False
YLR265C	NEJ1	YLR265C	NEJ1	False	True	False
YLR265C	NEJ1	YMR224C	MRE11	False	True	False
YLR268W	SEC22	YMR183C	SSO2	False	True	False
YLR268W	SEC22	YOR106W	VAM3	False	True	False
YLR268W	SEC22	YPL232W	SSO1	False	True	False
YLR268W	SEC22	YPR181C	SEC23	False	True	False
YLR270W	DCS1	YOR173W	DCS2	False	True	False
YLR276C	DBP9	YMR229C	RRP5	False	True	False
YLR287C-A	RPS30A	YMR116C	ASC1	False	True	False
YLR291C	GCD7	YOR260W	GCD1	False	True	False
YLR291C	GCD7	YPL070W	MUK1	False	True	True
YLR292C	SEC72	YLR292C	SEC72	False	True	False
YLR292C	SEC72	YLR301W	HRI1	False	True	False
YLR293C	GSP1	YLR335W	NUP2	False	True	False
YLR293C	GSP1	YLR347C	KAP95	False	True	False
YLR293C	GSP1	YOR160W	MTR10	False	True	True
YLR293C	GSP1	YPL125W	KAP120	False	True	True
YLR304C	ACO1	YLR304C	ACO1	False	True	False
YLR304C	ACO1	YMR072W	ABF2	False	True	False
YLR304C	ACO1	YOR187W	TUF1	False	True	False
YLR304C	ACO1	YOR374W	ALD4	False	True	False
YLR309C	IMH1	YLR309C	IMH1	False	True	False
YLR309C	IMH1	YOR216C	RUD3	False	True	False
YLR310C	CDC25	YLR310C	CDC25	False	True	False
YLR310C	CDC25	YNL098C	RAS2	False	True	False
YLR310C	CDC25	YOR101W	RAS1	False	True	False
YLR312C	ATG39	YPR049C	ATG11	False	True	False
YLR313C	SPH1	YLR362W	STE11	False	True	False
YLR314C	CDC3	YMR055C	BUB2	False	True	False
YLR314C	CDC3	YNL166C	BNI5	False	True	False
YLR314C	CDC3	YOR156C	NFI1	False	True	False
YLR314C	CDC3	YOR191W	ULS1	False	True	False
YLR315W	NKP2	YPL018W	CTF19	False	True	False
YLR315W	NKP2	YPR046W	MCM16	False	True	False
YLR319C	BUD6	YMR124W	EPO1	False	True	False
YLR319C	BUD6	YNL271C	BNI1	False	True	False
YLR319C	BUD6	YOR304C-A	BIL1	False	True	False
YLR320W	MMS22	YPR135W	CTF4	False	True	False
YLR324W	PEX30	YLR324W	PEX30	False	True	True
YLR324W	PEX30	YMR204C	INP1	False	True	False
YLR325C	RPL38	YMR116C	ASC1	False	True	False
YLR328W	NMA1	YLR328W	NMA1	False	True	True
YLR329W	REC102	YMR133W	REC114	False	True	False
YLR332W	MID2	YLR429W	CRN1	False	True	False
YLR332W	MID2	YMR183C	SSO2	False	True	False
YLR332W	MID2	YNL098C	RAS2	False	True	False
YLR332W	MID2	YOL109W	ZEO1	False	True	False
YLR335W	NUP2	YLR347C	KAP95	False	True	False
YLR336C	SGD1	YNL132W	KRE33	False	True	False
YLR336C	SGD1	YOR287C	RRP36	False	True	False
YLR336C	SGD1	YPL268W	PLC1	False	True	False
YLR336C	SGD1	YPR137W	RRP9	False	True	False
YLR336C	SGD1	YPR144C	NOC4	False	True	False
YLR337C	VRP1	YMR032W	HOF1	False	True	False
YLR337C	VRP1	YMR109W	MYO5	False	True	False
YLR337C	VRP1	YNL243W	SLA2	False	True	False
YLR337C	VRP1	YOR181W	LAS17	False	True	False
YLR340W	RPP0	YMR116C	ASC1	False	True	False
YLR340W	RPP0	YOL039W	RPP2A	False	True	False
YLR344W	RPL26A	YMR116C	ASC1	False	True	False
YLR347C	KAP95	YMR047C	NUP116	False	True	False
YLR347C	KAP95	YNL189W	SRP1	False	True	False
YLR350W	ORM2	YLR350W	ORM2	False	True	False
YLR350W	ORM2	YOL075C		False	True	False
YLR350W	ORM2	YOR153W	PDR5	False	True	False
YLR350W	ORM2	YOR328W	PDR10	False	True	False
YLR355C	ILV5	YMR108W	ILV2	False	True	False
YLR357W	RSC2	YMR224C	MRE11	False	True	False
YLR357W	RSC2	YOR119C	RIO1	False	True	False
YLR362W	STE11	YPL161C	BEM4	False	True	False
YLR362W	STE11	YPL240C	HSP82	False	True	False
YLR368W	MDM30	YMR035W	IMP2	False	True	False
YLR369W	SSQ1	YOR232W	MGE1	False	True	False
YLR369W	SSQ1	YPL135W	ISU1	False	True	False
YLR371W	ROM2	YPR165W	RHO1	False	True	False
YLR372W	ELO3	YLR378C	SEC61	False	True	False
YLR372W	ELO3	YML048W	GSF2	False	True	False
YLR372W	ELO3	YML075C	HMG1	False	True	False
YLR372W	ELO3	YMR149W	SWP1	False	True	False
YLR378C	SEC61	YML019W	OST6	False	True	False
YLR378C	SEC61	YMR149W	SWP1	False	True	False
YLR378C	SEC61	YOR085W	OST3	False	True	False
YLR378C	SEC61	YOR103C	OST2	False	True	False
YLR384C	IKI3	YNL272C	SEC2	False	True	False
YLR386W	VAC14	YLR386W	VAC14	False	True	True
YLR386W	VAC14	YNL054W	VAC7	False	True	False
YLR386W	VAC14	YNL325C	FIG4	False	True	False
YLR388W	RPS29A	YMR116C	ASC1	False	True	False
YLR396C	VPS33	YML001W	YPT7	False	True	False
YLR396C	VPS33	YMR231W	PEP5	False	True	False
YLR397C	AFG2	YMR047C	NUP116	False	True	False
YLR398C	SKI2	YNL178W	RPS3	False	True	False
YLR398C	SKI2	YOR293W	RPS10A	False	True	False
YLR399C	BDF1	YMR227C	TAF7	False	True	True
YLR399C	BDF1	YNL107W	YAF9	False	True	False
YLR409C	UTP21	YMR229C	RRP5	False	True	False
YLR413W	INA1	YLR413W	INA1	False	True	False
YLR417W	VPS36	YMR077C	VPS20	False	True	True
YLR417W	VPS36	YPL240C	HSP82	False	True	False
YLR418C	CDC73	YLR418C	CDC73	False	True	False
YLR418C	CDC73	YML010W	SPT5	False	True	False
YLR418C	CDC73	YOL051W	GAL11	False	True	False
YLR418C	CDC73	YPR086W	SUA7	False	True	False
YLR423C	ATG17	YPL166W	ATG29	False	True	False
YLR423C	ATG17	YPR049C	ATG11	False	True	False
YLR423C	ATG17	YPR105C	COG4	False	True	False
YLR423C	ATG17	YPR185W	ATG13	False	True	False
YLR424W	SPP382	YLR424W	SPP382	False	True	False
YLR424W	SPP382	YMR213W	CEF1	False	True	False
YLR424W	SPP382	YNL224C	SQS1	False	True	False
YLR429W	CRN1	YLR429W	CRN1	False	True	False
YLR429W	CRN1	YNL094W	APP1	False	True	False
YLR429W	CRN1	YPL032C	SVL3	False	True	False
YLR430W	SEN1	YMR239C	RNT1	False	True	False
YLR430W	SEN1	YPL190C	NAB3	False	True	False
YLR431C	ATG23	YLR431C	ATG23	False	True	False
YLR432W	IMD3	YLR432W	IMD3	False	True	True
YLR432W	IMD3	YML056C	IMD4	False	True	True
YLR433C	CNA1	YNL047C	SLM2	False	True	True
YLR433C	CNA1	YOR324C	FRT1	False	True	False
YLR438C-A	LSM3	YMR080C	NAM7	False	True	False
YLR438C-A	LSM3	YNL147W	LSM7	False	True	True
YLR438W	CAR2	YPL240C	HSP82	False	True	False
YLR439W	MRPL4	YNL177C	MRPL22	False	True	False
YLR439W	MRPL4	YPL215W	CBP3	False	True	False
YLR441C	RPS1A	YML093W	UTP14	False	True	False
YLR441C	RPS1A	YMR116C	ASC1	False	True	False
YLR441C	RPS1A	YPL081W	RPS9A	False	True	False
YLR441C	RPS1A	YPL266W	DIM1	False	True	False
YLR442C	SIR3	YOR290C	SNF2	False	True	False
YLR449W	FPR4	YLR449W	FPR4	False	True	False
YLR449W	FPR4	YML074C	FPR3	False	True	False
YLR449W	FPR4	YNL186W	UBP10	False	True	False
YLR449W	FPR4	YOL041C	NOP12	False	True	False
YLR449W	FPR4	YPL146C	NOP53	False	True	False
YLR450W	HMG2	YML075C	HMG1	False	True	False
YLR450W	HMG2	YMR022W	UBC7	False	True	False
YLR453C	RIF2	YNL250W	RAD50	False	True	False
YLR457C	NBP1	YLR457C	NBP1	False	True	False
YLR457C	NBP1	YML031W	NDC1	False	True	False
YML001W	YPT7	YMR231W	PEP5	False	True	False
YML001W	YPT7	YNL263C	YIF1	False	True	False
YML001W	YPT7	YOR370C	MRS6	False	True	False
YML008C	ERG6	YML008C	ERG6	False	True	True
YML008C	ERG6	YMR109W	MYO5	False	True	False
YML010W	SPT5	YNL102W	POL1	False	True	False
YML010W	SPT5	YNL201C	PSY2	False	True	False
YML010W	SPT5	YOL145C	CTR9	False	True	False
YML012W	ERV25	YML067C	ERV41	False	True	False
YML013W	UBX2	YML013W	UBX2	False	True	False
YML015C	TAF11	YML098W	TAF13	False	True	True
YML016C	PPZ1	YMR311C	GLC8	False	True	False
YML017W	PSP2	YMR080C	NAM7	False	True	False
YML019W	OST6	YOR103C	OST2	False	True	False
YML023C	NSE5	YOR156C	NFI1	False	True	False
YML024W	RPS17A	YMR229C	RRP5	False	True	False
YML026C	RPS18B	YOL040C	RPS15	False	True	False
YML026C	RPS18B	YPL226W	NEW1	False	True	False
YML031W	NDC1	YMR129W	POM152	False	True	False
YML031W	NDC1	YMR153W	NUP53	False	True	True
YML031W	NDC1	YPL255W	BBP1	False	True	False
YML031W	NDC1	YPR028W	YOP1	False	True	False
YML032C	RAD52	YNL312W	RFA2	False	True	False
YML034W	SRC1	YML034W	SRC1	False	True	False
YML048W	GSF2	YML048W	GSF2	False	True	False
YML055W	SPC2	YOR254C	SEC63	False	True	False
YML056C	IMD4	YML056C	IMD4	False	True	False
YML057W	CMP2	YNL047C	SLM2	False	True	True
YML057W	CMP2	YOR324C	FRT1	False	True	False
YML058W	SML1	YML058W	SML1	False	True	False
YML058W	SML1	YMR100W	MUB1	False	True	False
YML058W	SML1	YOR346W	REV1	False	True	False
YML063W	RPS1B	YNL207W	RIO2	False	True	False
YML064C	TEM1	YML064C	TEM1	False	True	False
YML064C	TEM1	YOR373W	NUD1	False	True	False
YML064C	TEM1	YPL242C	IQG1	False	True	False
YML072C	TCB3	YNL087W	TCB2	False	True	False
YML073C	RPL6A	YMR116C	ASC1	False	True	False
YML074C	FPR3	YML074C	FPR3	False	True	False
YML074C	FPR3	YOL077C	BRX1	False	True	False
YML074C	FPR3	YPL146C	NOP53	False	True	False
YML075C	HMG1	YML075C	HMG1	False	True	False
YML078W	CPR3	YOR136W	IDH2	False	True	False
YML085C	TUB1	YNL148C	ALF1	False	True	False
YML085C	TUB1	YPL253C	VIK1	False	True	False
YML085C	TUB1	YPR141C	KAR3	False	True	False
YML092C	PRE8	YML092C	PRE8	False	True	False
YML092C	PRE8	YOR259C	RPT4	False	True	False
YML093W	UTP14	YMR128W	ECM16	False	True	False
YML093W	UTP14	YMR290C	HAS1	False	True	False
YML093W	UTP14	YNL132W	KRE33	False	True	False
YML093W	UTP14	YOR096W	RPS7A	False	True	False
YML093W	UTP14	YOR145C	PNO1	False	True	False
YML095C	RAD10	YOL090W	MSH2	False	True	False
YML095C	RAD10	YPL022W	RAD1	False	True	True
YML097C	VPS9	YOR089C	VPS21	False	True	False
YML098W	TAF13	YPR072W	NOT5	False	True	False
YML099C	ARG81	YMR042W	ARG80	False	True	False
YML099C	ARG81	YMR043W	MCM1	False	True	False
YML100W	TSL1	YML100W	TSL1	False	True	False
YML100W	TSL1	YMR261C	TPS3	False	True	False
YML102W	CAC2	YPR018W	RLF2	False	True	False
YML103C	NUP188	YMR047C	NUP116	False	True	False
YML103C	NUP188	YOR098C	NUP1	False	True	False
YML109W	ZDS2	YML109W	ZDS2	False	True	False
YML109W	ZDS2	YMR273C	ZDS1	False	True	False
YML109W	ZDS2	YNL271C	BNI1	False	True	False
YML109W	ZDS2	YNL298W	CLA4	False	True	False
YML109W	ZDS2	YPR165W	RHO1	False	True	False
YML114C	TAF8	YMR005W	TAF4	False	True	False
YML115C	VAN1	YPL050C	MNN9	False	True	False
YML121W	GTR1	YML121W	GTR1	False	True	True
YML121W	GTR1	YNL113W	RPC19	False	True	False
YML121W	GTR1	YPL160W	CDC60	False	True	False
YML121W	GTR1	YPL180W	TCO89	False	True	False
YML124C	TUB3	YNL148C	ALF1	False	True	False
YML125C	PGA3	YOR008C	SLG1	False	True	False
YMR001C	CDC5	YMR032W	HOF1	False	True	False
YMR001C	CDC5	YOR033C	EXO1	False	True	False
YMR001C	CDC5	YPL255W	BBP1	False	True	False
YMR005W	TAF4	YMR236W	TAF9	False	True	False
YMR005W	TAF4	YNL216W	RAP1	False	True	False
YMR005W	TAF4	YPL248C	GAL4	False	True	False
YMR018W	PEX9	YNL117W	MLS1	False	True	False
YMR021C	MAC1	YMR021C	MAC1	False	True	True
YMR022W	UBC7	YMR022W	UBC7	False	True	False
YMR022W	UBC7	YMR119W	ASI1	False	True	False
YMR022W	UBC7	YNL008C	ASI3	False	True	False
YMR026C	PEX12	YMR026C	PEX12	False	True	False
YMR028W	TAP42	YPR040W	TIP41	False	True	False
YMR029C	FAR8	YMR052W	FAR3	False	True	False
YMR032W	HOF1	YNL094W	APP1	False	True	False
YMR032W	HOF1	YNL152W	INN1	False	True	True
YMR032W	HOF1	YOL070C	NBA1	False	True	False
YMR032W	HOF1	YOR181W	LAS17	False	True	False
YMR032W	HOF1	YPL158C	AIM44	False	True	False
YMR032W	HOF1	YPL242C	IQG1	False	True	False
YMR037C	MSN2	YOL051W	GAL11	False	True	False
YMR042W	ARG80	YMR043W	MCM1	False	True	False
YMR047C	NUP116	YMR047C	NUP116	False	True	False
YMR047C	NUP116	YMR080C	NAM7	False	True	False
YMR047C	NUP116	YMR185W	RTP1	False	True	False
YMR047C	NUP116	YMR308C	PSE1	False	True	False
YMR047C	NUP116	YPL169C	MEX67	False	True	False
YMR049C	ERB1	YNL124W	NAF1	False	True	False
YMR049C	ERB1	YNR053C	NOG2	False	True	False
YMR049C	ERB1	YOR206W	NOC2	False	True	False
YMR052W	FAR3	YMR052W	FAR3	False	True	False
YMR052W	FAR3	YNL127W	FAR11	False	True	False
YMR055C	BUB2	YOR373W	NUD1	False	True	False
YMR060C	SAM37	YOR119C	RIO1	False	True	False
YMR061W	RNA14	YOL123W	HRP1	False	True	False
YMR072W	ABF2	YMR072W	ABF2	False	True	False
YMR077C	VPS20	YPL002C	SNF8	False	True	True
YMR077C	VPS20	YPL065W	VPS28	False	True	True
YMR077C	VPS20	YPL084W	BRO1	False	True	False
YMR080C	NAM7	YMR080C	NAM7	False	True	False
YMR080C	NAM7	YNL112W	DBP2	False	True	False
YMR080C	NAM7	YNL118C	DCP2	False	True	False
YMR080C	NAM7	YNL147W	LSM7	False	True	False
YMR080C	NAM7	YOL149W	DCP1	False	True	False
YMR080C	NAM7	YOR293W	RPS10A	False	True	False
YMR092C	AIP1	YNL138W	SRV2	False	True	False
YMR095C	SNO1	YMR096W	SNZ1	False	True	True
YMR104C	YPK2	YMR109W	MYO5	False	True	False
YMR104C	YPK2	YOL078W	AVO1	False	True	False
YMR109W	MYO5	YNL094W	APP1	False	True	False
YMR109W	MYO5	YNL298W	CLA4	False	True	False
YMR109W	MYO5	YOR035C	SHE4	False	True	False
YMR109W	MYO5	YOR181W	LAS17	False	True	False
YMR109W	MYO5	YOR247W	SRL1	False	True	False
YMR109W	MYO5	YOR389W		False	True	False
YMR116C	ASC1	YMR194W	RPL36A	False	True	False
YMR116C	ASC1	YMR242C	RPL20A	False	True	False
YMR116C	ASC1	YMR309C	NIP1	False	True	False
YMR116C	ASC1	YNL162W	RPL42A	False	True	False
YMR116C	ASC1	YNL301C	RPL18B	False	True	False
YMR116C	ASC1	YOL040C	RPS15	False	True	False
YMR116C	ASC1	YOL120C	RPL18A	False	True	False
YMR116C	ASC1	YOL121C	RPS19A	False	True	False
YMR116C	ASC1	YOL127W	RPL25	False	True	False
YMR116C	ASC1	YOR063W	RPL3	False	True	False
YMR116C	ASC1	YOR096W	RPS7A	False	True	False
YMR116C	ASC1	YOR167C	RPS28A	False	True	False
YMR116C	ASC1	YOR293W	RPS10A	False	True	False
YMR116C	ASC1	YOR369C	RPS12	False	True	False
YMR116C	ASC1	YPL081W	RPS9A	False	True	False
YMR116C	ASC1	YPL090C	RPS6A	False	True	False
YMR116C	ASC1	YPL131W	RPL5	False	True	False
YMR116C	ASC1	YPL143W	RPL33A	False	True	False
YMR116C	ASC1	YPL220W	RPL1A	False	True	False
YMR116C	ASC1	YPR043W	RPL43A	False	True	False
YMR116C	ASC1	YPR102C	RPL11A	False	True	False
YMR116C	ASC1	YPR132W	RPS23B	False	True	False
YMR117C	SPC24	YMR117C	SPC24	False	True	False
YMR117C	SPC24	YNL225C	CNM67	False	True	False
YMR127C	SAS2	YMR127C	SAS2	False	True	False
YMR127C	SAS2	YPR018W	RLF2	False	True	False
YMR131C	RRB1	YOR063W	RPL3	False	True	False
YMR133W	REC114	YMR133W	REC114	False	True	False
YMR138W	CIN4	YPL241C	CIN2	False	True	False
YMR147W		YMR148W	OSW5	False	True	False
YMR148W	OSW5	YNR070W	PDR18	False	True	False
YMR149W	SWP1	YMR149W	SWP1	False	True	False
YMR159C	ATG16	YOL082W	ATG19	False	True	False
YMR159C	ATG16	YPL100W	ATG21	False	True	False
YMR162C	DNF3	YNR048W		False	True	False
YMR167W	MLH1	YMR190C	SGS1	False	True	False
YMR183C	SSO2	YNR049C	MSO1	False	True	False
YMR183C	SSO2	YOR008C	SLG1	False	True	False
YMR183C	SSO2	YOR106W	VAM3	False	True	False
YMR186W	HSC82	YNL281W	HCH1	False	True	False
YMR186W	HSC82	YOR027W	STI1	False	True	False
YMR186W	HSC82	YPL020C	ULP1	False	True	False
YMR186W	HSC82	YPL240C	HSP82	False	True	False
YMR190C	SGS1	YMR224C	MRE11	False	True	False
YMR190C	SGS1	YOL034W	SMC5	False	True	False
YMR190C	SGS1	YPL153C	RAD53	False	True	False
YMR192W	GYL1	YPL249C	GYP5	False	True	False
YMR192W	GYL1	YPR154W	PIN3	False	True	False
YMR198W	CIK1	YPR141C	KAR3	False	True	False
YMR199W	CLN1	YPL031C	PHO85	False	True	False
YMR201C	RAD14	YOL090W	MSH2	False	True	False
YMR202W	ERG2	YMR202W	ERG2	False	True	False
YMR202W	ERG2	YNL280C	ERG24	False	True	False
YMR203W	TOM40	YNL055C	POR1	False	True	False
YMR204C	INP1	YNL214W	PEX17	False	True	False
YMR204C	INP1	YPL112C	PEX25	False	True	False
YMR216C	SKY1	YOR119C	RIO1	False	True	False
YMR224C	MRE11	YMR224C	MRE11	False	True	False
YMR224C	MRE11	YNL250W	RAD50	False	True	False
YMR224C	MRE11	YOR156C	NFI1	False	True	False
YMR229C	RRP5	YNL132W	KRE33	False	True	False
YMR229C	RRP5	YOL077C	BRX1	False	True	False
YMR229C	RRP5	YOL121C	RPS19A	False	True	False
YMR229C	RRP5	YOR096W	RPS7A	False	True	False
YMR229C	RRP5	YOR206W	NOC2	False	True	False
YMR229C	RRP5	YOR287C	RRP36	False	True	False
YMR229C	RRP5	YOR310C	NOP58	False	True	False
YMR229C	RRP5	YOR341W	RPA190	False	True	False
YMR229C	RRP5	YPL012W	RRP12	False	True	False
YMR229C	RRP5	YPL217C	BMS1	False	True	False
YMR229C	RRP5	YPR010C	RPA135	False	True	False
YMR229C	RRP5	YPR137W	RRP9	False	True	False
YMR231W	PEP5	YMR231W	PEP5	False	True	False
YMR231W	PEP5	YPL045W	VPS16	False	True	False
YMR238W	DFG5	YMR238W	DFG5	False	True	False
YMR243C	ZRC1	YMR243C	ZRC1	False	True	False
YMR243C	ZRC1	YNR070W	PDR18	False	True	False
YMR255W	GFD1	YMR255W	GFD1	False	True	False
YMR255W	GFD1	YMR273C	ZDS1	False	True	False
YMR255W	GFD1	YOR046C	DBP5	False	True	False
YMR261C	TPS3	YMR261C	TPS3	False	True	False
YMR263W	SAP30	YPL240C	HSP82	False	True	False
YMR273C	ZDS1	YOR046C	DBP5	False	True	False
YMR273C	ZDS1	YPR165W	RHO1	False	True	False
YMR280C	CAT8	YMR280C	CAT8	False	True	False
YMR288W	HSH155	YNL245C	CWC25	False	True	False
YMR288W	HSH155	YNL286W	CUS2	False	True	True
YMR288W	HSH155	YNR011C	PRP2	False	True	False
YMR290C	HAS1	YMR290C	HAS1	False	True	False
YMR290C	HAS1	YNL002C	RLP7	False	True	False
YMR290C	HAS1	YNL110C	NOP15	False	True	False
YMR290C	HAS1	YNL224C	SQS1	False	True	False
YMR290C	HAS1	YNR053C	NOG2	False	True	False
YMR290C	HAS1	YNR054C	ESF2	False	True	False
YMR290C	HAS1	YOR206W	NOC2	False	True	False
YMR290C	HAS1	YOR287C	RRP36	False	True	False
YMR290C	HAS1	YPL043W	NOP4	False	True	False
YMR293C	HER2	YOR299W	BUD7	False	True	False
YMR294W	JNM1	YOL069W	NUF2	False	True	True
YMR297W	PRC1	YMR297W	PRC1	False	True	False
YMR297W	PRC1	YOL013C	HRD1	False	True	False
YMR298W	LIP1	YPL006W	NCR1	False	True	False
YMR304W	UBP15	YNL329C	PEX6	False	True	False
YMR308C	PSE1	YOR098C	NUP1	False	True	False
YMR309C	NIP1	YNL244C	SUI1	False	True	True
YMR309C	NIP1	YPL237W	SUI3	False	True	False
YMR309C	NIP1	YPR041W	TIF5	False	True	False
YMR314W	PRE5	YMR314W	PRE5	False	True	False
YMR314W	PRE5	YOR261C	RPN8	False	True	False
YNL002C	RLP7	YNR038W	DBP6	False	True	False
YNL002C	RLP7	YOR206W	NOC2	False	True	False
YNL002C	RLP7	YOR294W	RRS1	False	True	False
YNL002C	RLP7	YPL012W	RRP12	False	True	False
YNL002C	RLP7	YPL093W	NOG1	False	True	False
YNL007C	SIS1	YPL240C	HSP82	False	True	False
YNL020C	ARK1	YNL243W	SLA2	False	True	False
YNL021W	HDA1	YOL004W	SIN3	False	True	False
YNL023C	FAP1	YNL135C	FPR1	False	True	False
YNL025C	SSN8	YPL248C	GAL4	False	True	False
YNL026W	SAM50	YNL131W	TOM22	False	True	False
YNL041C	COG6	YPR105C	COG4	False	True	False
YNL044W	YIP3	YNL304W	YPT11	False	True	False
YNL049C	SFB2	YPR181C	SEC23	False	True	True
YNL051W	COG5	YNL051W	COG5	False	True	False
YNL051W	COG5	YPR105C	COG4	False	True	False
YNL052W	COX5A	YNL055C	POR1	False	True	False
YNL052W	COX5A	YOR065W	CYT1	False	True	False
YNL055C	POR1	YPR191W	QCR2	False	True	False
YNL064C	YDJ1	YPL240C	HSP82	False	True	False
YNL068C	FKH2	YOR372C	NDD1	False	True	False
YNL077W	APJ1	YPR162C	ORC4	False	True	False
YNL078W	NIS1	YOR127W	RGA1	False	True	False
YNL078W	NIS1	YPL158C	AIM44	False	True	False
YNL082W	PMS1	YOL090W	MSH2	False	True	False
YNL084C	END3	YNL103W	MET4	False	True	False
YNL084C	END3	YNL243W	SLA2	False	True	False
YNL084C	END3	YOR198C	BFR1	False	True	False
YNL084C	END3	YOR329C	SCD5	False	True	False
YNL086W	SNN1	YOR069W	VPS5	False	True	False
YNL087W	TCB2	YOR086C	TCB1	False	True	False
YNL088W	TOP2	YOR191W	ULS1	False	True	False
YNL090W	RHO2	YPL161C	BEM4	False	True	False
YNL093W	YPT53	YNL263C	YIF1	False	True	False
YNL093W	YPT53	YOR089C	VPS21	False	True	False
YNL094W	APP1	YNL243W	SLA2	False	True	False
YNL094W	APP1	YPR154W	PIN3	False	True	False
YNL096C	RPS7B	YPL240C	HSP82	False	True	False
YNL098C	RAS2	YOR008C	SLG1	False	True	False
YNL102W	POL1	YPL153C	RAD53	False	True	False
YNL103W	MET4	YNL103W	MET4	False	True	False
YNL103W	MET4	YNL272C	SEC2	False	True	False
YNL103W	MET4	YPL038W	MET31	False	True	False
YNL104C	LEU4	YOR108W	LEU9	False	True	True
YNL106C	INP52	YPR171W	BSP1	False	True	False
YNL110C	NOP15	YOR206W	NOC2	False	True	False
YNL111C	CYB5	YPL006W	NCR1	False	True	False
YNL116W	DMA2	YNL116W	DMA2	False	True	False
YNL118C	DCP2	YPR129W	SCD6	False	True	False
YNL121C	TOM70	YNL131W	TOM22	False	True	False
YNL121C	TOM70	YOR008C	SLG1	False	True	False
YNL123W	NMA111	YOR317W	FAA1	False	True	False
YNL131W	TOM22	YNR017W	TIM23	False	True	False
YNL138W	SRV2	YOR122C	PFY1	False	True	False
YNL142W	MEP2	YOR332W	VMA4	False	True	False
YNL147W	LSM7	YPR178W	PRP4	False	True	False
YNL154C	YCK2	YNL154C	YCK2	False	True	False
YNL156C	NSG2	YOR011W	AUS1	False	True	False
YNL161W	CBK1	YNL161W	CBK1	False	True	False
YNL161W	CBK1	YNL272C	SEC2	False	True	False
YNL161W	CBK1	YOL036W		False	True	False
YNL162W	RPL42A	YPL240C	HSP82	False	True	False
YNL162W	RPL42A	YPR102C	RPL11A	False	True	False
YNL175C	NOP13	YPL043W	NOP4	False	True	False
YNL188W	KAR1	YOR257W	CDC31	False	True	False
YNL197C	WHI3	YNL197C	WHI3	False	True	False
YNL199C	GCR2	YPL075W	GCR1	False	True	False
YNL201C	PSY2	YPL153C	RAD53	False	True	False
YNL207W	RIO2	YOR056C	NOB1	False	True	False
