orf_name_a	gene_name_a	orf_name_b	gene_name_b	n_publications	n_methods	n_evidence	category
YAL005C	SSA1	YBR110W	ALG1	1	1	1	Lit-NB
YAL005C	SSA1	YBR112C	CYC8	1	1	1	Lit-NB
YAL005C	SSA1	YBR114W	RAD16	1	1	1	Lit-NB
YAL005C	SSA1	YBR115C	LYS2	1	1	1	Lit-NB
YAL005C	SSA1	YBR123C	TFC1	1	1	1	Lit-NB
YAL005C	SSA1	YBR125C	PTC4	1	1	1	Lit-NB
YAL005C	SSA1	YBR126C	TPS1	2	2	2	Lit-NB
YAL005C	SSA1	YBR127C	VMA2	2	2	2	Lit-NB
YAL005C	SSA1	YBR128C	ATG14	1	1	1	Lit-NB
YAL005C	SSA1	YBR130C	SHE3	1	1	1	Lit-NB
YAL005C	SSA1	YBR133C	HSL7	2	2	2	Lit-NB
YAL005C	SSA1	YBR135W	CKS1	1	1	1	Lit-NB
YAL005C	SSA1	YBR136W	MEC1	1	1	1	Lit-NB
YAL005C	SSA1	YBR138C		1	1	1	Lit-NB
YAL005C	SSA1	YBR139W		1	1	1	Lit-NB
YAL005C	SSA1	YBR142W	MAK5	1	1	1	Lit-NB
YAL005C	SSA1	YBR143C	SUP45	2	2	2	Lit-NB
YAL005C	SSA1	YBR148W	YSW1	1	1	1	Lit-NB
YAL005C	SSA1	YBR149W	ARA1	1	1	1	Lit-NB
YAL005C	SSA1	YBR150C	TBS1	1	1	1	Lit-NB
YAL005C	SSA1	YBR152W	SPP381	1	1	1	Lit-NB
YAL005C	SSA1	YBR155W	CNS1	2	2	2	Lit-NB
YAL005C	SSA1	YBR156C	SLI15	1	1	1	Lit-NB
YAL005C	SSA1	YBR158W	AMN1	1	1	1	Lit-NB
YAL005C	SSA1	YBR159W	IFA38	1	1	1	Lit-NB
YAL005C	SSA1	YBR160W	CDC28	2	2	2	Lit-NB
YAL005C	SSA1	YBR162C	TOS1	1	1	1	Lit-NB
YAL005C	SSA1	YBR164C	ARL1	1	1	1	Lit-NB
YAL005C	SSA1	YBR166C	TYR1	1	1	1	Lit-NB
YAL005C	SSA1	YBR169C	SSE2	4	3	4	Lit-NB
YAL005C	SSA1	YBR172C	SMY2	1	1	1	Lit-NB
YAL005C	SSA1	YBR175W	SWD3	1	1	1	Lit-NB
YAL005C	SSA1	YBR177C	EHT1	1	1	1	Lit-NB
YAL005C	SSA1	YBR184W		1	1	1	Lit-NB
YAL005C	SSA1	YBR185C	MBA1	1	1	1	Lit-NB
YAL005C	SSA1	YBR187W	GDT1	1	1	1	Lit-NB
YAL005C	SSA1	YBR189W	RPS9B	1	1	1	Lit-NB
YAL005C	SSA1	YBR193C	MED8	1	1	1	Lit-NB
YAL005C	SSA1	YBR194W	AIM4	1	1	1	Lit-NB
YAL005C	SSA1	YBR195C	MSI1	1	1	1	Lit-NB
YAL005C	SSA1	YBR196C	PGI1	3	3	3	Lit-NB
YAL005C	SSA1	YBR197C		1	1	1	Lit-NB
YAL005C	SSA1	YBR198C	TAF5	2	1	2	Lit-NB
YAL005C	SSA1	YBR207W	FTH1	1	1	1	Lit-NB
YAL005C	SSA1	YBR211C	AME1	1	1	1	Lit-NB
YAL005C	SSA1	YBR212W	NGR1	2	2	2	Lit-NB
YAL005C	SSA1	YBR214W	SDS24	1	1	1	Lit-NB
YAL005C	SSA1	YBR215W	HPC2	1	1	1	Lit-NB
YAL005C	SSA1	YBR217W	ATG12	1	1	1	Lit-NB
YAL005C	SSA1	YBR218C	PYC2	1	1	1	Lit-NB
YAL005C	SSA1	YBR221C	PDB1	1	1	1	Lit-NB
YAL005C	SSA1	YBR223C	TDP1	1	1	1	Lit-NB
YAL005C	SSA1	YBR227C	MCX1	1	1	1	Lit-NB
YAL005C	SSA1	YBR229C	ROT2	1	1	1	Lit-NB
YAL005C	SSA1	YBR230C	OM14	1	1	1	Lit-NB
YAL005C	SSA1	YBR231C	SWC5	1	1	1	Lit-NB
YAL005C	SSA1	YBR234C	ARC40	1	1	1	Lit-NB
YAL005C	SSA1	YBR237W	PRP5	1	1	1	Lit-NB
YAL005C	SSA1	YBR238C		1	1	1	Lit-NB
YAL005C	SSA1	YBR241C		1	1	1	Lit-NB
YAL005C	SSA1	YBR245C	ISW1	1	1	1	Lit-NB
YAL005C	SSA1	YBR247C	ENP1	1	1	1	Lit-NB
YAL005C	SSA1	YBR249C	ARO4	1	1	1	Lit-NB
YAL005C	SSA1	YBR250W	SPO23	1	1	1	Lit-NB
YAL005C	SSA1	YBR251W	MRPS5	1	1	1	Lit-NB
YAL005C	SSA1	YBR253W	SRB6	1	1	1	Lit-NB
YAL005C	SSA1	YBR255W	MTC4	1	1	1	Lit-NB
YAL005C	SSA1	YBR260C	RGD1	1	1	1	Lit-NB
YAL005C	SSA1	YBR263W	SHM1	1	1	1	Lit-NB
YAL005C	SSA1	YBR265W	TSC10	1	1	1	Lit-NB
YAL005C	SSA1	YBR267W	REI1	1	1	1	Lit-NB
YAL005C	SSA1	YBR272C	HSM3	1	1	1	Lit-NB
YAL005C	SSA1	YBR274W	CHK1	1	1	1	Lit-NB
YAL005C	SSA1	YBR275C	RIF1	1	1	1	Lit-NB
YAL005C	SSA1	YBR276C	PPS1	1	1	1	Lit-NB
YAL005C	SSA1	YBR279W	PAF1	1	1	1	Lit-NB
YAL005C	SSA1	YBR281C	DUG2	1	1	1	Lit-NB
YAL005C	SSA1	YBR284W		1	1	1	Lit-NB
YAL005C	SSA1	YBR286W	APE3	1	1	1	Lit-NB
YAL005C	SSA1	YBR287W		1	1	1	Lit-NB
YAL005C	SSA1	YBR288C	APM3	1	1	1	Lit-NB
YAL005C	SSA1	YBR290W	BSD2	2	2	2	Lit-NB
YAL005C	SSA1	YBR295W	PCA1	1	1	1	Lit-NB
YAL005C	SSA1	YBR299W	MAL32	1	1	1	Lit-NB
YAL005C	SSA1	YCL009C	ILV6	2	2	2	Lit-NB
YAL005C	SSA1	YCL011C	GBP2	2	2	2	Lit-NB
YAL005C	SSA1	YCL014W	BUD3	1	1	1	Lit-NB
YAL005C	SSA1	YCL016C	DCC1	1	1	1	Lit-NB
YAL005C	SSA1	YCL017C	NFS1	1	1	1	Lit-NB
YAL005C	SSA1	YCL024W	KCC4	1	1	1	Lit-NB
YAL005C	SSA1	YCL025C	AGP1	1	1	1	Lit-NB
YAL005C	SSA1	YCL027W	FUS1	1	1	1	Lit-NB
YAL005C	SSA1	YCL028W	RNQ1	1	1	1	Lit-BS
YAL005C	SSA1	YCL029C	BIK1	1	1	1	Lit-NB
YAL005C	SSA1	YCL030C	HIS4	1	1	1	Lit-NB
YAL005C	SSA1	YCL031C	RRP7	1	1	1	Lit-NB
YAL005C	SSA1	YCL032W	STE50	1	1	1	Lit-NB
YAL005C	SSA1	YCL035C	GRX1	1	1	1	Lit-NB
YAL005C	SSA1	YCL037C	SRO9	1	1	1	Lit-NB
YAL005C	SSA1	YCL040W	GLK1	1	1	1	Lit-NB
YAL005C	SSA1	YCL043C	PDI1	1	1	1	Lit-NB
YAL005C	SSA1	YCL044C	MGR1	1	1	1	Lit-NB
YAL005C	SSA1	YCL050C	APA1	1	1	1	Lit-NB
YAL005C	SSA1	YCL051W	LRE1	1	1	1	Lit-NB
YAL005C	SSA1	YCL055W	KAR4	1	1	1	Lit-NB
YAL005C	SSA1	YCL063W	VAC17	1	1	1	Lit-NB
YAL005C	SSA1	YCR002C	CDC10	1	1	1	Lit-NB
YAL005C	SSA1	YCR004C	YCP4	1	1	1	Lit-NB
YAL005C	SSA1	YCR005C	CIT2	1	1	1	Lit-NB
YAL005C	SSA1	YCR008W	SAT4	1	1	1	Lit-NB
YAL005C	SSA1	YCR009C	RVS161	2	2	2	Lit-NB
YAL005C	SSA1	YCR011C	ADP1	1	1	1	Lit-NB
YAL005C	SSA1	YCR012W	PGK1	3	3	3	Lit-NB
YAL005C	SSA1	YCR014C	POL4	1	1	1	Lit-NB
YAL005C	SSA1	YCR016W		1	1	1	Lit-NB
YAL005C	SSA1	YCR017C	CWH43	1	1	1	Lit-NB
YAL005C	SSA1	YCR024C-A	PMP1	2	1	2	Lit-NB
YAL005C	SSA1	YCR028C-A	RIM1	1	1	1	Lit-NB
YAL005C	SSA1	YCR032W	BPH1	1	1	1	Lit-NB
YAL005C	SSA1	YCR033W	SNT1	1	1	1	Lit-NB
YAL005C	SSA1	YCR034W	ELO2	2	2	2	Lit-NB
YAL005C	SSA1	YCR035C	RRP43	1	1	1	Lit-NB
YAL005C	SSA1	YCR039C	MATALPHA2	1	1	1	Lit-NB
YAL005C	SSA1	YCR043C		2	2	2	Lit-NB
YAL005C	SSA1	YCR044C	PER1	1	1	1	Lit-NB
YAL005C	SSA1	YCR048W	ARE1	1	1	1	Lit-NB
YAL005C	SSA1	YCR052W	RSC6	1	1	1	Lit-NB
YAL005C	SSA1	YCR053W	THR4	1	1	1	Lit-NB
YAL005C	SSA1	YCR057C	PWP2	1	1	1	Lit-NB
YAL005C	SSA1	YCR059C	YIH1	1	1	1	Lit-NB
YAL005C	SSA1	YCR060W	TAH1	1	1	1	Lit-NB
YAL005C	SSA1	YCR061W		1	1	1	Lit-NB
YAL005C	SSA1	YCR065W	HCM1	1	1	1	Lit-NB
YAL005C	SSA1	YCR066W	RAD18	1	1	1	Lit-NB
YAL005C	SSA1	YCR069W	CPR4	1	1	1	Lit-NB
YAL005C	SSA1	YCR073C	SSK22	1	1	1	Lit-NB
YAL005C	SSA1	YCR075C	ERS1	1	1	1	Lit-NB
YAL005C	SSA1	YCR076C	FUB1	1	1	1	Lit-NB
YAL005C	SSA1	YCR077C	PAT1	2	1	2	Lit-NB
YAL005C	SSA1	YCR079W	PTC6	1	1	1	Lit-NB
YAL005C	SSA1	YCR081W	SRB8	1	1	1	Lit-NB
YAL005C	SSA1	YCR082W	AHC2	1	1	1	Lit-NB
YAL005C	SSA1	YCR084C	TUP1	1	1	1	Lit-NB
YAL005C	SSA1	YCR087C-A		1	1	1	Lit-NB
YAL005C	SSA1	YCR088W	ABP1	1	1	1	Lit-NB
YAL005C	SSA1	YCR089W	FIG2	1	1	1	Lit-NB
YAL005C	SSA1	YCR091W	KIN82	1	1	1	Lit-NB
YAL005C	SSA1	YCR095C	OCA4	2	2	2	Lit-NB
YAL005C	SSA1	YCR105W	ADH7	1	1	1	Lit-NB
YAL005C	SSA1	YDL001W	RMD1	1	1	1	Lit-NB
YAL005C	SSA1	YDL003W	MCD1	1	1	1	Lit-NB
YAL005C	SSA1	YDL005C	MED2	1	1	1	Lit-NB
YAL005C	SSA1	YDL007W	RPT2	1	1	1	Lit-NB
YAL005C	SSA1	YDL017W	CDC7	1	1	1	Lit-NB
YAL005C	SSA1	YDL018C	ERP3	1	1	1	Lit-NB
YAL005C	SSA1	YDL019C	OSH2	2	2	2	Lit-NB
YAL005C	SSA1	YDL020C	RPN4	1	1	1	Lit-NB
YAL005C	SSA1	YDL021W	GPM2	1	1	1	Lit-NB
YAL005C	SSA1	YDL024C	DIA3	1	1	1	Lit-NB
YAL005C	SSA1	YDL025C	RTK1	1	1	1	Lit-NB
YAL005C	SSA1	YDL028C	MPS1	1	1	1	Lit-NB
YAL005C	SSA1	YDL031W	DBP10	1	1	1	Lit-NB
YAL005C	SSA1	YDL033C	SLM3	1	1	1	Lit-NB
YAL005C	SSA1	YDL035C	GPR1	1	1	1	Lit-NB
YAL005C	SSA1	YDL039C	PRM7	1	1	1	Lit-NB
YAL005C	SSA1	YDL040C	NAT1	1	1	1	Lit-NB
YAL005C	SSA1	YDL042C	SIR2	1	1	1	Lit-NB
YAL005C	SSA1	YDL045C	FAD1	1	1	1	Lit-NB
YAL005C	SSA1	YDL046W	NPC2	1	1	1	Lit-NB
YAL005C	SSA1	YDL047W	SIT4	1	1	1	Lit-NB
YAL005C	SSA1	YDL054C	MCH1	1	1	1	Lit-NB
YAL005C	SSA1	YDL055C	PSA1	1	1	1	Lit-NB
YAL005C	SSA1	YDL057W		1	1	1	Lit-NB
YAL005C	SSA1	YDL058W	USO1	2	2	2	Lit-NB
YAL005C	SSA1	YDL059C	RAD59	1	1	1	Lit-NB
YAL005C	SSA1	YDL060W	TSR1	2	2	2	Lit-NB
YAL005C	SSA1	YDL063C	SYO1	1	1	1	Lit-NB
YAL005C	SSA1	YDL064W	UBC9	1	1	1	Lit-NB
YAL005C	SSA1	YDL067C	COX9	1	1	1	Lit-NB
YAL005C	SSA1	YDL070W	BDF2	1	1	1	Lit-NB
YAL005C	SSA1	YDL072C	YET3	1	1	1	Lit-NB
YAL005C	SSA1	YDL074C	BRE1	1	1	1	Lit-NB
YAL005C	SSA1	YDL076C	RXT3	1	1	1	Lit-NB
YAL005C	SSA1	YDL078C	MDH3	2	2	2	Lit-NB
YAL005C	SSA1	YDL079C	MRK1	1	1	1	Lit-NB
YAL005C	SSA1	YDL082W	RPL13A	1	1	1	Lit-NB
YAL005C	SSA1	YDL085W	NDE2	1	1	1	Lit-NB
YAL005C	SSA1	YDL087C	LUC7	1	1	1	Lit-NB
YAL005C	SSA1	YDL091C	UBX3	2	2	2	Lit-NB
YAL005C	SSA1	YDL092W	SRP14	1	1	1	Lit-NB
YAL005C	SSA1	YDL095W	PMT1	1	1	1	Lit-NB
YAL005C	SSA1	YDL097C	RPN6	2	2	2	Lit-NB
YAL005C	SSA1	YDL098C	SNU23	1	1	1	Lit-NB
YAL005C	SSA1	YDL100C	GET3	1	1	1	Lit-NB
YAL005C	SSA1	YDL101C	DUN1	1	1	1	Lit-NB
YAL005C	SSA1	YDL103C	QRI1	1	1	1	Lit-NB
YAL005C	SSA1	YDL104C	QRI7	1	1	1	Lit-NB
YAL005C	SSA1	YDL105W	NSE4	1	1	1	Lit-NB
YAL005C	SSA1	YDL108W	KIN28	1	1	1	Lit-NB
YAL005C	SSA1	YDL109C		1	1	1	Lit-NB
YAL005C	SSA1	YDL110C	TMA17	1	1	1	Lit-NB
YAL005C	SSA1	YDL115C	IWR1	1	1	1	Lit-NB
YAL005C	SSA1	YDL116W	NUP84	1	1	1	Lit-NB
YAL005C	SSA1	YDL122W	UBP1	2	2	2	Lit-NB
YAL005C	SSA1	YDL123W	SNA4	1	1	1	Lit-NB
YAL005C	SSA1	YDL124W		1	1	1	Lit-NB
YAL005C	SSA1	YDL126C	CDC48	4	3	4	Lit-NB
YAL005C	SSA1	YDL127W	PCL2	1	2	2	Lit-BM
YAL005C	SSA1	YDL128W	VCX1	1	1	1	Lit-NB
YAL005C	SSA1	YDL131W	LYS21	2	2	2	Lit-NB
YAL005C	SSA1	YDL132W	CDC53	1	1	1	Lit-NB
YAL005C	SSA1	YDL134C	PPH21	1	1	1	Lit-NB
YAL005C	SSA1	YDL135C	RDI1	1	1	1	Lit-NB
YAL005C	SSA1	YDL137W	ARF2	1	1	1	Lit-NB
YAL005C	SSA1	YDL139C	SCM3	1	1	1	Lit-NB
YAL005C	SSA1	YDL140C	RPO21	1	1	1	Lit-NB
YAL005C	SSA1	YDL141W	BPL1	1	1	1	Lit-NB
YAL005C	SSA1	YDL143W	CCT4	2	2	2	Lit-NB
YAL005C	SSA1	YDL144C		2	2	2	Lit-NB
YAL005C	SSA1	YDL145C	COP1	2	2	2	Lit-NB
YAL005C	SSA1	YDL146W	LDB17	1	1	1	Lit-NB
YAL005C	SSA1	YDL147W	RPN5	1	1	1	Lit-NB
YAL005C	SSA1	YDL148C	NOP14	1	1	1	Lit-NB
YAL005C	SSA1	YDL149W	ATG9	1	1	1	Lit-NB
YAL005C	SSA1	YDL153C	SAS10	1	1	1	Lit-NB
YAL005C	SSA1	YDL156W	CMR1	1	1	1	Lit-NB
YAL005C	SSA1	YDL160C	DHH1	2	2	2	Lit-NB
YAL005C	SSA1	YDL164C	CDC9	1	1	1	Lit-NB
YAL005C	SSA1	YDL168W	SFA1	1	1	1	Lit-NB
YAL005C	SSA1	YDL171C	GLT1	1	1	1	Lit-NB
YAL005C	SSA1	YDL173W	PAR32	1	1	1	Lit-NB
YAL005C	SSA1	YDL176W		1	1	1	Lit-NB
YAL005C	SSA1	YDL181W	INH1	1	1	1	Lit-NB
YAL005C	SSA1	YDL182W	LYS20	2	2	2	Lit-NB
YAL005C	SSA1	YDL185W	VMA1	3	3	3	Lit-NB
YAL005C	SSA1	YDL188C	PPH22	1	1	1	Lit-NB
YAL005C	SSA1	YDL190C	UFD2	1	1	1	Lit-NB
YAL005C	SSA1	YDL192W	ARF1	2	2	2	Lit-NB
YAL005C	SSA1	YDL195W	SEC31	2	2	2	Lit-NB
YAL005C	SSA1	YDL197C	ASF2	1	1	1	Lit-NB
YAL005C	SSA1	YDL199C		1	1	1	Lit-NB
YAL005C	SSA1	YDL200C	MGT1	1	1	1	Lit-NB
YAL005C	SSA1	YDL201W	TRM8	1	1	1	Lit-NB
YAL005C	SSA1	YDL202W	MRPL11	1	1	1	Lit-NB
YAL005C	SSA1	YDL203C	ACK1	1	1	1	Lit-NB
YAL005C	SSA1	YDL206W		1	1	1	Lit-NB
YAL005C	SSA1	YDL212W	SHR3	1	1	1	Lit-NB
YAL005C	SSA1	YDL214C	PRR2	1	1	1	Lit-NB
YAL005C	SSA1	YDL223C	HBT1	2	1	2	Lit-NB
YAL005C	SSA1	YDL224C	WHI4	1	1	1	Lit-NB
YAL005C	SSA1	YDL225W	SHS1	1	1	1	Lit-NB
YAL005C	SSA1	YDL226C	GCS1	1	1	1	Lit-NB
YAL005C	SSA1	YDL227C	HO	1	1	1	Lit-NB
YAL005C	SSA1	YDL229W	SSB1	3	3	3	Lit-NB
YAL005C	SSA1	YDL234C	GYP7	1	1	1	Lit-NB
YAL005C	SSA1	YDL236W	PHO13	1	1	1	Lit-NB
YAL005C	SSA1	YDL238C	GUD1	1	1	1	Lit-NB
YAL005C	SSA1	YDL239C	ADY3	2	2	2	Lit-NB
YAL005C	SSA1	YDL246C	SOR2	1	1	1	Lit-NB
YAL005C	SSA1	YDR001C	NTH1	1	1	1	Lit-NB
YAL005C	SSA1	YDR005C	MAF1	1	1	1	Lit-NB
YAL005C	SSA1	YDR006C	SOK1	1	1	1	Lit-NB
YAL005C	SSA1	YDR009W	GAL3	1	1	1	Lit-NB
YAL005C	SSA1	YDR011W	SNQ2	1	1	1	Lit-NB
YAL005C	SSA1	YDR014W	RAD61	1	1	1	Lit-NB
YAL005C	SSA1	YDR016C	DAD1	1	1	1	Lit-NB
YAL005C	SSA1	YDR017C	KCS1	1	1	1	Lit-NB
YAL005C	SSA1	YDR022C	ATG31	1	1	1	Lit-NB
YAL005C	SSA1	YDR026C	NSI1	1	1	1	Lit-NB
YAL005C	SSA1	YDR027C	VPS54	2	2	2	Lit-NB
YAL005C	SSA1	YDR028C	REG1	1	1	1	Lit-NB
YAL005C	SSA1	YDR030C	RAD28	1	1	1	Lit-NB
YAL005C	SSA1	YDR033W	MRH1	1	1	1	Lit-NB
YAL005C	SSA1	YDR034C	LYS14	1	1	1	Lit-NB
YAL005C	SSA1	YDR035W	ARO3	1	1	1	Lit-NB
YAL005C	SSA1	YDR036C	EHD3	1	1	1	Lit-NB
YAL005C	SSA1	YDR038C	ENA5	1	1	1	Lit-NB
YAL005C	SSA1	YDR043C	NRG1	1	1	1	Lit-NB
YAL005C	SSA1	YDR044W	HEM13	1	1	1	Lit-NB
YAL005C	SSA1	YDR049W	VMS1	1	1	1	Lit-NB
YAL005C	SSA1	YDR050C	TPI1	2	2	2	Lit-NB
YAL005C	SSA1	YDR052C	DBF4	1	1	1	Lit-NB
YAL005C	SSA1	YDR054C	CDC34	1	1	1	Lit-NB
YAL005C	SSA1	YDR055W	PST1	1	1	1	Lit-NB
YAL005C	SSA1	YDR060W	MAK21	2	2	2	Lit-NB
YAL005C	SSA1	YDR063W	AIM7	1	1	1	Lit-NB
YAL005C	SSA1	YDR064W	RPS13	1	1	1	Lit-NB
YAL005C	SSA1	YDR065W	RRG1	1	1	1	Lit-NB
YAL005C	SSA1	YDR068W	DOS2	1	1	1	Lit-NB
YAL005C	SSA1	YDR071C	PAA1	2	2	2	Lit-NB
YAL005C	SSA1	YDR073W	SNF11	1	1	1	Lit-NB
YAL005C	SSA1	YDR074W	TPS2	1	1	1	Lit-NB
YAL005C	SSA1	YDR075W	PPH3	1	1	1	Lit-NB
YAL005C	SSA1	YDR076W	RAD55	1	1	1	Lit-NB
YAL005C	SSA1	YDR082W	STN1	1	1	1	Lit-NB
YAL005C	SSA1	YDR083W	RRP8	1	1	1	Lit-NB
YAL005C	SSA1	YDR084C	TVP23	1	1	1	Lit-NB
YAL005C	SSA1	YDR088C	SLU7	1	1	1	Lit-NB
YAL005C	SSA1	YDR092W	UBC13	1	1	1	Lit-NB
YAL005C	SSA1	YDR096W	GIS1	1	1	1	Lit-NB
YAL005C	SSA1	YDR099W	BMH2	3	3	3	Lit-NB
YAL005C	SSA1	YDR101C	ARX1	2	2	2	Lit-NB
YAL005C	SSA1	YDR103W	STE5	1	1	1	Lit-NB
YAL005C	SSA1	YDR104C	SPO71	1	1	1	Lit-NB
YAL005C	SSA1	YDR105C	TMS1	1	1	1	Lit-NB
YAL005C	SSA1	YDR107C	TMN2	1	1	1	Lit-NB
YAL005C	SSA1	YDR110W	FOB1	1	1	1	Lit-NB
YAL005C	SSA1	YDR111C	ALT2	1	1	1	Lit-NB
YAL005C	SSA1	YDR113C	PDS1	1	1	1	Lit-NB
YAL005C	SSA1	YDR117C	TMA64	1	1	1	Lit-NB
YAL005C	SSA1	YDR118W	APC4	1	1	1	Lit-NB
YAL005C	SSA1	YDR120C	TRM1	1	1	1	Lit-NB
YAL005C	SSA1	YDR121W	DPB4	1	1	1	Lit-NB
YAL005C	SSA1	YDR122W	KIN1	1	1	1	Lit-NB
YAL005C	SSA1	YDR123C	INO2	1	1	1	Lit-NB
YAL005C	SSA1	YDR125C	ECM18	1	1	1	Lit-NB
YAL005C	SSA1	YDR127W	ARO1	1	1	1	Lit-NB
YAL005C	SSA1	YDR129C	SAC6	1	1	1	Lit-NB
YAL005C	SSA1	YDR130C	FIN1	1	1	1	Lit-NB
YAL005C	SSA1	YDR137W	RGP1	1	1	1	Lit-NB
YAL005C	SSA1	YDR138W	HPR1	1	1	1	Lit-NB
YAL005C	SSA1	YDR141C	DOP1	2	2	2	Lit-NB
YAL005C	SSA1	YDR142C	PEX7	1	1	1	Lit-NB
YAL005C	SSA1	YDR145W	TAF12	2	1	2	Lit-NB
YAL005C	SSA1	YDR146C	SWI5	1	1	1	Lit-NB
YAL005C	SSA1	YDR147W	EKI1	1	1	1	Lit-NB
YAL005C	SSA1	YDR148C	KGD2	1	1	1	Lit-NB
YAL005C	SSA1	YDR150W	NUM1	1	1	1	Lit-NB
YAL005C	SSA1	YDR152W	GIR2	1	1	1	Lit-NB
YAL005C	SSA1	YDR153C	ENT5	1	1	1	Lit-NB
YAL005C	SSA1	YDR155C	CPR1	1	1	1	Lit-NB
YAL005C	SSA1	YDR156W	RPA14	1	1	1	Lit-NB
YAL005C	SSA1	YDR159W	SAC3	1	1	1	Lit-NB
YAL005C	SSA1	YDR162C	NBP2	1	1	1	Lit-NB
YAL005C	SSA1	YDR164C	SEC1	1	1	1	Lit-NB
YAL005C	SSA1	YDR165W	TRM82	1	1	1	Lit-NB
YAL005C	SSA1	YDR166C	SEC5	1	1	1	Lit-NB
YAL005C	SSA1	YDR168W	CDC37	1	1	1	Lit-NB
YAL005C	SSA1	YDR169C	STB3	1	1	1	Lit-NB
YAL005C	SSA1	YDR170C	SEC7	2	2	2	Lit-NB
YAL005C	SSA1	YDR171W	HSP42	1	1	1	Lit-NB
YAL005C	SSA1	YDR172W	SUP35	6	4	6	Lit-NB
YAL005C	SSA1	YDR174W	HMO1	1	1	1	Lit-NB
YAL005C	SSA1	YDR177W	UBC1	1	1	1	Lit-NB
YAL005C	SSA1	YDR179C	CSN9	1	1	1	Lit-NB
YAL005C	SSA1	YDR181C	SAS4	1	1	1	Lit-NB
YAL005C	SSA1	YDR182W	CDC1	1	1	1	Lit-NB
YAL005C	SSA1	YDR186C	SND1	1	1	1	Lit-NB
YAL005C	SSA1	YDR188W	CCT6	2	2	2	Lit-NB
YAL005C	SSA1	YDR189W	SLY1	1	1	1	Lit-NB
YAL005C	SSA1	YDR190C	RVB1	2	2	2	Lit-NB
YAL005C	SSA1	YDR191W	HST4	1	1	1	Lit-NB
YAL005C	SSA1	YDR192C	NUP42	1	1	1	Lit-NB
YAL005C	SSA1	YDR194C	MSS116	1	1	1	Lit-NB
YAL005C	SSA1	YDR195W	REF2	1	1	1	Lit-NB
YAL005C	SSA1	YDR200C	VPS64	1	1	1	Lit-NB
YAL005C	SSA1	YDR201W	SPC19	1	1	1	Lit-NB
YAL005C	SSA1	YDR207C	UME6	1	1	1	Lit-NB
YAL005C	SSA1	YDR208W	MSS4	2	2	2	Lit-NB
YAL005C	SSA1	YDR211W	GCD6	1	1	1	Lit-NB
YAL005C	SSA1	YDR212W	TCP1	1	1	1	Lit-NB
YAL005C	SSA1	YDR213W	UPC2	1	1	1	Lit-NB
YAL005C	SSA1	YDR214W	AHA1	3	3	3	Lit-NB
YAL005C	SSA1	YDR216W	ADR1	1	1	1	Lit-NB
YAL005C	SSA1	YDR219C	MFB1	1	1	1	Lit-NB
YAL005C	SSA1	YDR222W		1	1	1	Lit-NB
YAL005C	SSA1	YDR224C	HTB1	1	1	1	Lit-NB
YAL005C	SSA1	YDR225W	HTA1	1	1	1	Lit-NB
YAL005C	SSA1	YDR226W	ADK1	1	1	1	Lit-NB
YAL005C	SSA1	YDR227W	SIR4	1	1	1	Lit-NB
YAL005C	SSA1	YDR229W	IVY1	1	1	1	Lit-NB
YAL005C	SSA1	YDR233C	RTN1	4	3	4	Lit-NB
YAL005C	SSA1	YDR234W	LYS4	1	1	1	Lit-NB
YAL005C	SSA1	YDR238C	SEC26	1	1	1	Lit-NB
YAL005C	SSA1	YDR240C	SNU56	1	1	1	Lit-NB
YAL005C	SSA1	YDR243C	PRP28	1	1	1	Lit-NB
YAL005C	SSA1	YDR245W	MNN10	1	1	1	Lit-NB
YAL005C	SSA1	YDR248C		1	1	1	Lit-NB
YAL005C	SSA1	YDR251W	PAM1	1	1	1	Lit-NB
YAL005C	SSA1	YDR255C	RMD5	1	1	1	Lit-NB
YAL005C	SSA1	YDR256C	CTA1	1	1	1	Lit-NB
YAL005C	SSA1	YDR258C	HSP78	2	2	2	Lit-NB
YAL005C	SSA1	YDR261C	EXG2	1	1	1	Lit-NB
YAL005C	SSA1	YDR264C	AKR1	1	1	1	Lit-NB
YAL005C	SSA1	YDR266C	HEL2	1	1	1	Lit-NB
YAL005C	SSA1	YDR270W	CCC2	1	1	1	Lit-NB
YAL005C	SSA1	YDR277C	MTH1	1	1	1	Lit-NB
YAL005C	SSA1	YDR280W	RRP45	1	1	1	Lit-NB
YAL005C	SSA1	YDR283C	GCN2	1	1	1	Lit-NB
YAL005C	SSA1	YDR284C	DPP1	1	1	1	Lit-NB
YAL005C	SSA1	YDR285W	ZIP1	1	1	1	Lit-NB
YAL005C	SSA1	YDR288W	NSE3	1	1	1	Lit-NB
YAL005C	SSA1	YDR289C	RTT103	1	1	1	Lit-NB
YAL005C	SSA1	YDR291W	HRQ1	1	1	1	Lit-NB
YAL005C	SSA1	YDR293C	SSD1	2	2	2	Lit-NB
YAL005C	SSA1	YDR294C	DPL1	1	1	1	Lit-NB
YAL005C	SSA1	YDR295C	HDA2	1	1	1	Lit-NB
YAL005C	SSA1	YDR296W	MHR1	1	1	1	Lit-NB
YAL005C	SSA1	YDR297W	SUR2	1	1	1	Lit-NB
YAL005C	SSA1	YDR298C	ATP5	1	1	1	Lit-NB
YAL005C	SSA1	YDR299W	BFR2	2	2	2	Lit-NB
YAL005C	SSA1	YDR301W	CFT1	1	1	1	Lit-NB
