orf_name	GenBank_accession	ORFeome_collection	screened_as_DB	screened_as_AD
YER048W-A	AY558455	FLEXGene	True	True
YER049W		CCSB_additional	True	True
YER050C	EF059352	FLEXGene	True	True
YER051W	DQ331175	FLEXGene	True	True
YER052C	DQ332599	FLEXGene	True	True
YER053C	DQ331185	FLEXGene	True	True
YER053C-A	EF058477	FLEXGene	True	True
YER054C	DQ332618	FLEXGene	True	True
YER055C	DQ331490	FLEXGene	True	True
YER056C	EF058832	FLEXGene	True	True
YER056C-A		CCSB_additional	True	True
YER057C	AY558456	FLEXGene	True	True
YER058W	AY557778	FLEXGene	True	True
YER059W	DQ331695	FLEXGene	False	True
YER060W	DQ331663	FLEXGene	True	True
YER060W-A		CCSB_additional	True	True
YER061C	DQ332885	FLEXGene	True	True
YER062C	DQ332890	FLEXGene	True	True
YER063W	AY557779	FLEXGene	True	True
YER064C	DQ331323	FLEXGene	True	True
YER065C	DQ331830	FLEXGene	True	True
YER066W	EF058609	FLEXGene	True	True
YER067W	AY692724	FLEXGene	True	True
YER068W	EF059158	FLEXGene	True	True
YER069W	DQ333009	FLEXGene	True	True
YER070W	DQ331926	FLEXGene	True	True
YER071C	AY692721	FLEXGene	False	True
YER072W		CCSB_additional	True	False
YER073W	DQ332067	FLEXGene	False	True
YER074W		CCSB_additional	True	False
YER074W-A	EF058516	FLEXGene	True	True
YER075C		CCSB_additional	True	True
YER076C	AY692587	FLEXGene	True	True
YER077C	EF058365	FLEXGene	True	True
YER078C	DQ331104	FLEXGene	True	True
YER078W-A	EF058693	FLEXGene	True	True
YER079W	DQ331140	FLEXGene	True	True
YER080W	DQ331127	FLEXGene	True	True
YER081W	EF059358	FLEXGene	True	True
YER082C	EF059360	FLEXGene	True	True
YER083C	EF059363	FLEXGene	True	True
YER084W	AY693362	FLEXGene	False	True
YER085C	DQ331189	FLEXGene	True	True
YER086W	EF059483	FLEXGene	True	True
YER087W	DQ331239	FLEXGene	True	True
YER087C-B	EF059446	FLEXGene	True	True
YER088C		CCSB_additional	True	True
YER089C		CCSB_additional	True	True
YER090W	EF058908	FLEXGene	True	True
YER091C	DQ331679	FLEXGene	False	True
YER092W	DQ331697	FLEXGene	False	True
YER093C	EF058928	FLEXGene	False	True
YER093C-A	EF058404	FLEXGene	False	True
YER094C	DQ331720	FLEXGene	True	True
YER095W	DQ331842	FLEXGene	True	True
YER096W	EF059024	FLEXGene	False	True
YER098W	DQ331961	FLEXGene	True	True
YER099C	AY692977	FLEXGene	True	True
YER100W	EF058808	FLEXGene	True	True
YER101C	DQ331581	FLEXGene	True	True
YER102W	AY692824	FLEXGene	True	True
YER103W	DQ331629	FLEXGene	True	True
YER104W	AY692872	FLEXGene	False	True
YER105C	EF058961	FLEXGene	False	True
YER106W	AY692881	FLEXGene	True	True
YER107C	AY692884	FLEXGene	True	True
YER110C	DQ332514	FLEXGene	True	True
YER111C	DQ332627	FLEXGene	False	True
YER112W	EF059488	FLEXGene	True	True
YER113C	DQ331382	FLEXGene	True	True
YER114C	EF058767	FLEXGene	True	True
YER115C	AY557781	FLEXGene	True	True
YER116C	DQ332861	FLEXGene	True	True
YER117W	DQ332872	FLEXGene	True	True
YER118C	DQ332873	FLEXGene	True	True
YER119C	DQ331727	FLEXGene	True	True
YER120W	AY693125	FLEXGene	True	True
YER121W		CCSB_additional	False	True
YER122C	EF059349	FLEXGene	False	True
YER123W	EF059440	FLEXGene	True	True
YER124C		CCSB_additional	True	True
YER125W	DQ332605	FLEXGene	False	True
YER126C	AY693192	FLEXGene	True	True
YER127W	DQ332843	FLEXGene	True	True
YER128W	DQ331234	FLEXGene	True	True
YER129W	DQ331511	FLEXGene	False	True
YER130C	DQ331233	FLEXGene	False	True
YER131W	AY692782	FLEXGene	True	True
YER132C	DQ331648	FLEXGene	True	True
YER133W	EF058903	FLEXGene	True	True
YER134C	AY558562	FLEXGene	True	True
YER135C	AY557782	FLEXGene	True	True
YER136W	EF058998	FLEXGene	True	True
YER137C		CCSB_additional	True	True
YER138W-A	EF058378	FLEXGene	True	True
YER139C	DQ331357	FLEXGene	True	True
YER140W	DQ331350	FLEXGene	True	True
YER141W		CCSB_additional	True	False
YER142C	AY692938	FLEXGene	False	True
YER143W	AY692945	FLEXGene	True	True
YER144C	DQ331933	FLEXGene	False	True
YER145C	DQ332982	FLEXGene	True	True
YER146W	AY557783	FLEXGene	True	True
YER145C-A		CCSB_additional	True	True
YER147C	EF059161	FLEXGene	True	True
YER148W	DQ332231	FLEXGene	False	True
YER149C	DQ332238	FLEXGene	True	True
YER150W	AY557784	FLEXGene	True	True
YER151C	DQ332237	FLEXGene	True	True
YER152C	DQ332738	FLEXGene	True	True
YER153C	AY557785	FLEXGene	True	True
YER154W	AY693132	FLEXGene	True	True
YER155C		CCSB_additional	False	False
YER156C	AY557786	FLEXGene	True	True
YER157W	EF059459	FLEXGene	True	True
YER158C	EF058435	FLEXGene	True	True
YER159C	AY693203	FLEXGene	True	True
YER161C		CCSB_additional	True	True
YER162C	FLH263480.01X	FLEXGene	False	True
YER163C	AY692652	FLEXGene	True	True
YER164W	EF058917	FLEXGene	False	True
YER165W	AY692854	FLEXGene	True	True
YER166W		CCSB_additional	False	True
YER167W	DQ331820	FLEXGene	False	True
YER168C	DQ331825	FLEXGene	True	True
YER169W	DQ331853	FLEXGene	True	True
YER170W	AY558457	FLEXGene	True	True
YER171W	EF058986	FLEXGene	True	True
YER172C		CCSB_additional	False	False
YER173W		CCSB_additional	True	True
YER174C	DQ331965	FLEXGene	False	True
YER175C	DQ332080	FLEXGene	True	True
YER175W-A	EF058677	FLEXGene	True	True
YER176W	DQ332129	FLEXGene	True	True
YER177W	DQ333029	FLEXGene	False	True
YER178W	DQ332296	FLEXGene	False	True
YER179W		CCSB_additional	False	True
YER180C	DQ332212	FLEXGene	True	True
YER180C-A		CCSB_additional	False	True
YER181C		CCSB_additional	True	True
YER182W	DQ331144	FLEXGene	True	True
YER183C	EF059379	FLEXGene	True	True
YER184C	DQ331157	FLEXGene	True	True
YER185W	DQ331200	FLEXGene	True	True
YER186C	DQ331378	FLEXGene	False	True
YER187W	EF058527	FLEXGene	False	True
YER188C-A	DQ331440	FLEXGene	True	True
YER190W		CCSB_additional	False	False
YER190C-B		CCSB_additional	True	True
YFL068W	AY557804	FLEXGene	False	True
YFL067W		CCSB_additional	True	True
YFL066C	FLH201704.01X	FLEXGene	True	True
YFL064C	AY557806	FLEXGene	True	True
YFL062W	EF058905	FLEXGene	True	True
YFL061W		CCSB_additional	False	True
YFL060C	DQ332643	FLEXGene	True	True
YFL059W	DQ331457	FLEXGene	True	True
YFL058W	DQ332822	FLEXGene	True	True
YFL055W	EF058402	FLEXGene	True	True
YFL054C	AY692603	FLEXGene	True	True
YFL053W	DQ333076	FLEXGene	True	True
YFL052W	DQ331097	FLEXGene	True	True
YFL051C	AY558469	FLEXGene	True	True
YFL050C	DQ332097	FLEXGene	True	True
YFL049W	DQ332727	FLEXGene	False	True
YFL048C	AY693033	FLEXGene	True	True
YFL047W	EF059114	FLEXGene	True	True
YFL046W	AY558468	FLEXGene	True	True
YFL045C	AY692959	FLEXGene	True	True
YFL044C	DQ331334	FLEXGene	True	True
YFL042C	DQ331326	FLEXGene	True	True
YFL041W-A	DQ331414	FLEXGene	True	True
YFL041W	DQ331725	FLEXGene	True	True
YFL040W	DQ332792	FLEXGene	True	True
YFL039C		CCSB_additional	True	True
YFL038C	AY558467	FLEXGene	True	True
YFL037W	EF058866	FLEXGene	True	True
YFL036W	DQ331544	FLEXGene	True	True
YFL034C-B	DQ332062	FLEXGene	False	True
YFL034C-A	DQ332061	FLEXGene	True	True
YFL034W	DQ331381	FLEXGene	False	True
YFL033C	EF059470	FLEXGene	True	True
YFL031W	EF059372	FLEXGene	False	True
YFL030W	DQ333124	FLEXGene	True	True
YFL029C	DQ332623	FLEXGene	False	True
YFL028C	DQ332494	FLEXGene	True	True
YFL027C	AY693137	FLEXGene	True	True
YFL026W	AY693134	FLEXGene	True	True
YFL025C	DQ332284	FLEXGene	True	True
YFL024C		CCSB_additional	True	True
YFL023W	EF059259	FLEXGene	True	True
YFL022C	DQ332083	FLEXGene	True	True
YFL021W	DQ332077	FLEXGene	True	True
YFL020C	AY693016	FLEXGene	True	True
YFL018C	EF059168	FLEXGene	True	True
YFL017W-A	AY558463	FLEXGene	True	True
YFL017C	AY558564	FLEXGene	True	True
YFL016C	DQ332064	FLEXGene	False	True
YFL015C	AY558465	FLEXGene	True	True
YFL014W	AY558464	FLEXGene	True	True
YFL013C	AY723802	FLEXGene	True	True
YFL012W	AY558563	FLEXGene	True	True
YFL011W	DQ331816	FLEXGene	True	True
YFL010W-A	DQ331193	FLEXGene	False	True
YFL010C	DQ331798	FLEXGene	False	True
YFL009W	DQ331833	FLEXGene	True	True
YFL008W	EF059006	FLEXGene	True	True
YFL007W	DQ331710	FLEXGene	True	True
YFL005W	AY692843	FLEXGene	True	True
YFL004W	DQ331655	FLEXGene	True	True
YFL003C	EF058829	FLEXGene	True	True
YFL002C	DQ331487	FLEXGene	True	True
YFL001W	AY693197	FLEXGene	True	True
YFR001W	AY557809	FLEXGene	True	True
YFR002W	DQ332563	FLEXGene	True	True
YFR003C	AY557803	FLEXGene	True	True
YFR004W	AY692755	FLEXGene	True	True
YFR005C	AY692766	FLEXGene	True	True
YFR006W	AY723803	FLEXGene	True	True
YFR007W	AY558494	FLEXGene	False	True
YFR008W	DQ332880	FLEXGene	False	True
YFR009W	AY723804	FLEXGene	True	True
YFR010W		CCSB_additional	True	True
YFR011C	AY692683	FLEXGene	False	True
YFR012W	AY557808	FLEXGene	True	True
YFR012W-A	DQ331260	FLEXGene	True	True
YFR013W	DQ332927	FLEXGene	True	True
YFR014C	EF059054	FLEXGene	False	True
YFR015C	DQ331894	FLEXGene	True	True
YFR016C	EF058605	FLEXGene	False	True
YFR017C	AY558470	FLEXGene	False	True
YFR018C	AY692564	FLEXGene	True	True
YFR019W		CCSB_additional	False	True
YFR020W	AY558471	FLEXGene	True	True
YFR021W	DQ332858	FLEXGene	True	True
YFR022W	DQ331254	FLEXGene	True	True
YFR023W	DQ331585	FLEXGene	True	True
YFR024C-A		CCSB_additional	True	True
YFR025C	DQ331726	FLEXGene	True	True
YFR026C	DQ331307	FLEXGene	True	True
YFR027W	DQ332955	FLEXGene	True	True
YFR028C		CCSB_additional	True	True
YFR029W	DQ331888	FLEXGene	True	True
YFR030W	DQ332594	FLEXGene	True	True
YFR031C	DQ332597	FLEXGene	True	True
YFR031C-A	DQ333152	FLEXGene	True	True
YFR032C	DQ331183	FLEXGene	True	True
YFR032C-A	AY558472	FLEXGene	True	True
YFR032C-B	DQ331406	FLEXGene	True	True
YFR033C	DQ332617	FLEXGene	True	True
YFR034C	AY692776	FLEXGene	False	True
YFR035C	AY558476	FLEXGene	True	True
YFR036W	AY558473	FLEXGene	True	True
YFR037C	AY692841	FLEXGene	True	True
YFR038W	DQ331290	FLEXGene	True	True
YFR039C	DQ331292	FLEXGene	True	True
YFR040W	DQ331674	FLEXGene	False	True
YFR041C	EF058536	FLEXGene	True	True
YFR042W	EF058570	FLEXGene	True	True
YFR043C	EF058572	FLEXGene	True	True
YFR044C	AY692702	FLEXGene	True	True
YFR045W	AY558474	FLEXGene	True	True
YFR046C	AY692722	FLEXGene	True	True
YFR047C	EF059091	FLEXGene	True	True
YFR048W	EF059162	FLEXGene	True	True
YFR049W	AY558475	FLEXGene	True	True
YFR050C	AY692947	FLEXGene	True	True
YFR051C	EF059081	FLEXGene	True	True
YFR052W		CCSB_additional	False	True
YFR053C	DQ332072	FLEXGene	True	True
YFR054C	AY558477	FLEXGene	True	True
YFR055W	DQ332737	FLEXGene	False	True
YFR057W	AY558478	FLEXGene	True	True
YGL263W	DQ333169	FLEXGene	True	True
YGL262W	DQ331195	FLEXGene	False	True
YGL261C	AY692620	FLEXGene	False	True
YGL260W	AY693264	FLEXGene	True	True
YGL259W	DQ332969	FLEXGene	True	True
YGL258W-A	EF058496	FLEXGene	True	True
YGL258W	DQ332807	FLEXGene	True	True
YGL257C	DQ331773	FLEXGene	True	True
YGL256W	EF058970	FLEXGene	True	True
YGL255W	DQ332911	FLEXGene	True	True
YGL254W	DQ332879	FLEXGene	False	True
YGL253W	DQ331614	FLEXGene	True	True
YGL252C	AY692809	FLEXGene	False	True
YGL251C		CCSB_additional	False	True
YGL250W	EF058450	FLEXGene	True	True
YGL249W		CCSB_additional	True	True
YGL248W	DQ333154	FLEXGene	True	True
YGL247W	AY693171	FLEXGene	True	True
YGL246C	AY693165	FLEXGene	True	True
YGL245W	FLH112804.01X	FLEXGene	True	True
YGL244W	EF059325	FLEXGene	True	True
YGL243W	DQ332348	FLEXGene	True	True
YGL242C	EF058376	FLEXGene	True	True
YGL241W	DQ332304	FLEXGene	True	True
YGL240W	DQ333033	FLEXGene	True	True
YGL238W	DQ332162	FLEXGene	True	True
YGL237C	DQ333021	FLEXGene	False	True
YGL235W	EF058645	FLEXGene	True	True
YGL236C		CCSB_additional	True	True
YGL234W	AY692986	FLEXGene	True	True
YGL233W	EF059099	FLEXGene	False	True
YGL232W		CCSB_additional	True	True
YGL231C	AY558267	FLEXGene	True	True
YGL230C	AY558544	FLEXGene	True	True
YGL229C	EF058964	FLEXGene	True	True
YGL228W	DQ332909	FLEXGene	True	True
YGL227W	DQ331728	FLEXGene	True	True
YGL226C-A		CCSB_additional	True	True
YGL226W	AY558266	FLEXGene	True	True
YGL225W	DQ331590	FLEXGene	True	True
YGL224C	AY692802	FLEXGene	True	True
YGL223C	AY692796	FLEXGene	False	True
YGL222C	AY692752	FLEXGene	True	True
YGL221C	AY693216	FLEXGene	False	True
YGL220W	AY558390	FLEXGene	True	True
YGL219C	EF058773	FLEXGene	True	True
YGL216W	DQ332542	FLEXGene	True	True
YGL215W	DQ332523	FLEXGene	True	True
YGL213C	DQ333120	FLEXGene	True	True
YGL212W	DQ332334	FLEXGene	True	True
YGL211W		CCSB_additional	True	True
YGL210W	AY558506	FLEXGene	True	True
YGL209W	DQ332309	FLEXGene	True	True
YGL208W	DQ333065	FLEXGene	True	True
YGL207W	EF059196	FLEXGene	True	True
YGL206C	DQ332098	FLEXGene	True	True
YGL205W	DQ332086	FLEXGene	True	True
YGL204C	AY558505	FLEXGene	True	True
YGL203C	EF059093	FLEXGene	True	True
YGL202W	AY692962	FLEXGene	True	True
YGL201C		CCSB_additional	False	True
YGL200C	DQ331848	FLEXGene	True	True
YGL198W	DQ331759	FLEXGene	True	True
YGL197W		CCSB_additional	False	True
YGL196W	AY558389	FLEXGene	True	True
YGL195W		CCSB_additional	False	True
YGL194C-A		CCSB_additional	True	True
YGL194C	EF058862	FLEXGene	True	True
YGL193C		CCSB_additional	True	True
YGL192W	FLH238103.01X	FLEXGene	False	True
YGL191W	AY558489	FLEXGene	True	True
YGL190C	DQ332639	FLEXGene	True	True
YGL189C		CCSB_additional	True	True
YGL188C-A	EF058715	FLEXGene	True	True
YGL187C	DQ331897	FLEXGene	True	True
YGL186C		CCSB_additional	True	True
YGL185C		CCSB_additional	True	True
YGL184C	DQ331771	FLEXGene	True	True
YGL183C	AY558488	FLEXGene	True	True
YGL181W	DQ331631	FLEXGene	True	True
YGL180W	EF058880	FLEXGene	True	True
YGL179C	DQ331602	FLEXGene	True	True
YGL178W		CCSB_additional	False	True
YGL176C	EF058422	FLEXGene	True	True
YGL175C	EF059421	FLEXGene	False	True
YGL174W	AY558504	FLEXGene	True	True
YGL173C	DQ332530	FLEXGene	True	True
YGL172W	EF059330	FLEXGene	False	True
YGL171W	DQ332368	FLEXGene	True	True
YGL170C	AY557838	FLEXGene	False	True
YGL169W	EF059336	FLEXGene	True	True
YGL168W	EF059329	FLEXGene	True	True
YGL167C	DQ332341	FLEXGene	True	True
YGL166W	AY557820	FLEXGene	False	True
YGL164C	DQ332126	FLEXGene	True	True
YGL163C	DQ331995	FLEXGene	True	True
YGL162W	DQ332996	FLEXGene	True	True
YGL161C	AY557828	FLEXGene	False	True
YGL160W	FLH238079.01X	FLEXGene	True	True
YGL159W	AY557833	FLEXGene	True	True
YGL158W	AY723813	FLEXGene	True	True
YGL157W	EF059032	FLEXGene	True	True
YGL156W	DQ331851	FLEXGene	False	True
YGL155W	DQ331743	FLEXGene	True	True
YGL154C	AY692861	FLEXGene	False	True
YGL153W	AY558503	FLEXGene	True	True
YGL151W	DQ331576	FLEXGene	False	True
YGL149W	AY558487	FLEXGene	True	True
YGL150C	EF058852	FLEXGene	True	True
YGL148W	DQ332870	FLEXGene	True	True
YGL147C	DQ331552	FLEXGene	True	True
YGL146C	AY558502	FLEXGene	True	True
YGL145W	DQ331449	FLEXGene	True	True
YGL144C	AY723812	FLEXGene	True	True
YGL143C	EF059395	FLEXGene	False	True
YGL142C	EF059381	FLEXGene	True	True
YGL141W	AY723811	FLEXGene	True	True
YGL140C		CCSB_additional	False	True
YGL139W		CCSB_additional	True	True
YGL138C	AY558501	FLEXGene	True	True
YGL137W		CCSB_additional	False	True
YGL136C	AY558500	FLEXGene	True	True
YGL135W		CCSB_additional	False	False
YGL134W	DQ332132	FLEXGene	False	True
YGL133W	DQ332109	FLEXGene	True	True
YGL131C	DQ331368	FLEXGene	True	True
YGL130W		CCSB_additional	True	True
YGL129C		CCSB_additional	True	True
YGL128C	AY693008	FLEXGene	False	True
YGL127C	AY693006	FLEXGene	False	True
YGL126W	AY558499	FLEXGene	True	True
YGL125W	DQ332407	FLEXGene	True	True
YGL124C	DQ332389	FLEXGene	True	True
YGL123W	AY557815	FLEXGene	False	True
YGL122C	AY723810	FLEXGene	True	True
YGL121C	EF059222	FLEXGene	True	True
YGL120C	EF059216	FLEXGene	True	True
YGL119W	EF059289	FLEXGene	True	True
YGL118C		CCSB_additional	True	True
YGL117W	DQ331089	FLEXGene	False	True
YGL116W	EF058925	FLEXGene	True	True
YGL115W	EF058910	FLEXGene	True	True
YGL114W	DQ331282	FLEXGene	True	True
YGL113W	DQ331448	FLEXGene	True	True
YGL112C	AY723809	FLEXGene	True	True
YGL111W	DQ333144	FLEXGene	True	True
YGL110C	DQ332748	FLEXGene	True	True
YGL108C	DQ331151	FLEXGene	False	True
YGL107C	AY723808	FLEXGene	True	True
YGL106W	EF059311	FLEXGene	True	True
YGL105W	AY558498	FLEXGene	True	True
YGL104C	DQ332148	FLEXGene	True	True
YGL103W		CCSB_additional	True	True
YGL101W	EF058328	FLEXGene	True	True
YGL100W	AY558497	FLEXGene	True	True
YGL099W	EF059436	FLEXGene	False	True
YGL098W	AY557814	FLEXGene	False	True
YGL097W	DQ333149	FLEXGene	True	True
YGL096W	AY558496	FLEXGene	True	True
YGL095C	DQ333091	FLEXGene	True	True
YGL094C	DQ332338	FLEXGene	True	True
YGL093W	DQ332179	FLEXGene	True	True
YGL092W	DQ332159	FLEXGene	False	True
YGL091C	DQ332008	FLEXGene	True	True
YGL090W	AY723807	FLEXGene	True	True
YGL089C		CCSB_additional	True	True
YGL088W		CCSB_additional	True	False
YGL087C		CCSB_additional	True	False
YGL086W	DQ331887	FLEXGene	True	True
YGL085W	EF058595	FLEXGene	True	True
YGL084C		CCSB_additional	True	True
YGL083W		CCSB_additional	False	False
YGL082W	AY558581	FLEXGene	True	True
YGL081W	AY558495	FLEXGene	True	True
YGL080W	AY558486	FLEXGene	True	True
YGL079W	AY558485	FLEXGene	False	True
YGL078C	DQ331793	FLEXGene	True	True
YGL077C	AY723806	FLEXGene	True	True
YGL076C	DQ332874	FLEXGene	True	True
YGL075C	DQ331577	FLEXGene	True	True
YGL073W	EF058783	FLEXGene	False	True
YGL071W	AY723805	FLEXGene	False	True
YGL070C	AY557799	FLEXGene	True	True
YGL068W	EF058457	FLEXGene	True	True
YGL067W	AY693188	FLEXGene	True	True
YGL066W	DQ332590	FLEXGene	False	True
YGL065C	EF059314	FLEXGene	True	True
YGL064C	EF059298	FLEXGene	True	True
YGL063W	DQ332308	FLEXGene	True	True
YGL062W	DQ332274	FLEXGene	True	True
YGL061C	AY558484	FLEXGene	True	True
YGL060W	EF059169	FLEXGene	True	True
YGL059W	EF058363	FLEXGene	True	True
YGL058W	EF059247	FLEXGene	True	True
YGL057C	DQ332733	FLEXGene	True	True
YGL056C	AY693013	FLEXGene	True	True
YGL055W	AY693010	FLEXGene	True	True
YGL054C	AY558483	FLEXGene	True	True
YGL053W	AY693004	FLEXGene	False	True
YGL051W	DQ332394	FLEXGene	True	True
YGL050W	DQ331120	FLEXGene	True	True
YGL049C	DQ332470	FLEXGene	True	True
YGL048C	AY693135	FLEXGene	True	True
YGL047W	EF058387	FLEXGene	True	True
YGL045W	AY693085	FLEXGene	True	True
YGL044C	DQ333050	FLEXGene	True	True
YGL043W	DQ331700	FLEXGene	False	True
YGL041W-A		CCSB_additional	True	True
YGL041C-B		CCSB_additional	True	True
YGL040C	AY692744	FLEXGene	True	True
YGL039W	AY692765	FLEXGene	True	True
YGL038C	AY692749	FLEXGene	True	True
YGL037C	AY558481	FLEXGene	False	True
YGL036W	EF058418	FLEXGene	True	True
YGL035C	AY693159	FLEXGene	True	False
YGL034C	AY558482	FLEXGene	True	True
YGL033W		CCSB_additional	True	False
YGL032C	EF059291	FLEXGene	True	True
YGL031C		CCSB_additional	True	True
YGL030W		CCSB_additional	True	True
YGL029W	AY558480	FLEXGene	True	True
YGL028C	EF059176	FLEXGene	True	True
YGL027C	DQ331993	FLEXGene	True	True
YGL026C	DQ331977	FLEXGene	True	True
YGL025C	AY692967	FLEXGene	False	True
YGL023C	AY692918	FLEXGene	True	True
YGL022W	EF059017	FLEXGene	True	True
YGL021W	EF059010	FLEXGene	True	True
YGL020C	DQ332901	FLEXGene	True	True
YGL019W		CCSB_additional	True	True
YGL018C	AY558479	FLEXGene	True	True
YGL017W	DQ331698	FLEXGene	True	True
YGL016W	DQ331568	FLEXGene	True	True
YGL015C	EF058471	FLEXGene	False	True
YGL014W		CCSB_additional	True	True
YGL013C		CCSB_additional	True	True
YGL012W	AY693205	FLEXGene	True	True
YGL011C	DQ332613	FLEXGene	True	True
YGL010W	DQ331143	FLEXGene	True	True
YGL009C		CCSB_additional	True	True
YGL008C	DQ332513	FLEXGene	True	True
YGL007C-A	EF058685	FLEXGene	True	True
YGL007W	AY693239	FLEXGene	True	True
YGL006W-A	EF058721	FLEXGene	True	True
YGL006W		CCSB_additional	False	False
YGL005C	AY693131	FLEXGene	True	True
YGL004C	AY692599	FLEXGene	True	True
YGL003C	AY693078	FLEXGene	True	True
YGL002W	AY693075	FLEXGene	True	True
YGL001C	AY693026	FLEXGene	True	True
YGR001C		CCSB_additional	True	True
YGR002C	AY692656	FLEXGene	True	True
YGR003W	DQ331718	FLEXGene	True	True
YGR004W	EF058547	FLEXGene	True	True
YGR005C	AY692871	FLEXGene	True	True
YGR006W	DQ331861	FLEXGene	True	True
YGR007W	AY557830	FLEXGene	True	True
YGR008C	AY558270	FLEXGene	True	True
YGR009C	EF059059	FLEXGene	True	True
YGR010W	EF059448	FLEXGene	True	True
YGR012W	DQ331231	FLEXGene	True	True
YGR013W	EF058827	FLEXGene	True	True
YGR014W	DQ332847	FLEXGene	False	True
YGR015C	FLH237825.01X	FLEXGene	True	True
YGR016W	EF058530	FLEXGene	True	True
YGR017W	DQ331288	FLEXGene	True	True
YGR018C		CCSB_additional	True	True
YGR019W	AY692904	FLEXGene	True	True
YGR020C	DQ331684	FLEXGene	True	True
YGR021W	DQ332800	FLEXGene	False	True
YGR023W		CCSB_additional	True	True
YGR024C	AY558269	FLEXGene	True	True
YGR025W	AY557769	FLEXGene	True	True
YGR026W	EF058627	FLEXGene	True	True
YGR027C	EF059160	FLEXGene	True	True
YGR028W	AY557772	FLEXGene	False	True
YGR029W		CCSB_additional	True	True
YGR030C	AY558324	FLEXGene	True	True
YGR031W	AY557770	FLEXGene	True	True
YGR031C-A		CCSB_additional	True	True
YGR032W		CCSB_additional	False	True
YGR033C	DQ331049	FLEXGene	True	True
YGR034W		CCSB_additional	True	True
YGR035C	AY557818	FLEXGene	True	True
YGR035W-A	EF058680	FLEXGene	True	True
YGR036C	AY557771	FLEXGene	True	True
YGR037C	DQ333116	FLEXGene	True	True
YGR038W	DQ332492	FLEXGene	True	True
YGR039W	AY558545	FLEXGene	True	True
YGR040W	AY557773	FLEXGene	True	True
YGR041W	DQ332460	FLEXGene	True	True
YGR042W	DQ331187	FLEXGene	True	True
YGR043C	AY557832	FLEXGene	False	True
YGR044C	FLH144176.01X	FLEXGene	False	True
YGR045C	EF058652	FLEXGene	True	True
YGR046W	EF058469	FLEXGene	True	True
YGR047C	EF058850	FLEXGene	True	True
YGR048W	AY692806	FLEXGene	True	True
YGR049W	DQ331704	FLEXGene	True	True
YGR050C		CCSB_additional	True	True
YGR052W	DQ331324	FLEXGene	True	True
YGR053C	AY557823	FLEXGene	False	True
YGR054W	EF058588	FLEXGene	True	True
YGR055W	EF059035	FLEXGene	True	True
YGR056W	EF059094	FLEXGene	True	True
YGR057C	DQ331964	FLEXGene	True	True
YGR058W	EF058642	FLEXGene	True	True
YGR059W	DQ332120	FLEXGene	True	True
YGR060W	AY557827	FLEXGene	True	True
YGR061C		CCSB_additional	True	True
YGR062C	DQ332136	FLEXGene	True	True
YGR063C	AY693090	FLEXGene	True	True
YGR065C	EF059185	FLEXGene	True	True
YGR066C	AY692618	FLEXGene	True	True
YGR067C		CCSB_additional	True	True
YGR068C	EF058417	FLEXGene	True	True
YGR070W	DQ332640	FLEXGene	True	True
YGR071C	FLH237589.01X	FLEXGene	True	True
YGR072W	AY692750	FLEXGene	True	True
YGR074W	AY692847	FLEXGene	True	True
YGR075C	AY558507	FLEXGene	True	True
YGR076C	EF059260	FLEXGene	True	True
YGR077C	DQ332266	FLEXGene	False	True
YGR078C	AY557774	FLEXGene	True	True
YGR079W	DQ331137	FLEXGene	True	True
YGR080W	DQ332195	FLEXGene	True	True
YGR081C	DQ332201	FLEXGene	True	True
YGR082W	AY557775	FLEXGene	True	True
YGR083C	DQ333102	FLEXGene	True	True
YGR084C	EF059342	FLEXGene	True	True
YGR085C	DQ333002	FLEXGene	True	True
YGR086C	EF058316	FLEXGene	True	True
YGR087C	EF059148	FLEXGene	True	True
YGR088W	DQ332192	FLEXGene	True	True
YGR089W	EF058359	FLEXGene	True	True
YGR091W	AY723814	FLEXGene	True	True
YGR092W	DQ332114	FLEXGene	True	True
YGR093W	DQ331061	FLEXGene	True	True
YGR094W		CCSB_additional	False	False
YGR095C	DQ332294	FLEXGene	True	True
YGR096W	AY693109	FLEXGene	True	True
YGR097W	DQ332582	FLEXGene	True	True
YGR098C		CCSB_additional	False	True
YGR099W	EF059451	FLEXGene	True	True
YGR100W		CCSB_additional	False	True
YGR101W	DQ331925	FLEXGene	True	True
YGR102C	AY558325	FLEXGene	True	True
YGR103W	AY693015	FLEXGene	True	True
YGR104C	AY693017	FLEXGene	True	True
YGR105W	AY557816	FLEXGene	True	True
YGR106C	EF058330	FLEXGene	True	True
YGR108W		CCSB_additional	True	True
YGR109C	AY693095	FLEXGene	True	True
YGR110W	AY692593	FLEXGene	True	True
YGR111W	DQ331126	FLEXGene	True	True
YGR112W		CCSB_additional	True	False
YGR113W	DQ332444	FLEXGene	True	True
YGR116W	DQ332626	FLEXGene	True	True
YGR117C		CCSB_additional	True	True
YGR118W		CCSB_additional	True	True
YGR119C	AY723815	FLEXGene	True	True
YGR120C	DQ331537	FLEXGene	False	True
YGR121C		CCSB_additional	False	True
YGR121W-A	EF058744	FLEXGene	True	True
YGR122W	DQ331286	FLEXGene	True	True
YGR123C	AY558095	FLEXGene	True	True
YGR124W	AY692858	FLEXGene	True	True
YGR125W	DQ331325	FLEXGene	True	True
YGR126W	AY557777	FLEXGene	True	True
