orf_name	GenBank_accession	ORFeome_collection	screened_as_DB	screened_as_AD
YMR022W	AY558116	FLEXGene	True	True
YMR023C	DQ332044	FLEXGene	True	True
YMR024W	AY693061	FLEXGene	True	True
YMR025W	DQ332199	FLEXGene	True	True
YMR026C	AY693066	FLEXGene	True	True
YMR027W	DQ331081	FLEXGene	True	True
YMR028W	AY558399	FLEXGene	False	True
YMR029C	DQ332477	FLEXGene	True	True
YMR030W	AY557995	FLEXGene	False	True
YMR031C	DQ331308	FLEXGene	True	True
YMR032W		CCSB_additional	False	True
YMR030W-A	DQ331433	FLEXGene	True	True
YMR033W		CCSB_additional	False	False
YMR034C	AY692713	FLEXGene	False	True
YMR035W	AY692994	FLEXGene	True	True
YMR036C	EF059121	FLEXGene	False	True
YMR037C		CCSB_additional	True	True
YMR038C	AY558398	FLEXGene	False	True
YMR039C		CCSB_additional	True	True
YMR040W	EF058465	FLEXGene	True	True
YMR041C		CCSB_additional	True	True
YMR042W	AY692845	FLEXGene	False	True
YMR043W	AY557985	FLEXGene	True	True
YMR044W	EF058997	FLEXGene	False	True
YMR047C		CCSB_additional	False	True
YMR048W	AY558400	FLEXGene	False	True
YMR049C	FLH238236.01X	FLEXGene	True	True
YMR052W	DQ332065	FLEXGene	True	True
YMR053C	DQ332075	FLEXGene	True	True
YMR054W	DQ332099	FLEXGene	True	True
YMR055C	DQ332112	FLEXGene	True	True
YMR056C	DQ332250	FLEXGene	True	True
YMR058W	DQ332295	FLEXGene	True	True
YMR059W	DQ332329	FLEXGene	True	True
YMR060C	AY557989	FLEXGene	True	True
YMR061W	DQ333066	FLEXGene	True	True
YMR062C	DQ332299	FLEXGene	True	True
YMR063W	DQ333127	FLEXGene	True	True
YMR064W	EF059374	FLEXGene	True	True
YMR065W	DQ333163	FLEXGene	True	True
YMR066W	EF058438	FLEXGene	True	True
YMR067C	DQ331199	FLEXGene	True	True
YMR068W	EF058758	FLEXGene	False	True
YMR069W	AY557984	FLEXGene	True	True
YMR070W	AY693209	FLEXGene	True	True
YMR071C	AY558402	FLEXGene	True	True
YMR072W	AY557967	FLEXGene	True	True
YMR073C	AY557971	FLEXGene	True	True
YMR074C	EF058480	FLEXGene	True	True
YMR075W	EF058541	FLEXGene	True	True
YMR076C	EF058938	FLEXGene	True	True
YMR077C	DQ331737	FLEXGene	True	True
YMR078C	DQ331838	FLEXGene	True	True
YMR079W	EF059037	FLEXGene	True	True
YMR080C	EF059016	FLEXGene	True	True
YMR081C	AY692919	FLEXGene	False	True
YMR082C	AY558364	FLEXGene	True	True
YMR083W	AY692988	FLEXGene	True	True
YMR084W	AY692572	FLEXGene	True	True
YMR085W	DQ331058	FLEXGene	True	True
YMR086W	AY692576	FLEXGene	True	True
YMR087W	AY558403	FLEXGene	True	True
YMR088C	EF058349	FLEXGene	True	True
YMR089C	AY693099	FLEXGene	True	True
YMR090W	DQ331108	FLEXGene	True	True
YMR091C	DQ333084	FLEXGene	False	True
YMR092C	EF059377	FLEXGene	True	True
YMR093W	DQ332550	FLEXGene	True	True
YMR094W	DQ332567	FLEXGene	True	True
YMR095C	AY692745	FLEXGene	True	True
YMR096W		CCSB_additional	True	True
YMR097C	EF058784	FLEXGene	True	True
YMR098C	EF058451	FLEXGene	True	True
YMR099C	DQ331226	FLEXGene	False	True
YMR100W	DQ331572	FLEXGene	True	True
YMR101C	DQ331579	FLEXGene	True	True
YMR102C	EF058508	FLEXGene	False	True
YMR103C	AY558407	FLEXGene	True	True
YMR104C	DQ332912	FLEXGene	True	True
YMR105C	AY723853	FLEXGene	True	True
YMR105W-A	DQ331429	FLEXGene	True	True
YMR106C		CCSB_additional	True	True
YMR107W	AY558405	FLEXGene	False	True
YMR108W	AY692995	FLEXGene	True	True
YMR109W		CCSB_additional	False	True
YMR110C	DQ331186	FLEXGene	False	True
YMR111C	EF058434	FLEXGene	True	True
YMR112C	AY558406	FLEXGene	False	True
YMR113W	DQ331515	FLEXGene	True	True
YMR114C	DQ332769	FLEXGene	True	True
YMR115W	DQ331283	FLEXGene	True	True
YMR116C	EF058916	FLEXGene	True	True
YMR117C	DQ331708	FLEXGene	False	True
YMR118C	AY557968	FLEXGene	True	True
YMR119W	DQ331840	FLEXGene	False	True
YMR120C	EF058993	FLEXGene	True	True
YMR121C	EF059004	FLEXGene	True	True
YMR122C	AY558411	FLEXGene	True	True
YMR122W-A	EF058479	FLEXGene	True	True
YMR123W	AY558408	FLEXGene	True	True
YMR124W		CCSB_additional	True	True
YMR125W		CCSB_additional	False	True
YMR126C	DQ331044	FLEXGene	True	True
YMR127C	DQ333012	FLEXGene	True	True
YMR128W	FLH148260.01X	FLEXGene	True	True
YMR129W		CCSB_additional	True	True
YMR130W	AY557987	FLEXGene	True	True
YMR131C		CCSB_additional	False	True
YMR132C	DQ331050	FLEXGene	True	True
YMR133W		CCSB_additional	False	True
YMR134W	AY558410	FLEXGene	True	True
YMR135C	DQ332428	FLEXGene	True	True
YMR136W		CCSB_additional	False	True
YMR137C	EF059370	FLEXGene	True	True
YMR138W	AY558409	FLEXGene	True	True
YMR139W	AY557994	FLEXGene	True	True
YMR140W	DQ332466	FLEXGene	True	True
YMR141C	AY558412	FLEXGene	True	True
YMR142C	DQ333162	FLEXGene	False	True
YMR143W	DQ333167	FLEXGene	True	True
YMR144W	DQ331240	FLEXGene	True	True
YMR145C	AY692785	FLEXGene	True	True
YMR146C	AY558416	FLEXGene	True	True
YMR147W	AY558417	FLEXGene	True	True
YMR148W	AY558413	FLEXGene	True	True
YMR149W	AY558418	FLEXGene	True	True
YMR150C	AY558415	FLEXGene	True	True
YMR152W	AY558419	FLEXGene	True	True
YMR153W	DQ332952	FLEXGene	True	True
YMR154C	FLH113286.01X	FLEXGene	True	True
YMR155W	EF058625	FLEXGene	True	True
YMR156C	AY557979	FLEXGene	True	True
YMR157C	DQ332815	FLEXGene	True	True
YMR158W	AY558414	FLEXGene	True	True
YMR158C-A	DQ331065	FLEXGene	False	True
YMR159C	DQ332134	FLEXGene	False	True
YMR160W	AY692574	FLEXGene	True	True
YMR161W		CCSB_additional	True	True
YMR162C		CCSB_additional	False	False
YMR163C	EF058375	FLEXGene	True	True
YMR164C	EF059308	FLEXGene	False	True
YMR165C	DQ332500	FLEXGene	True	True
YMR166C	AY558121	FLEXGene	True	True
YMR167W	EF059420	FLEXGene	True	True
YMR168C	EF058754	FLEXGene	True	True
YMR169C	DQ332827	FLEXGene	True	True
YMR170C	DQ332652	FLEXGene	True	True
YMR171C		CCSB_additional	True	True
YMR172W		CCSB_additional	True	True
YMR173W	DQ331690	FLEXGene	True	True
YMR174C	AY558120	FLEXGene	True	True
YMR175W	AY558518	FLEXGene	True	True
YMR175W-A	DQ331399	FLEXGene	True	True
YMR176W		CCSB_additional	False	True
YMR177W	AY723854	FLEXGene	True	True
YMR178W	EF058389	FLEXGene	True	True
YMR179W	DQ332472	FLEXGene	False	True
YMR180C	AY693065	FLEXGene	True	True
YMR181C	AY557965	FLEXGene	False	True
YMR182C	DQ332393	FLEXGene	True	True
YMR182W-A	EF058727	FLEXGene	True	True
YMR183C	DQ333104	FLEXGene	True	True
YMR184W	AY557970	FLEXGene	True	True
YMR185W	EF058319	FLEXGene	True	True
YMR186W	DQ332054	FLEXGene	True	True
YMR187C	DQ331042	FLEXGene	True	True
YMR188C	EF059237	FLEXGene	False	True
YMR189W	DQ332218	FLEXGene	True	True
YMR190C		CCSB_additional	False	True
YMR191W	DQ331055	FLEXGene	True	True
YMR192W	DQ331062	FLEXGene	True	True
YMR193W	AY557982	FLEXGene	True	True
YMR194W		CCSB_additional	True	True
YMR194C-B	EF058689	FLEXGene	True	True
YMR195W	AY557963	FLEXGene	False	True
YMR196W	DQ331173	FLEXGene	True	True
YMR197C	DQ332588	FLEXGene	True	True
YMR198W	EF059454	FLEXGene	True	True
YMR199W	AY723855	FLEXGene	True	True
YMR200W	DQ331927	FLEXGene	True	True
YMR201C	DQ331935	FLEXGene	True	True
YMR202W	AY558122	FLEXGene	True	True
YMR203W	AY693021	FLEXGene	True	True
YMR204C	DQ332723	FLEXGene	True	True
YMR205C	DQ332091	FLEXGene	True	True
YMR206W	DQ331091	FLEXGene	True	True
YMR207C	EF059272	FLEXGene	True	True
YMR208W	DQ333114	FLEXGene	True	True
YMR209C	AY692616	FLEXGene	True	True
YMR210W	DQ331128	FLEXGene	True	True
YMR211W	DQ332433	FLEXGene	True	True
YMR212C	DQ332439	FLEXGene	False	True
YMR213W	AY693142	FLEXGene	True	True
YMR214W	DQ332616	FLEXGene	True	True
YMR215W	AY693202	FLEXGene	True	True
YMR216C	DQ332629	FLEXGene	True	True
YMR217W	DQ331514	FLEXGene	True	True
YMR218C	DQ331523	FLEXGene	True	True
YMR219W	DQ331553	FLEXGene	True	True
YMR220W	DQ331671	FLEXGene	True	True
YMR221C	DQ331284	FLEXGene	False	True
YMR222C		CCSB_additional	True	True
YMR223W	EF058936	FLEXGene	False	True
YMR224C	DQ331721	FLEXGene	False	True
YMR225C	DQ331828	FLEXGene	True	True
YMR226C	DQ332802	FLEXGene	True	True
YMR227C	DQ332664	FLEXGene	True	True
YMR228W	DQ332665	FLEXGene	True	True
YMR229C		CCSB_additional	False	False
YMR230W		CCSB_additional	True	True
YMR230W-A	EF058728	FLEXGene	True	True
YMR231W	DQ331974	FLEXGene	True	True
YMR232W	DQ332103	FLEXGene	False	True
YMR233W	AY557975	FLEXGene	True	True
YMR234W	DQ332149	FLEXGene	True	True
YMR235C	DQ332280	FLEXGene	True	True
YMR236W	DQ332340	FLEXGene	False	True
YMR237W	DQ331115	FLEXGene	True	True
YMR238W	EF059387	FLEXGene	True	True
YMR239C	DQ332534	FLEXGene	True	True
YMR240C	AY723856	FLEXGene	True	True
YMR241W	EF059399	FLEXGene	True	True
YMR242C		CCSB_additional	False	False
YMR242W-A	EF058679	FLEXGene	True	True
YMR243C	AY693213	FLEXGene	True	True
YMR244W	DQ331280	FLEXGene	True	True
YMR244C-A	EF058540	FLEXGene	True	True
YMR246W	DQ332892	FLEXGene	True	True
YMR247C	EF058657	FLEXGene	True	True
YMR247W-A	EF058674	FLEXGene	True	True
YMR250W	DQ332172	FLEXGene	True	True
YMR251W	AY692580	FLEXGene	True	True
YMR251W-A	EF059406	FLEXGene	True	True
YMR252C	AY558123	FLEXGene	True	True
YMR253C	AY723857	FLEXGene	True	True
YMR255W	EF059339	FLEXGene	True	True
YMR256C	AY558129	FLEXGene	True	True
YMR257C	AY693003	FLEXGene	True	True
YMR258C	AY692563	FLEXGene	True	True
YMR259C	DQ331039	FLEXGene	False	True
YMR260C	AY557964	FLEXGene	True	True
YMR261C	AY692968	FLEXGene	True	True
YMR262W	AY692731	FLEXGene	True	True
YMR263W	AY557972	FLEXGene	True	True
YMR264W	AY557973	FLEXGene	True	True
YMR265C	DQ331059	FLEXGene	True	True
YMR266W		CCSB_additional	False	False
YMR267W	DQ332331	FLEXGene	True	True
YMR268C	AY723858	FLEXGene	True	True
YMR269W	DQ331174	FLEXGene	True	True
YMR270C	AY693104	FLEXGene	True	True
YMR271C	AY557976	FLEXGene	True	True
YMR272C	AY693150	FLEXGene	True	True
YMR272W-B		CCSB_additional	True	True
YMR273C	DQ332512	FLEXGene	True	True
YMR274C		CCSB_additional	True	True
YMR275C	DQ332648	FLEXGene	True	True
YMR276W		CCSB_additional	True	True
YMR277W	DQ331561	FLEXGene	True	True
YMR278W	DQ332774	FLEXGene	True	True
YMR279C	DQ331262	FLEXGene	True	True
YMR280C	EF058848	FLEXGene	True	True
YMR281W	DQ331566	FLEXGene	True	True
YMR282C	DQ331574	FLEXGene	True	True
YMR283C	AY692815	FLEXGene	True	True
YMR284W	AY692863	FLEXGene	True	True
YMR285C	EF059501	FLEXGene	True	True
YMR286W	AY558130	FLEXGene	True	True
YMR287C	EF058969	FLEXGene	True	True
YMR288W	DQ331868	FLEXGene	True	True
YMR289W	DQ331344	FLEXGene	True	True
YMR290C	DQ332959	FLEXGene	True	True
YMR291W	FLH238088.01X	FLEXGene	True	True
YMR292W		CCSB_additional	True	True
YMR293C	DQ331374	FLEXGene	True	True
YMR294W	DQ333022	FLEXGene	False	True
YMR295C	AY557969	FLEXGene	True	True
YMR296C	AY693052	FLEXGene	True	True
YMR297W	DQ332344	FLEXGene	True	True
YMR298W	DQ331117	FLEXGene	True	True
YMR299C	DQ331118	FLEXGene	False	True
YMR300C	EF058981	FLEXGene	True	True
YMR301C	EF058983	FLEXGene	True	True
YMR302C		CCSB_additional	True	True
YMR303C	EF059086	FLEXGene	True	True
YMR304W	DQ331976	FLEXGene	False	True
YMR305C	DQ332081	FLEXGene	True	True
YMR306W		CCSB_additional	False	False
YMR307W	DQ332150	FLEXGene	True	True
YMR308C		CCSB_additional	True	True
YMR309C	DQ332317	FLEXGene	True	True
YMR310C	DQ331079	FLEXGene	True	True
YMR311C	AY557977	FLEXGene	True	True
YMR312W	AY557983	FLEXGene	True	True
YMR313C	EF059502	FLEXGene	True	True
YMR314W	AY557978	FLEXGene	False	True
YMR315W	AY557991	FLEXGene	True	True
YMR315W-A	EF058696	FLEXGene	True	True
YMR316W	EF058753	FLEXGene	True	True
YMR316C-A		CCSB_additional	True	True
YMR317W		CCSB_additional	True	True
YMR318C	DQ331662	FLEXGene	True	True
YMR319C		CCSB_additional	True	True
YMR320W		CCSB_additional	True	True
YMR321C		CCSB_additional	True	True
YMR322C	EF058345	FLEXGene	True	True
YMR323W	EF058353	FLEXGene	True	True
YMR325W		CCSB_additional	False	False
YNL339C		CCSB_additional	False	False
YNL336W		CCSB_additional	False	False
YNL335W	AY692690	FLEXGene	True	True
YNL334C	EF058962	FLEXGene	True	True
YNL333W	AY692873	FLEXGene	True	True
YNL332W	DQ331634	FLEXGene	True	True
YNL331C	DQ331605	FLEXGene	False	True
YNL330C	AY692813	FLEXGene	False	True
YNL329C	EF058814	FLEXGene	True	True
YNL328C	AY692768	FLEXGene	True	True
YNL327W	DQ331465	FLEXGene	True	True
YNL326C	DQ331165	FLEXGene	True	True
YNL325C	DQ332560	FLEXGene	True	True
YNL323W	DQ332522	FLEXGene	True	True
YNL322C	DQ332364	FLEXGene	True	True
YNL321W		CCSB_additional	True	True
YNL320W	DQ332818	FLEXGene	True	True
YNL318C		CCSB_additional	False	True
YNL317W	AY693058	FLEXGene	True	True
YNL316C	EF059503	FLEXGene	True	True
YNL315C	AY693039	FLEXGene	True	True
YNL314W	EF059125	FLEXGene	True	True
YNL313C	DQ331371	FLEXGene	True	True
YNL312W	DQ331980	FLEXGene	True	True
YNL311C	AY692711	FLEXGene	True	True
YNL310C	AY558366	FLEXGene	True	True
YNL309W	EF059052	FLEXGene	False	True
YNL308C		CCSB_additional	False	True
YNL307C	EF058965	FLEXGene	False	True
YNL306W	AY558132	FLEXGene	True	True
YNL305C	AY692679	FLEXGene	True	True
YNL304W	EF058937	FLEXGene	True	True
YNL302C		CCSB_additional	True	True
YNL301C	DQ332859	FLEXGene	True	True
YNL300W	AY692649	FLEXGene	True	True
YNL299W		CCSB_additional	True	True
YNL298W	DQ332082	FLEXGene	True	True
YNL297C	EF059095	FLEXGene	True	True
YNL295W	FLH238065.01X	FLEXGene	True	True
YNL294C	DQ332671	FLEXGene	True	True
YNL293W		CCSB_additional	False	True
YNL292W	EF059001	FLEXGene	True	True
YNL291C	DQ331795	FLEXGene	True	True
YNL290W	EF058913	FLEXGene	True	True
YNL289W	DQ331810	FLEXGene	True	True
YNL288W	DQ331701	FLEXGene	False	True
YNL287W	DQ331680	FLEXGene	True	True
YNL286W	AY558016	FLEXGene	True	True
YNL284C	DQ331494	FLEXGene	True	True
YNL283C	DQ332622	FLEXGene	True	True
YNL282W	EF059460	FLEXGene	True	True
YNL281W	EF059452	FLEXGene	True	True
YNL280C	DQ332593	FLEXGene	True	True
YNL279W	DQ331892	FLEXGene	True	True
YNL278W	DQ332670	FLEXGene	True	True
YNL277W-A	DQ331426	FLEXGene	True	True
YNL277W	EF059039	FLEXGene	True	True
YNL275W	EF058550	FLEXGene	True	True
YNL274C	AY692660	FLEXGene	True	True
YNL273W		CCSB_additional	False	False
YNL272C	EF058864	FLEXGene	True	True
YNL271C		CCSB_additional	True	True
YNL270C		CCSB_additional	True	True
YNL269W	DQ331070	FLEXGene	True	True
YNL268W	EF058411	FLEXGene	True	True
YNL267W		CCSB_additional	True	True
YNL265C	DQ332970	FLEXGene	True	True
YNL264C	AY692928	FLEXGene	True	True
YNL263C	DQ331782	FLEXGene	True	True
YNL262W		CCSB_additional	False	False
YNL261W	DQ331764	FLEXGene	True	True
YNL260C	EF058522	FLEXGene	True	True
YNL259C	AY558367	FLEXGene	False	True
YNL258C	DQ331630	FLEXGene	True	True
YNL257C	DQ331607	FLEXGene	True	True
YNL256W	DQ331472	FLEXGene	True	True
YNL255C	AY558002	FLEXGene	True	True
YNL254C	AY558024	FLEXGene	True	True
YNL253W	AY558028	FLEXGene	True	True
YNL252C	AY558015	FLEXGene	True	True
YNL251C		CCSB_additional	True	True
YNL250W	DQ332521	FLEXGene	True	True
YNL249C	AY723861	FLEXGene	False	True
YNL248C	AY558027	FLEXGene	True	True
YNL247W		CCSB_additional	False	True
YNL246W		CCSB_additional	False	True
YNL245C	AY693108	FLEXGene	True	True
YNL244C	EF059214	FLEXGene	True	True
YNL243W	EF059209	FLEXGene	True	True
YNL242W		CCSB_additional	False	True
YNL241C	AY692998	FLEXGene	True	True
YNL240C	AY692992	FLEXGene	True	True
YNL239W	DQ332004	FLEXGene	True	True
YNL238W	DQ331992	FLEXGene	True	True
YNL237W	DQ331973	FLEXGene	True	True
YNL236W		CCSB_additional	True	True
YNL234W	DQ331332	FLEXGene	True	True
YNL233W	DQ331748	FLEXGene	True	True
YNL232W	DQ332907	FLEXGene	True	True
YNL231C	AY558020	FLEXGene	True	True
YNL230C	DQ332669	FLEXGene	True	True
YNL229C	EF058989	FLEXGene	False	True
YNL227C	EF058513	FLEXGene	True	True
YNL225C	DQ331559	FLEXGene	False	True
YNL224C	DQ331215	FLEXGene	True	True
YNL223W	EF058409	FLEXGene	True	True
YNL222W	AY558421	FLEXGene	True	True
YNL221C	DQ332536	FLEXGene	True	True
YNL220W	DQ332528	FLEXGene	True	True
YNL219C	DQ333158	FLEXGene	True	True
YNL218W	AY693190	FLEXGene	True	True
YNL217W	AY558018	FLEXGene	True	True
YNL216W	DQ332581	FLEXGene	False	True
YNL215W	DQ332346	FLEXGene	True	True
YNL214W	EF059294	FLEXGene	True	True
YNL213C	DQ331063	FLEXGene	True	True
YNL212W	DQ332668	FLEXGene	True	True
YNL211C	EF058333	FLEXGene	True	True
YNL210W	AY693028	FLEXGene	True	True
YNL209W	EF059248	FLEXGene	True	True
YNL208W	DQ331076	FLEXGene	True	True
YNL207W	EF059225	FLEXGene	True	True
YNL206C	DQ332045	FLEXGene	False	True
YNL204C	AY693126	FLEXGene	True	True
YNL202W	AY693119	FLEXGene	False	True
YNL201C	DQ331119	FLEXGene	True	True
YNL200C	AY692583	FLEXGene	True	True
YNL199C	DQ333040	FLEXGene	False	True
YNL197C	EF059233	FLEXGene	False	True
YNL196C	EF058354	FLEXGene	True	True
YNL195C	DQ331038	FLEXGene	True	True
YNL194C	DQ331035	FLEXGene	True	True
YNL193W		CCSB_additional	True	False
YNL192W	DQ331902	FLEXGene	True	True
YNL191W	AY692717	FLEXGene	True	True
YNL190W	DQ331341	FLEXGene	True	True
YNL189W	DQ332928	FLEXGene	True	True
YNL188W	AY692882	FLEXGene	False	True
YNL187W		CCSB_additional	False	True
YNL186W	DQ331645	FLEXGene	True	True
YNL185C		CCSB_additional	True	True
YNL184C	AY693305	FLEXGene	True	True
YNL183C	EF058813	FLEXGene	False	True
YNL182C	EF058448	FLEXGene	True	True
YNL181W	DQ331218	FLEXGene	True	True
YNL180C	EF059423	FLEXGene	True	True
YNL178W	DQ331506	FLEXGene	True	True
YNL177C	DQ332576	FLEXGene	True	True
YNL176C	EF058419	FLEXGene	True	True
YNL175C	DQ332555	FLEXGene	True	True
YNL173C	DQ332366	FLEXGene	True	True
YNL172W		CCSB_additional	False	True
YNL169C	DQ332227	FLEXGene	True	True
YNL168C	DQ331031	FLEXGene	True	True
YNL167C	DQ332011	FLEXGene	True	True
YNL166C	DQ331996	FLEXGene	True	True
YNL165W	DQ331375	FLEXGene	True	True
YNL164C	DQ331881	FLEXGene	False	True
YNL163C	DQ331867	FLEXGene	True	True
YNL162W-A	DQ331265	FLEXGene	False	True
YNL162W		CCSB_additional	False	True
YNL161W		CCSB_additional	False	True
YNL160W	DQ331745	FLEXGene	True	True
YNL159C	EF059067	FLEXGene	False	True
YNL158W	DQ332801	FLEXGene	True	True
YNL157W	AY558004	FLEXGene	True	True
YNL156C	AY692695	FLEXGene	True	True
YNL155W	AY692693	FLEXGene	True	True
YNL154C	DQ331613	FLEXGene	True	True
YNL153C	AY692812	FLEXGene	True	True
YNL152W	AY558026	FLEXGene	True	True
YNL151C	DQ332830	FLEXGene	True	True
YNL149C	DQ332767	FLEXGene	True	True
YNL148C	EF058822	FLEXGene	True	True
YNL147W	DQ331486	FLEXGene	True	True
YNL146C-A		CCSB_additional	True	True
YNL146W		CCSB_additional	True	True
YNL145W	AY693189	FLEXGene	True	True
YNL144C		CCSB_additional	True	True
YNL143C		CCSB_additional	True	True
YNL142W	DQ332343	FLEXGene	True	True
YNL141W	DQ333074	FLEXGene	True	True
YNL140C	AY693303	FLEXGene	True	True
YNL139C	DQ332408	FLEXGene	True	True
YNL138W-A		CCSB_additional	True	True
YNL138W	DQ333103	FLEXGene	True	True
YNL137C	DQ332217	FLEXGene	True	True
YNL136W	EF058361	FLEXGene	True	True
YNL135C	AY557997	FLEXGene	True	True
YNL134C	AY558022	FLEXGene	True	True
YNL133C	AY558006	FLEXGene	True	True
YNL132W	DQ332038	FLEXGene	True	True
YNL131W	DQ332020	FLEXGene	True	True
YNL130C		CCSB_additional	True	True
YNL130C-A	EF058726	FLEXGene	True	True
YNL129W	AY558011	FLEXGene	True	True
YNL128W	FLH133721.01X	FLEXGene	False	True
YNL127W	DQ332496	FLEXGene	True	True
YNL126W	DQ332463	FLEXGene	True	True
YNL125C	DQ332313	FLEXGene	True	True
YNL124W	DQ332301	FLEXGene	True	True
YNL123W		CCSB_additional	False	True
YNL122C	AY692589	FLEXGene	False	True
YNL121C	EF058918	FLEXGene	True	True
YNL119W	AY723860	FLEXGene	True	True
YNL118C	EF058798	FLEXGene	True	True
YNL117W	FLH238075.01X	FLEXGene	True	True
YNL116W	EF058403	FLEXGene	True	True
YNL115C	AY692627	FLEXGene	True	True
YNL113W	AY558001	FLEXGene	True	True
YNL112W		CCSB_additional	True	True
YNL111C	AY693106	FLEXGene	True	True
YNL110C	AY693098	FLEXGene	True	True
YNL108C	EF058344	FLEXGene	True	True
YNL107W	AY693049	FLEXGene	True	True
YNL106C	DQ332127	FLEXGene	True	True
YNL104C	EF059110	FLEXGene	True	True
YNL103W		CCSB_additional	False	True
YNL102W		CCSB_additional	True	True
YNL101W	DQ331863	FLEXGene	True	True
YNL100W	AY692704	FLEXGene	True	True
YNL099C	DQ332424	FLEXGene	True	True
YNL098C	DQ333061	FLEXGene	True	True
YNL097C-B	EF058690	FLEXGene	True	True
YNL097C	AY693076	FLEXGene	True	True
YNL096C	DQ333046	FLEXGene	False	True
YNL095C	EF058315	FLEXGene	True	True
YNL094W	EF058312	FLEXGene	True	True
YNL093W	AY558420	FLEXGene	True	True
YNL092W	DQ332817	FLEXGene	False	True
YNL091W	EF059106	FLEXGene	False	True
YNL090W	DQ332964	FLEXGene	True	True
YNL088W		CCSB_additional	True	True
YNL087W		CCSB_additional	False	True
YNL086W	AY558520	FLEXGene	True	True
YNL084C	EF058995	FLEXGene	True	True
YNL083W		CCSB_additional	True	True
YNL082W		CCSB_additional	True	True
YNL081C		CCSB_additional	True	True
YNL080C	DQ332773	FLEXGene	True	True
YNL079C	AY692838	FLEXGene	True	True
YNL078W	DQ331654	FLEXGene	False	True
YNL077W	AY723859	FLEXGene	True	True
YNL076W	EF058834	FLEXGene	True	True
YNL075W	DQ331496	FLEXGene	True	True
YNL074C	AY692774	FLEXGene	True	True
YNL073W	DQ331478	FLEXGene	True	True
YNL072W	DQ332604	FLEXGene	True	True
YNL071W	AY693185	FLEXGene	True	True
YNL070W	AY558519	FLEXGene	True	True
YNL069C		CCSB_additional	True	True
YNL068C	DQ332417	FLEXGene	False	True
YNL067W-B		CCSB_additional	True	True
YNL067W	AY693129	FLEXGene	True	True
YNL066W	AY693128	FLEXGene	False	True
YNL065W	AY693122	FLEXGene	True	True
YNL064C		CCSB_additional	True	False
YNL063W	AY692585	FLEXGene	True	True
YNL062C	EF059229	FLEXGene	True	True
YNL061W	AY693060	FLEXGene	True	True
YNL059C	DQ331444	FLEXGene	True	True
YNL058C	AY692736	FLEXGene	False	True
YNL056W	AY692633	FLEXGene	True	True
YNL055C	DQ332504	FLEXGene	True	True
YNL054W	DQ332495	FLEXGene	True	True
YNL053W	EF059366	FLEXGene	True	True
YNL052W	AY558131	FLEXGene	True	True
YNL051W	DQ332300	FLEXGene	True	True
YNL050C		CCSB_additional	True	True
YNL049C	AY692828	FLEXGene	True	True
YNL048W		CCSB_additional	True	True
YNL047C	AY692658	FLEXGene	True	True
YNL046W	EF058492	FLEXGene	True	True
YNL045W	EF058453	FLEXGene	True	True
YNL044W		CCSB_additional	True	True
YNL042W-B	EF058673	FLEXGene	True	True
YNL042W	DQ331205	FLEXGene	True	True
YNL041C		CCSB_additional	False	True
YNL040W		CCSB_additional	True	True
YNL039W	DQ332374	FLEXGene	True	True
YNL038W	AY693112	FLEXGene	False	True
YNL037C	DQ332328	FLEXGene	True	True
YNL036W		CCSB_additional	False	True
YNL035C	EF058343	FLEXGene	True	True
YNL034W		CCSB_additional	True	True
YNL032W	EF059171	FLEXGene	False	True
YNL031C	AY692987	FLEXGene	True	True
YNL030W		CCSB_additional	True	True
YNL029C		CCSB_additional	True	True
YNL027W	FLH238266.01X	FLEXGene	False	True
YNL026W	FLH238001.01X	FLEXGene	True	True
YNL025C	DQ331746	FLEXGene	False	True
YNL024C-A	EF058720	FLEXGene	True	True
YNL024C	DQ331304	FLEXGene	True	True
YNL023C	DQ332667	FLEXGene	True	True
YNL022C	FLH237845.01X	FLEXGene	True	True
YNL021W	DQ331569	FLEXGene	False	True
YNL020C	DQ331534	FLEXGene	True	True
YNL019C	EF058658	FLEXGene	True	True
YNL018C	EF058472	FLEXGene	True	True
YNL016W		CCSB_additional	True	True
YNL015W	AY693217	FLEXGene	True	True
YNL014W	DQ332645	FLEXGene	True	True
YNL012W	EF059383	FLEXGene	True	True
YNL011C	EF058395	FLEXGene	True	True
YNL010W	DQ331136	FLEXGene	True	True
YNL009W	AY693154	FLEXGene	True	True
YNL008C		CCSB_additional	True	True
YNL007C	DQ332327	FLEXGene	True	True
YNL006W	EF059293	FLEXGene	False	True
YNL005C	AY693088	FLEXGene	False	True
YNL004W		CCSB_additional	True	True
YNL003C		CCSB_additional	True	True
YNL002C	AY693031	FLEXGene	True	True
YNL001W	DQ332666	FLEXGene	True	True
YNR001C	DQ332672	FLEXGene	True	True
YNR002C	DQ332043	FLEXGene	True	True
YNR003C		CCSB_additional	False	True
YNR004W	AY692584	FLEXGene	True	True
YNR006W	EF059251	FLEXGene	True	True
YNR007C		CCSB_additional	True	True
YNR008W	DQ333135	FLEXGene	True	True
YNR009W	AY692622	FLEXGene	True	True
YNR010W	AY558422	FLEXGene	False	True
YNR011C	EF058974	FLEXGene	True	True
YNR012W		CCSB_additional	True	True
YNR013C		CCSB_additional	True	False
YNR014W	DQ331372	FLEXGene	True	True
YNR015W	DQ332002	FLEXGene	True	True
