ad_orf_name	db_orf_name	in_screen_1	in_screen_2	in_screen_3	manual_score_growth
YDL233W	YGR142W	0	1	1	2
YPR045C	YGR195W	0	0	1	2
YCL033C	YIL008W	0	0	1	2
YGR262C	YNL153C	0	0	1	1
YMR267W	YLR291C	0	0	1	1
YDR067C	YLR291C	0	0	1	4
YKR035W-A	YLR291C	0	0	1	3
YNL086W	YGL153W	0	0	1	4
YDR489W	YPL135W	0	0	1	1
YGR161C	YAL016W	0	0	1	4
YNL086W	YMR052W	0	1	1	3
YNL086W	YNL086W	0	0	1	2
YCL033C	YBR125C	0	1	1	4
YJL148W	YMR269W	0	0	1	2
YER136W	YBR264C	0	0	1	4
YNR039C	YML031W	0	1	1	2
YLR204W	YMR269W	1	0	1	1
YHL006C	YGL243W	0	1	1	4
YHR033W	YDL087C	0	1	1	2
YPL065W	YJR102C	1	1	1	3
YPL191C	YDR410C	0	1	1	1
YHR033W	YOR368W	1	1	1	2
YHR033W	YBR227C	1	0	1	1
YPL146C	YOR368W	0	1	1	1
YBR007C	YOR368W	0	0	1	2
YMR299C	YLR368W	0	0	1	3
YOR075W	YDR498C	0	1	1	4
YLR407W	YOR061W	0	1	1	4
YMR153W	YDL015C	1	1	1	4
YMR077C	YNL189W	0	0	1	4
YDR308C	YNL189W	0	0	1	4
YIL152W	YHL006C	1	0	1	4
YNR004W	YPL157W	1	1	1	4
YOL149W	YML064C	0	0	1	1
YMR153W	YML064C	1	1	1	4
YIL152W	YML064C	0	1	1	4
YNL100W	YDL226C	0	0	1	2
YNL155W	YGR048W	0	0	1	2
YBL025W	YFR050C	1	1	1	4
YNL024C	YDR386W	0	0	1	4
YMR068W	YLR368W	0	1	1	1
YMR077C	YOR275C	0	0	1	4
YOR158W	YGR099W	0	0	1	3
YMR153W	YML125C	0	1	1	4
YNL099C	YHL029C	0	0	1	2
YLL029W	YNL189W	0	0	1	4
YER170W	YNL189W	0	0	1	4
YJR141W	YER143W	0	0	1	4
YNL147W	YER112W	0	1	1	4
YHR166C	YHR169W	0	0	1	4
YDR160W	YPL096C-A	0	0	1	2
YPR159W	YNL280C	0	0	1	1
YMR258C	YDR328C	1	1	1	4
YLR288C	YBL090W	1	0	1	2
YCR095C	YDR067C	1	1	1	4
YOR223W	YMR158W	1	1	1	4
YML121W	YHL004W	0	0	1	3
YLR288C	YGR102C	1	0	1	3
YPL188W	YJL124C	0	0	1	2
YHR193C	YDR252W	0	1	1	4
YML130C	YDR322C-A	0	1	1	1
YML130C	YNL315C	0	1	1	2
YIR011C	YLR291C	0	0	1	3
YHR008C	YLR291C	0	0	1	4
YIR015W	YLR291C	0	1	1	3
YPL188W	YGL017W	1	1	1	3
YPL188W	YDR079C-A	1	1	1	3
YDL043C	YLR291C	0	0	1	4
YML015C	YLR291C	0	0	1	2
YDR179C	YMR025W	0	1	1	4
YLR288C	YOR368W	0	1	1	3
YDR357C	YEL005C	1	0	1	4
YNL147W	YPR178W	0	0	1	3
YPL077C	YLR423C	0	0	1	3
YFR015C	YLR258W	0	0	1	1
YJL048C	YKL130C	1	1	1	4
YNL055C	YPR107C	0	0	1	2
YFL018C	YGR193C	0	0	1	4
YJR135C	YGL095C	1	1	1	3
YBL043W	YLR435W	0	0	1	3
YPR083W	YJL036W	0	0	1	3
YNL055C	YJR011C	1	1	1	3
YJL036W	YJR011C	0	1	1	2
YJR067C	YPL271W	1	1	1	2
YGR237C	YCR060W	0	1	1	4
YGR002C	YGR158C	0	1	1	4
YDL039C	YDR373W	0	0	1	4
YBR257W	YCR020C-A	0	1	1	4
YJL036W	YPR083W	0	0	1	1
YBR114W	YPR083W	1	1	1	1
YDL044C	YKR027W	0	0	1	2
YKL204W	YPL152W	0	0	1	4
YGR002C	YPR083W	0	0	1	3
YIR010W	YKR027W	0	1	1	4
YPL038W-A	YDR373W	0	1	1	2
YOR003W	YDR373W	1	1	1	4
YDL043C	YJL203W	1	0	1	4
YDL179W	YPL031C	1	1	1	3
YGL070C	YHR184W	0	0	1	4
YOL044W	YER026C	0	0	1	2
YLR267W	YAL062W	0	1	1	4
YDR078C	YML051W	0	0	1	4
YNL309W	YML051W	0	1	1	4
YDL116W	YNL258C	1	0	1	3
YDL020C	YML051W	0	0	1	3
YDR140W	YNR046W	0	1	1	4
YMR213W	YCR075W-A	1	1	1	2
YJL031C	YER134C	1	0	1	4
YIL097W	YKR022C	0	0	1	3
YNL290W	YJR068W	1	0	1	4
YNL125C	YLR050C	0	0	1	1
YPR159W	YLR050C	1	1	1	1
YNL125C	YML055W	0	0	1	1
YEL029C	YML064C	0	1	1	3
YHR033W	YML064C	1	0	1	2
YNR039C	YLR018C	0	1	1	1
YNR039C	YDL015C	1	1	1	2
YLR033W	YPL065W	0	0	1	2
YLR049C	YAL054C	0	0	1	4
YHR033W	YNL189W	0	0	1	2
YNR039C	YLR268W	0	1	1	1
YDR240C	YNL189W	0	0	1	3
YHR033W	YGR181W	0	0	1	2
YDR416W	YOR275C	1	0	1	2
YHR033W	YHR033W	0	0	1	1
YDR205W	YNR039C	0	1	1	3
YBR288C	YGR261C	1	1	1	4
YML077W	YDR472W	0	0	1	4
YBR107C	YDR254W	1	1	1	4
YGR133W	YAL055W	1	1	1	4
YNL072W	YLR154C	0	0	1	4
YPL173W	YMR055C	0	0	1	2
YLR356W	YPR020W	1	1	1	3
YGR239C	YIL160C	1	1	1	4
YJL030W	YIL122W	0	1	1	3
YPL173W	YGR052W	0	0	1	3
YGR082W	YDR373W	1	1	1	4
YIL127C	YKR092C	0	0	1	1
YPL173W	YGR158C	1	1	1	3
YGR078C	YGR286C	1	1	1	2
YHR139C	YDR373W	0	1	1	4
YJR096W	YGL115W	1	0	1	3
YJR003C	YJR048W	0	1	1	2
YPL173W	YOR123C	0	1	1	2
YPL173W	YFR015C	0	0	1	1
YMR211W	YDR188W	1	1	1	3
YPL077C	YPL166W	1	1	1	4
YDL160C-A	YOL086W-A	1	0	1	4
YDL175C	YML064C	0	1	0	3
YJR126C	YML055W	0	1	0	2
YHL006C	YML064C	0	1	0	2
YPL018W	YLR368W	0	1	0	2
YDR295C	YOL069W	0	1	0	3
YDR228C	YOR250C	0	1	0	2
YFR043C	YLR170C	0	1	0	2
YOR023C	YNL189W	1	1	0	3
YPL140C	YBR260C	0	1	0	4
YPL031C	YPL219W	0	1	0	4
YPL157W	YNL189W	0	1	0	2
YKL138C-A	YDR201W	0	1	0	4
YLR119W	YNR006W	0	1	0	2
YOR276W	YOL139C	0	1	0	4
YDL097C	YLR031W	0	1	0	2
YMR214W	YHR057C	1	1	0	1
YIR041W	YPL070W	0	1	0	4
YJL023C	YGL090W	0	1	0	3
YDR437W	YER083C	0	1	0	4
YEL005C	YDR469W	0	1	0	3
YDR375C	YDL089W	0	1	0	4
YIR018W	YNL189W	0	1	0	3
YLR254C	YOR269W	0	1	0	4
YPL173W	YML051W	0	1	0	3
YLR254C	YNL189W	0	1	0	1
YMR213W	YNL189W	0	1	0	2
YGL161C	YDL226C	0	1	0	4
YIR015W	YBR170C	0	1	0	3
YIL127C	YML051W	0	1	0	1
YEL020W-A	YCR075W-A	1	1	0	3
YLR433C	YLR315W	0	1	0	3
YLR385C	YML064C	0	1	0	2
YJR003C	YJR050W	0	1	0	2
YGR239C	YML051W	0	1	0	4
YPL173W	YNL189W	0	1	0	3
YDR077W	YDR044W	0	1	0	3
YKR038C	YJL184W	0	1	0	3
YOR066W	YPR120C	1	1	0	4
YPR159W	YML048W	0	1	0	1
YGR048W	YNL042W	0	1	0	2
YNL031C	YJL115W	0	1	0	2
YGR048W	YOR285W	0	1	0	3
YKL095W	YMR213W	0	1	0	2
YFR027W	YOL054W	0	1	0	2
YLR226W	YDR517W	0	1	0	4
YJR015W	YJL097W	0	1	0	2
YJR015W	YIR022W	0	1	0	1
YDR013W	YJL072C	0	1	0	1
YJR015W	YMR298W	0	1	0	2
YGL095C	YHR116W	0	1	0	4
YBL081W	YPL174C	0	1	0	4
YGR193C	YLR288C	0	1	0	1
YBR182C	YPL169C	0	1	0	4
YJL036W	YLR031W	0	1	0	4
YLR275W	YGR074W	1	1	0	1
YHR033W	YHL004W	0	1	0	2
YBR167C	YGR030C	0	1	0	4
YLR368W	YNL204C	0	1	0	4
YJL048C	YLR291C	0	1	0	4
YJR101W	YDR347W	0	1	0	4
YJR011C	YDR252W	0	1	0	3
YCR086W	YDR088C	0	1	0	2
YBL081W	YDR142C	0	1	0	2
YDL120W	YNL204C	0	1	0	3
YJR015W	YNL111C	0	1	0	1
YDR311W	YHL004W	0	1	0	2
YBL010C	YHL004W	0	1	0	1
YMR256C	YPL112C	0	1	0	1
YPL148C	YLR291C	0	1	0	3
YJL048C	YMR153W	0	1	0	4
YGL252C	YOR385W	0	1	0	2
YMR240C	YOR319W	1	1	0	4
YBL081W	YLR291C	0	1	0	4
YBR047W	YPL077C	0	1	0	2
YBR077C	YGR201C	0	1	0	3
YHR008C	YHR008C	0	1	0	4
YPL173W	YMR213W	0	1	0	3
YJL184W	YOR117W	0	1	0	2
YLR292C	YPL070W	0	1	0	2
YJL030W	YPL070W	0	1	0	2
YGL161C	YHR105W	0	1	0	4
YMR210W	YGL121C	0	1	0	2
YLR445W	YLR031W	1	1	0	4
YDR071C	YGR205W	1	1	0	3
YHR057C	YER083C	0	1	0	3
YIL062C	YNR035C	1	1	0	3
YDR184C	YML051W	0	1	0	2
YCL057C-A	YDL226C	0	1	0	3
YKL192C	YDL047W	0	1	0	4
YMR153W	YML055W	1	1	0	3
YMR153W	YLR018C	0	1	0	4
YDR067C	YML064C	1	1	0	4
YDL088C	YML064C	0	1	0	3
YER044C	YDL226C	1	1	0	2
YDR281C	YDL226C	0	1	0	3
YDL181W	YML064C	0	1	0	1
YNL100W	YKR014C	0	1	0	2
YDR308C	YOR216C	0	1	0	4
YNL086W	YNL189W	0	1	0	3
YDR318W	YNL189W	0	1	0	3
YDR067C	YNL189W	0	1	0	4
YGR030C	YBR167C	0	1	0	4
YJL004C	YPL191C	0	1	0	2
YIL152W	YML051W	0	1	0	4
YMR091C	YNL189W	0	1	0	1
YKR035W-A	YML064C	0	1	0	3
YNR061C	YDL226C	0	1	0	3
YNL086W	YPR105C	0	1	0	3
YGR168C	YNL093W	0	1	0	2
YDL132W	YDR328C	0	1	0	4
YGR168C	YJL185C	0	1	0	2
YMR293C	YGR102C	0	1	0	4
YGR168C	YDR142C	0	1	0	3
YGR168C	YDR265W	0	1	0	2
YDL097C	YLR408C	1	1	0	2
YLL039C	YGR268C	1	1	0	3
YMR137C	YGR268C	0	1	0	3
YLR102C	YHL004W	0	1	0	3
YLR119W	YLR291C	0	1	0	3
YGR168C	YPL112C	0	1	0	1
YGR168C	YOL147C	0	1	0	3
YFL060C	YLR291C	0	1	0	3
YBR257W	YLR291C	0	1	0	4
YLR102C	YLR291C	0	1	0	3
YGL209W	YGR152C	0	1	0	1
YGL209W	YEL015W	0	1	0	1
YHR181W	YOR181W	0	1	0	4
YGL209W	YKL007W	0	1	0	1
YPL002C	YDL087C	1	1	0	1
YBR237W	YGR013W	0	1	0	4
YOL036W	YMR168C	0	1	0	2
YBR182C	YOR368W	0	1	0	3
YAL008W	YGL029W	0	1	0	2
YDR446W	YEL005C	0	1	0	1
YBR111C	YOR368W	0	1	0	3
YPL002C	YOR368W	0	1	0	2
YBR182C	YER094C	0	1	0	4
YDR462W	YPR083W	1	1	0	3
YGL209W	YOR304C-A	0	1	0	2
YNL334C	YDR142C	0	1	0	1
YDR295C	YDR202C	1	1	0	2
YNL334C	YLR291C	0	1	0	3
YNL334C	YER009W	0	1	0	1
YAR007C	YJL173C	1	1	0	4
YPL157W	YNR004W	0	1	0	4
YGL176C	YPR110C	0	1	0	2
YDR200C	YMR052W	1	1	0	4
YHL006C	YKR083C	0	1	0	2
YJR050W	YLR291C	0	1	0	4
YIR017C	YPR083W	1	1	0	3
YPR083W	YPR083W	1	1	0	1
YDR292C	YKL154W	0	1	0	1
YGR168C	YGR168C	0	1	0	2
YLR099C	YOR304C-A	1	1	0	4
YDR295C	YMR052W	1	1	0	2
YLR119W	YLR119W	0	1	0	2
YDL077C	YMR231W	0	1	0	4
YKL012W	YLR119W	0	1	0	4
YLR119W	YPR083W	0	1	0	2
YLR183C	YHR105W	0	1	0	2
YGL209W	YML128C	0	1	0	1
YLR288C	YGR035C	0	1	0	2
YOR279C	YPR017C	1	1	0	3
YGL209W	YKL180W	0	1	0	2
YDR098C	YAL046C	1	1	0	2
YJL163C	YGR105W	0	1	0	4
YLR227C	YPL070W	0	1	0	2
YHR069C	YGR195W	0	1	0	1
YIL046W	YDR328C	1	1	0	3
YOR158W	YPL077C	1	1	0	2
YLR313C	YPL077C	1	1	0	1
YLR313C	YKR083C	0	1	0	3
YMR232W	YHL004W	0	1	0	2
YOR158W	YHL004W	0	1	0	3
YOR158W	YER009W	0	1	0	1
YKR081C	YBR175W	0	1	0	2
YNL075W	YER146W	0	1	0	4
YML097C	YGR268C	0	1	0	4
YPL282C	YDL087C	0	1	0	3
YCL033C	YER180C	0	1	0	4
YKL091C	YER016W	0	1	0	2
YDL087C	YLR291C	0	1	0	1
YOR158W	YDL087C	0	1	0	3
YNL075W	YLR291C	0	1	0	3
YMR077C	YGR122W	0	1	0	4
YDL233W	YDL087C	0	1	0	2
YML046W	YLR116W	1	1	0	4
YML121W	YOR368W	0	1	0	3
YIR018W	YOR368W	0	1	0	3
YGR235C	YOR368W	1	1	0	3
YJR003C	YDL087C	1	1	0	2
YLR052W	YDL002C	1	1	0	4
YHR050W	YIL089W	0	1	0	2
YML130C	YJL112W	0	1	0	4
YDL090C	YKL019W	0	1	0	1
YMR213W	YDL087C	1	1	0	2
YOR060C	YDL087C	0	1	0	3
YDR071C	YBR125C	0	1	0	3
YBR072C-A	YIR016W	0	1	0	3
YBL078C	YNL223W	0	1	0	1
YDR386W	YPL108W	0	1	0	2
YPL157W	YPL157W	0	1	0	2
YHR169W	YNR054C	0	1	0	2
YPL046C	YNL230C	0	1	0	4
YGR129W	YMR213W	1	1	0	2
YDR252W	YHR193C	1	1	0	4
YDR357C	YBR233W-A	1	1	0	4
YPL100W	YLR240W	0	1	0	4
YNL086W	YPL070W	0	1	0	4
YKL013C	YNR035C	1	1	0	2
YGR238C	YNL182C	0	1	0	3
YBR228W	YML064C	0	1	0	4
YPR128C	YML064C	0	1	0	4
YOL111C	YML064C	0	1	0	4
YOL111C	YNL189W	0	1	0	4
YFR035C	YDL015C	0	1	0	2
YPR178W	YDR473C	0	1	0	4
YGR057C	YML064C	0	1	0	2
YCL033C	YHR153C	0	1	0	3
YMR077C	YPL065W	0	1	0	4
YAL039C	YDR175C	0	1	0	2
YMR077C	YML064C	0	1	0	4
YMR068W	YBR170C	0	1	0	2
YAL039C	YNL189W	0	1	0	2
YMR068W	YNL189W	0	1	0	2
YDL002C	YOL069W	0	1	0	2
YLR313C	YOL069W	0	1	0	2
YOR158W	YER127W	0	1	0	3
YBR111W-A	YML051W	1	1	0	4
YJR003C	YIL150C	1	1	0	1
YIR018W	YDR388W	0	1	0	3
YJR010C-A	YLR066W	1	1	0	3
YOL077W-A	YDR373W	0	1	0	4
YDR076W	YIL132C	0	1	0	4
YGR048W	YPL280W	0	1	0	1
YPR159W	YGL225W	1	1	0	1
YLL042C	YBR217W	1	1	0	4
YDL004W	YPL271W	1	1	0	4
YPR107C	YJR011C	0	1	0	1
YOL036W	YCR086W	0	1	0	2
YBL010C	YJR011C	0	1	0	1
YBL081W	YBR165W	0	1	0	3
YDR311W	YGR005C	0	1	0	3
YDR022C	YAL036C	0	1	0	2
YGR002C	YJL036W	0	1	0	3
YPR174C	YBL057C	0	1	0	2
YDR311W	YBR101C	0	1	0	3
YJL048C	YJL048C	0	1	0	3
YDL044C	YLR347C	0	1	0	2
YBL043W	YOR115C	0	1	0	2
YOR158W	YPL166W	1	1	0	3
YLL004W	YDL113C	0	1	0	2
YIL050W	YPL031C	1	1	0	2
YDR375C	YGR026W	0	1	0	1
YLR097C	YDR328C	0	1	0	4
YLR267W	YDR328C	1	1	0	4
YLR288C	YNL135C	0	1	0	3
YGL209W	YJL124C	0	1	0	1
YNL214W	YDR142C	0	1	0	3
YLR197W	YEL026W	1	1	0	3
YGL209W	YKR083C	0	1	0	1
YER068W	YDR252W	0	1	0	2
YLR197W	YNR004W	1	1	0	1
YJR010C-A	YLR268W	1	1	0	4
YFR027W	YML064C	0	1	0	3
YGR048W	YGR048W	0	1	0	3
YGR048W	YMR233W	0	1	0	2
YGL004C	YGL048C	1	1	0	4
YGR048W	YBR170C	0	1	0	3
YGR048W	YHR107C	0	1	0	2
YAR035W	YAL054C	0	1	0	3
YNR039C	YGL263W	0	1	0	1
YHL027W	YOR275C	0	1	0	4
YJR010C-A	YGL010W	1	1	0	4
YGR048W	YJR056C	0	1	0	2
YGR048W	YLR345W	0	1	0	2
YPR159W	YLR026C	0	1	0	1
YLR275W	YER112W	0	1	0	1
YGR048W	YBR223C	0	1	0	2
YNL125C	YPL096C-A	1	1	0	2
YGR048W	YOR284W	0	1	0	2
YPL219W	YPL031C	1	1	0	4
YKL095W	YLR396C	0	1	0	2
YJR068W	YNL290W	0	1	0	4
YNR071C	YGL115W	0	1	0	4
YFL017W-A	YPR182W	0	1	0	2
YDR067C	YOR185C	0	1	0	3
YDR288W	YLR007W	1	1	0	4
YPR045C	YJR084W	0	1	0	4
YPL077C	YPR083W	0	1	0	3
YGR075C	YBR152W	0	1	0	4
YPL077C	YGL112C	0	1	0	3
YPL077C	YMR239C	0	1	0	1
YGR280C	YKR092C	0	1	0	3
YLL029W	YMR239C	0	1	0	3
YMR028W	YDL188C	0	1	0	3
YIL161W	YNL023C	0	1	0	4
YGR195W	YGR158C	0	1	0	2
YCR051W	YPL220W	1	1	0	4
YNL078W	YHR025W	0	1	0	1
YNL086W	YMR214W	0	1	0	3
YIL097W	YOR304C-A	1	1	0	3
YKL013C	YDL230W	0	1	0	2
YGR168C	YJL147C	0	1	0	2
YGR168C	YMR115W	0	1	0	2
YGR168C	YKL018C-A	0	1	0	1
YDL097C	YKL222C	0	1	0	2
YDR254W	YOR368W	0	1	0	3
YIL132C	YDR346C	1	1	0	3
YGR168C	YNL131W	0	1	0	1
YMR102C	YDL243C	0	1	0	2
YMR293C	YDL087C	0	1	0	3
YLL039C	YKR021W	0	1	0	1
YKL138C-A	YGR113W	1	1	0	4
YGR158C	YJR046W	0	1	0	2
YDR254W	YGR142W	0	1	0	4
YMR075W	YGR142W	0	1	0	2
YLR351C	YGR142W	0	1	0	2
YLR119W	YNL075W	0	1	0	2
YBR058C-A	YLR350W	0	1	0	2
YDR295C	YPL121C	0	1	0	1
YPL108W	YDR386W	0	1	0	4
YLR409C	YGL017W	0	1	0	1
YNL214W	YPL112C	1	1	0	2
YGL068W	YNL153C	0	1	0	2
YPL188W	YNL153C	1	1	0	2
YGR146C	YLR291C	0	1	0	3
YKL164C	YLR291C	0	1	0	4
YLL007C	YLR291C	0	1	0	2
YPL188W	YPL129W	1	1	0	2
YDL147W	YMR025W	0	1	0	3
YLR197W	YMR269W	0	1	0	4
YNR019W	YML031W	0	1	0	2
YBR270C	YJR046W	0	1	0	4
YLL049W	YLR423C	0	1	0	3
YNL334C	YFL059W	0	1	0	4
YPL166W	YJR046W	0	1	0	1
YDR228C	YLR108C	0	1	0	3
YHR036W	YGL054C	0	1	0	1
YHL006C	YDL087C	1	1	0	2
YCL017C	YER094C	0	1	0	2
YDR197W	YOR368W	0	1	0	3
YMR267W	YMR267W	0	1	0	1
YKR037C	YLR423C	1	1	0	1
YKR035W-A	YKR035W-A	0	1	0	3
YNL078W	YMR052W	0	1	0	1
YGR280C	YLL004W	0	1	0	2
YCL057C-A	YLR108C	0	1	0	2
YCL033C	YJR046W	0	1	0	3
YDR375C	YDR375C	0	1	0	4
YMR094W	YMR168C	0	1	0	3
YOR158W	YOR368W	0	1	0	4
YAL039C	YGR142W	0	1	0	1
YNL075W	YNL147W	0	1	0	3
YGR057C	YML095C	0	1	0	1
YPR178W	YNL147W	0	1	0	4
YNL037C	YOR136W	0	1	0	4
YOR158W	YGR113W	0	1	0	2
YDR375C	YML031W	0	1	0	4
YGR057C	YER094C	0	1	0	2
YPL135W	YER094C	0	1	0	2
YOR313C	YER094C	0	1	0	4
YDL233W	YDR388W	0	1	0	1
YGR143W	YOL002C	0	1	0	1
YGR057C	YJR046W	1	1	0	2
YDR375C	YLR108C	0	1	0	1
YMR068W	YMR094W	1	1	0	4
YML097C	YML097C	0	1	0	2
YCL033C	YJR070C	0	1	0	2
YJL203W	YDL043C	1	1	0	4
YPR159W	YOL002C	0	1	0	2
YDR175C	YJR046W	0	1	0	2
YOR265W	YFL037W	0	1	0	2
YGR048W	YGR249W	0	1	0	3
YML003W	YJR011C	0	1	0	4
YCL017C	YJR011C	0	1	0	1
YLR392C	YDL188C	0	1	0	2
YPL018W	YAL036C	0	1	0	3
YMR315W-A	YNL232W	0	1	0	4
YGL006W-A	YDR373W	0	1	0	4
YER079W	YNL154C	0	1	0	1
YNL334C	YMR239C	0	1	0	3
YLL009C	YMR239C	0	1	0	1
YCL017C	YMR239C	0	1	0	1
YMR122W-A	YDR373W	0	1	0	3
YML014W	YNR046W	1	1	0	4
YNL078W	YHR113W	0	1	0	1
YNL086W	YLR315W	1	1	0	4
YMR153W	YJL057C	0	1	0	4
YDR308C	YLR315W	0	1	0	4
YJL060W	YCL043C	0	1	0	4
YER170W	YLR315W	0	1	0	4
YHL006C	YCL017C	0	1	0	4
YLR201C	YCL017C	0	1	0	4
YDR295C	YLR315W	0	1	0	2
YHR116W	YGL095C	1	1	0	3
YPL173W	YJR011C	0	1	0	3
YHR008C	YJR011C	0	1	0	4
YER131W	YBR088C	1	1	0	3
YLR052W	YJR011C	0	1	0	1
YPL173W	YCR020C-A	0	1	0	2
YIR018W	YOR185C	0	1	0	2
YGR179C	YJL036W	1	1	0	3
YDR121W	YBR278W	1	1	0	4
YIL103W	YLR347C	0	1	0	3
YIR022W	YLR066W	0	1	0	3
YPL173W	YLR347C	0	1	0	3
YKR022C	YMR239C	1	1	0	1
YML130C	YCR003W	0	1	0	4
YBR167C	YDL159W	0	1	0	3
YGR048W	YDL044C	0	1	0	1
YOL129W	YJR044C	1	1	0	4
YDR130C	YOR185C	0	1	0	1
YOR132W	YJL036W	0	1	0	4
YLR368W	YOR057W	0	1	0	1
YDR130C	YJR011C	0	1	0	1
YPR159W	YJR073C	0	1	0	1
YLR275W	YPR182W	0	1	0	4
YGR048W	YPR182W	0	1	0	2
YKL029C	YLR347C	1	1	0	4
YGR158C	YBR165W	0	1	0	3
YGL215W	YBR165W	0	1	0	1
YBR122C	YBR103W	0	1	0	3
YKL117W	YCR060W	0	1	0	4
YCL063W	YBR109C	0	1	0	1
YGR158C	YNL232W	0	1	0	4
YGR168C	YGR177C	0	1	0	2
YMR310C	YKR027W	0	1	0	1
YKL138C-A	YJL036W	0	1	0	3
YDL111C	YGR158C	0	1	0	1
YDR495C	YMR231W	0	1	0	4
YPL243W	YDL159W	0	1	0	4
YPL152W	YBR126C	0	1	0	4
YKL012W	YER149C	0	1	0	2
YIR017C	YER149C	0	1	0	2
YBR257W	YDL159W	0	1	0	4
YKL204W	YGR158C	0	1	0	2
YPR174C	YEL017W	0	1	0	4
YDL044C	YMR055C	0	1	0	2
YNL232W	YGR158C	0	1	0	4
YMR256C	YCL056C	1	1	0	3
YJR015W	YNL234W	1	1	0	1
YJL048C	YBR273C	0	1	0	3
YJR152W	YCR024C-A	0	1	0	2
YPL278C	YGL115W	1	1	0	3
YGL252C	YNL076W	0	1	0	2
YEL051W	YGR020C	0	1	0	1
YKR063C	YLL035W	0	1	0	3
YGR048W	YMR052W	0	1	0	3
YGR048W	YBR083W	0	1	0	3
YGR048W	YMR153W	0	1	0	2
YDR076W	YDR004W	1	1	0	4
YHR060W	YKL119C	1	1	0	4
YOR060C	YFR015C	0	1	0	3
YKR022C	YPR083W	0	1	0	1
YGL161C	YGL198W	0	1	0	4
YDL214C	YGL115W	1	1	0	3
YJR003C	YPL151C	0	1	0	2
YEL029C	YIL113W	0	1	0	3
YGR048W	YER095W	1	1	0	3
YJR010C-A	YCR024C-A	1	1	0	4
YGL208W	YGL115W	1	1	0	4
YLR275W	YDR378C	1	1	0	4
YFR004W	YOR026W	0	1	0	1
YIL079C	YAL041W	1	1	0	3
YOR158W	YMR213W	0	1	0	4
YJR030C	YGR040W	1	1	0	4
YDR375C	YJL097W	0	1	0	1
YNL173C	YMR298W	0	1	0	1
YLR313C	YBR233W-A	1	1	0	2
YMR077C	YMR018W	0	1	0	4
YGR057C	YLR376C	0	1	0	2
YIL152W	YLR376C	0	1	0	4
YMR135C	YPL070W	1	1	0	3
YDR375C	YGR284C	1	1	0	1
YMR077C	YLR417W	0	1	0	4
YDR004W	YBR270C	0	1	0	4
YIL079C	YPL070W	0	1	0	4
YPL093W	YOL054W	0	1	0	2
YDR375C	YOR285W	0	1	0	4
YJL036W	YDL113C	0	1	0	4
YBL081W	YML064C	0	1	0	4
YMR022W	YMR264W	0	1	0	4
YJR152W	YLL014W	0	1	0	2
YPL148C	YML064C	1	1	0	3
YBR284W	YLR368W	0	1	0	1
YDR311W	YPL065W	0	1	0	3
YIL057C	YLR345W	0	1	0	2
YPR174C	YJL057C	0	1	0	4
YPL148C	YNL189W	0	1	0	3
YHR015W	YOR157C	0	1	0	2
YOR069W	YOR132W	0	1	0	4
YBL049W	YOR275C	0	1	0	2
YPL002C	YLR315W	0	1	0	1
YBR217W	YBL078C	0	1	0	4
YPR174C	YLR050C	0	1	0	3
YCL059C	YML093W	0	1	0	3
YJR058C	YFR043C	0	1	0	4
YDL044C	YNL189W	0	1	0	2
YPL001W	YEL056W	0	1	0	4
YJR015W	YPL096C-A	0	1	0	3
YAL020C	YBL071W-A	0	1	0	4
YDL108W	YPR025C	0	1	0	4
YIL152W	YLR288C	0	1	0	4
YOR158W	YLR031W	0	1	0	3
YBR282W	YMR168C	1	1	0	4
YPL188W	YER094C	0	1	0	2
YOL124C	YNR046W	1	1	0	4
YLR267W	YNL189W	0	1	0	3
YDL043C	YML064C	0	1	0	3
YOL044W	YLR268W	0	1	0	3
YER068W	YGL044C	1	1	0	4
YGL209W	YDL226C	0	1	0	1
YPL059W	YNL189W	1	1	0	2
YKL216W	YNL189W	1	1	0	3
YDL116W	YHR033W	0	1	0	2
YCR095C	YHL029C	1	1	0	4
YGL209W	YGR213C	0	1	0	1
YOR232W	YML051W	0	1	0	2
YCR095C	YNL189W	0	1	0	1
YLR267W	YOR375C	1	1	0	4
YGL209W	YGL007C-A	0	1	0	1
YDR295C	YMR002W	1	1	0	1
YBR270C	YBR165W	0	1	0	1
YPL149W	YBR217W	1	1	0	4
YBR282W	YBR103W	0	1	0	4
YJL163C	YPL192C	0	1	0	4
YOL044W	YPL192C	0	1	0	2
YDL043C	YBR026C	1	1	0	4
YBR270C	YAL036C	0	1	0	1
YBR282W	YGR158C	0	1	0	4
YPR017C	YER126C	0	1	0	4
YLR267W	YPL151C	1	1	0	4
YLR183C	YGR052W	1	1	0	2
YLL049W	YCL032W	0	1	0	2
YMR163C	YGL106W	0	1	0	4
YDR295C	YLR117C	0	1	0	2
YMR163C	YLR117C	0	1	0	4
YOL132W	YMR214W	0	1	0	3
YBR122C	YGL115W	0	1	0	3
YJL044C	YIL041W	0	1	0	4
YGR158C	YDL111C	0	1	0	3
YPR128C	YBL039W-B	0	1	0	4
YKL012W	YDL188C	0	1	0	1
YPL152W	YDL188C	0	1	0	2
YPR083W	YPL151C	0	1	0	2
YJL106W	YER020W	1	1	0	2
YNL055C	YPR103W	0	1	0	3
YJL044C	YOR089C	0	1	0	3
