orf_name_a	gene_name_a	orf_name_b	gene_name_b	n_evidence	category
YGR267C	FOL2	YJL141C	YAK1	1	Lit-NB
YFL010C	WWM1	YFL010C	WWM1	1	Lit-NB
YDR409W	SIZ1	YOR141C	ARP8	1	Lit-NB
YHR183W	GND1	YLR309C	IMH1	0	Lit-NB
YDR180W	SCC2	YMR076C	PDS5	1	Lit-NB
YBR111W-A	SUS1	YGL135W	RPL1B	1	Lit-NB
YDR256C	CTA1	YGR040W	KSS1	2	Lit-NB
YGR252W	GCN5	YHR023W	MYO1	1	Lit-NB
YKL101W	HSL1	YNL132W	KRE33	0	Lit-NB
YIL001W		YNL209W	SSB2	0	Lit-NB
YDR138W	HPR1	YLL026W	HSP104	0	Lit-NB
YDL029W	ARP2	YLR259C	HSP60	0	Lit-NB
YDR320C	SWA2	YHR165C	PRP8	0	Lit-NB
YDR226W	ADK1	YGL027C	CWH41	1	Lit-NB
YCL037C	SRO9	YDR477W	SNF1	0	Lit-NB
YDR316W	OMS1	YPL258C	THI21	0	Lit-NB
YDR195W	REF2	YKR002W	PAP1	1	Lit-NB
YDR147W	EKI1	YGL158W	RCK1	1	Lit-NB
YLR018C	POM34	YLR347C	KAP95	1	Lit-NB
YBL002W	HTB2	YKR048C	NAP1	2	Lit-NB
YFL007W	BLM10	YMR314W	PRE5	0	Lit-NB
YFL014W	HSP12	YGR161C	RTS3	0	Lit-NB
YGR193C	PDX1	YPL106C	SSE1	0	Lit-NB
YDL166C	FAP7	YPL131W	RPL5	1	Lit-NB
YDL148C	NOP14	YGR090W	UTP22	1	Lit-NB
YGR271W	SLH1	YNL209W	SSB2	0	Lit-NB
YBR128C	ATG14	YEL003W	GIM4	0	Lit-NB
YGL213C	SKI8	YKL015W	PUT3	0	Lit-NB
YAL005C	SSA1	YDR289C	RTT103	0	Lit-NB
YOL051W	GAL11	YOR174W	MED4	1	Lit-NB
YGL153W	PEX14	YNL009W	IDP3	1	Lit-NB
YDL075W	RPL31A	YDL191W	RPL35A	0	Lit-NB
YCR014C	POL4	YOR005C	DNL4	1	Lit-NB
YDL229W	SSB1	YER164W	CHD1	0	Lit-NB
YHR027C	RPN1	YJR064W	CCT5	0	Lit-NB
YJR070C	LIA1	YNL007C	SIS1	0	Lit-NB
YJL179W	PFD1	YOR108W	LEU9	0	Lit-NB
YGL122C	NAB2	YJL179W	PFD1	0	Lit-NB
YIL069C	RPS24B	YIL125W	KGD1	0	Lit-NB
YER043C	SAH1	YLR309C	IMH1	0	Lit-NB
YDR337W	MRPS28	YDR347W	MRP1	0	Lit-NB
YDL055C	PSA1	YNL271C	BNI1	0	Lit-NB
YDR381W	YRA1	YNL238W	KEX2	0	Lit-NB
YDR388W	RVS167	YOR195W	SLK19	0	Lit-NB
YGR285C	ZUO1	YKL166C	TPK3	1	Lit-NB
YCR014C	POL4	YKL145W	RPT1	0	Lit-NB
YKL009W	MRT4	YNL209W	SSB2	0	Lit-NB
YFL002C	SPB4	YOR046C	DBP5	1	Lit-NB
YBR105C	VID24	YNL085W	MKT1	0	Lit-NB
YBR234C	ARC40	YPL043W	NOP4	0	Lit-NB
YEL034W	HYP2	YPL111W	CAR1	0	Lit-NB
YBR010W	HHT1	YLR055C	SPT8	1	Lit-NB
YIL046W	MET30	YNL153C	GIM3	0	Lit-NB
YDL212W	SHR3	YNL096C	RPS7B	1	Lit-NB
YDL130W	RPP1B	YFL002C	SPB4	1	Lit-NB
YHR064C	SSZ1	YPR105C	COG4	0	Lit-NB
YHR065C	RRP3	YIR010W	DSN1	1	Lit-NB
YER165W	PAB1	YPR129W	SCD6	1	Lit-NB
YDL166C	FAP7	YHR082C	KSP1	1	Lit-NB
YDL229W	SSB1	YLR292C	SEC72	1	Lit-NB
YCR004C	YCP4	YHR200W	RPN10	1	Lit-NB
YDL229W	SSB1	YHR155W	LAM1	0	Lit-NB
YAL024C	LTE1	YNL153C	GIM3	0	Lit-NB
YKL166C	TPK3	YLR003C	CMS1	1	Lit-NB
YBL075C	SSA3	YOR184W	SER1	0	Lit-NB
YAL005C	SSA1	YHR178W	STB5	0	Lit-NB
YDL131W	LYS21	YOR117W	RPT5	1	Lit-NB
YGR080W	TWF1	YNL110C	NOP15	1	Lit-NB
YHL004W	MRP4	YJL063C	MRPL8	1	Lit-NB
YBR034C	HMT1	YOR290C	SNF2	2	Lit-NB
YDR188W	CCT6	YNR032C-A	HUB1	0	Lit-NB
YKL186C	MTR2	YNL207W	RIO2	1	Lit-NB
YLR323C	CWC24	YMR213W	CEF1	1	Lit-NB
YAL005C	SSA1	YDR137W	RGP1	0	Lit-NB
YDL229W	SSB1	YJL154C	VPS35	1	Lit-NB
YPL012W	RRP12	YPL141C	FRK1	1	Lit-NB
YBR009C	HHF1	YNL216W	RAP1	1	Lit-NB
YBR119W	MUD1	YNL124W	NAF1	1	Lit-NB
YDL143W	CCT4	YNL153C	GIM3	0	Lit-NB
YCR028C-A	RIM1	YDR409W	SIZ1	1	Lit-NB
YDL229W	SSB1	YHR007C	ERG11	0	Lit-NB
YAL005C	SSA1	YOR207C	RET1	0	Lit-NB
YGR086C	PIL1	YLR429W	CRN1	0	Lit-NB
YIR010W	DSN1	YLR448W	RPL6B	1	Lit-NB
YER090W	TRP2	YLR180W	SAM1	0	Lit-NB
YDR312W	SSF2	YJL164C	TPK1	1	Lit-NB
YGR276C	RNH70	YPL204W	HRR25	1	Lit-NB
YLL024C	SSA2	YLR113W	HOG1	0	Lit-NB
YLR258W	GSY2	YMR308C	PSE1	0	Lit-NB
YLR116W	MSL5	YLR298C	YHC1	1	Lit-NB
YKL141W	SDH3	YPL106C	SSE1	0	Lit-NB
YDR320C	SWA2	YPR135W	CTF4	0	Lit-NB
YGR040W	KSS1	YPR010C	RPA135	0	Lit-NB
YFR015C	GSY1	YGL200C	EMP24	0	Lit-NB
YBR169C	SSE2	YKL101W	HSL1	1	Lit-NB
YAL005C	SSA1	YOR289W		0	Lit-NB
YOL040C	RPS15	YOR096W	RPS7A	0	Lit-NB
YDL229W	SSB1	YMR209C		0	Lit-NB
YAL005C	SSA1	YNR041C	COQ2	0	Lit-NB
YDL147W	RPN5	YGL011C	SCL1	1	Lit-NB
YJL101C	GSH1	YLL026W	HSP104	0	Lit-NB
YBR171W	SEC66	YLR026C	SED5	1	Lit-NB
YBR017C	KAP104	YHR020W		0	Lit-NB
YBR009C	HHF1	YDR073W	SNF11	1	Lit-NB
YJR045C	SSC1	YPR111W	DBF20	0	Lit-NB
YCL057W	PRD1	YPL240C	HSP82	0	Lit-NB
YDR127W	ARO1	YIL106W	MOB1	1	Lit-NB
YBL022C	PIM1	YKL016C	ATP7	1	Lit-NB
YER159C	BUR6	YNL064C	YDJ1	0	Lit-NB
YDR381W	YRA1	YKR086W	PRP16	1	Lit-NB
YDL209C	CWC2	YGR129W	SYF2	2	Lit-NB
YDR080W	VPS41	YER123W	YCK3	2	Lit-NB
YDR123C	INO2	YPL248C	GAL4	1	Lit-NB
YBR009C	HHF1	YMR070W	MOT3	1	Lit-NB
YEL003W	GIM4	YJL041W	NSP1	0	Lit-NB
YAR002W	NUP60	YLR166C	SEC10	1	Lit-NB
YGR130C		YNL153C	GIM3	0	Lit-NB
YLL024C	SSA2	YNL118C	DCP2	0	Lit-NB
YJR009C	TDH2	YNL273W	TOF1	0	Lit-NB
YGR158C	MTR3	YLL024C	SSA2	0	Lit-NB
YAL005C	SSA1	YAL061W	BDH2	0	Lit-NB
YNL161W	CBK1	YOR007C	SGT2	0	Lit-NB
YGR159C	NSR1	YJL164C	TPK1	1	Lit-NB
YDR258C	HSP78	YOR141C	ARP8	0	Lit-NB
YBR162C	TOS1	YDR238C	SEC26	0	Lit-NB
YJL023C	PET130	YML091C	RPM2	0	Lit-NB
YFL039C	ACT1	YLR196W	PWP1	0	Lit-NB
YDL229W	SSB1	YDR137W	RGP1	0	Lit-NB
YDL229W	SSB1	YJL041W	NSP1	0	Lit-NB
YJL008C	CCT8	YJR093C	FIP1	0	Lit-NB
YJL014W	CCT3	YMR106C	YKU80	0	Lit-NB
YDL027C	MRX9	YNL209W	SSB2	0	Lit-NB
YBR217W	ATG12	YIL128W	MET18	0	Lit-NB
YGL128C	CWC23	YML049C	RSE1	0	Lit-NB
YGR215W	RSM27	YNL306W	MRPS18	0	Lit-NB
YNL121C	TOM70	YPR106W	ISR1	1	Lit-NB
YER177W	BMH1	YLR433C	CNA1	1	Lit-NB
YDR099W	BMH2	YDR490C	PKH1	0	Lit-NB
YDR523C	SPS1	YER178W	PDA1	0	Lit-NB
YGR095C	RRP46	YGR195W	SKI6	8	Lit-NB
YDR258C	HSP78	YLR304C	ACO1	0	Lit-NB
YIL069C	RPS24B	YOR204W	DED1	0	Lit-NB
YBR171W	SEC66	YDL229W	SSB1	0	Lit-NB
YHL030W	ECM29	YHL033C	RPL8A	1	Lit-NB
YER177W	BMH1	YGL252C	RTG2	2	Lit-NB
YDL084W	SUB2	YDR224C	HTB1	1	Lit-NB
YKL052C	ASK1	YOR351C	MEK1	1	Lit-NB
YJR016C	ILV3	YPR165W	RHO1	0	Lit-NB
YDR510W	SMT3	YPL139C	UME1	1	Lit-NB
YAL024C	LTE1	YPL240C	HSP82	0	Lit-NB
YDL043C	PRP11	YOR374W	ALD4	0	Lit-NB
YGL189C	RPS26A	YHL030W	ECM29	1	Lit-NB
YIR010W	DSN1	YMR005W	TAF4	1	Lit-NB
YDL088C	ASM4	YLR347C	KAP95	3	Lit-NB
YKL170W	MRPL38	YOL027C	MDM38	1	Lit-NB
YMR125W	STO1	YNL330C	RPD3	0	Lit-NB
YBR254C	TRS20	YGR166W	TRS65	1	Lit-NB
YDR099W	BMH2	YDR129C	SAC6	0	Lit-NB
YCL014W	BUD3	YDR409W	SIZ1	1	Lit-NB
YER012W	PRE1	YMR247C	RKR1	1	Lit-NB
YPR088C	SRP54	YPR088C	SRP54	0	Lit-NB
YER087W	AIM10	YNL209W	SSB2	0	Lit-NB
YGL076C	RPL7A	YNL255C	GIS2	1	Lit-NB
YGR118W	RPS23A	YML073C	RPL6A	0	Lit-NB
YKL100C	YPF1	YNL209W	SSB2	0	Lit-NB
YDL002C	NHP10	YLR052W	IES3	1	Lit-NB
YHR066W	SSF1	YHR088W	RPF1	1	Lit-NB
YLR259C	HSP60	YMR113W	FOL3	0	Lit-NB
YDR466W	PKH3	YOR201C	MRM1	1	Lit-NB
YML001W	YPT7	YOR106W	VAM3	1	Lit-NB
YIL017C	VID28	YNL064C	YDJ1	0	Lit-NB
YLR259C	HSP60	YPL063W	TIM50	1	Lit-NB
YDL229W	SSB1	YGR263C	SAY1	0	Lit-NB
YGL120C	PRP43	YLR197W	NOP56	1	Lit-NB
YDR064W	RPS13	YLL024C	SSA2	0	Lit-NB
YCR032W	BPH1	YOL057W		0	Lit-NB
YER048C	CAJ1	YML069W	POB3	0	Lit-NB
YBR108W	AIM3	YHR082C	KSP1	1	Lit-NB
YER151C	UBP3	YOR369C	RPS12	1	Lit-NB
YCR028C-A	RIM1	YJL173C	RFA3	0	Lit-NB
YER029C	SMB1	YLR175W	CBF5	1	Lit-NB
YGL099W	LSG1	YMR194W	RPL36A	0	Lit-NB
YBR010W	HHT1	YDR028C	REG1	1	Lit-NB
YDR382W	RPP2B	YNL096C	RPS7B	0	Lit-NB
YHR089C	GAR1	YMR186W	HSC82	0	Lit-NB
YFL037W	TUB2	YGL238W	CSE1	0	Lit-NB
YDR398W	UTP5	YEL055C	POL5	0	Lit-NB
YBR011C	IPP1	YDL203C	ACK1	0	Lit-NB
YLL024C	SSA2	YPL082C	MOT1	0	Lit-NB
YBR197C		YLL024C	SSA2	0	Lit-NB
YHL004W	MRP4	YPR100W	MRPL51	1	Lit-NB
YDL197C	ASF2	YDR258C	HSP78	0	Lit-NB
YER022W	SRB4	YIL142W	CCT2	0	Lit-NB
YBL016W	FUS3	YER122C	GLO3	1	Lit-NB
YBL092W	RPL32	YFR032C-A	RPL29	0	Lit-NB
YAL005C	SSA1	YPR035W	GLN1	0	Lit-NB
YHR164C	DNA2	YNL064C	YDJ1	0	Lit-NB
YHL007C	STE20	YPR032W	SRO7	1	Lit-NB
YAL005C	SSA1	YOR113W	AZF1	0	Lit-NB
YBL090W	MRP21	YDR337W	MRPS28	0	Lit-NB
YER148W	SPT15	YGL019W	CKB1	2	Lit-NB
YHR069C	RRP4	YNL232W	CSL4	4	Lit-NB
YIR008C	PRI1	YPR019W	MCM4	1	Lit-NB
YEL037C	RAD23	YOR261C	RPN8	0	Lit-NB
YNL172W	APC1	YOR249C	APC5	1	Lit-NB
YJR144W	MGM101	YLR074C	BUD20	0	Lit-NB
YDR510W	SMT3	YLR335W	NUP2	2	Lit-NB
YIL031W	ULP2	YKR092C	SRP40	1	Lit-NB
YLR399C	BDF1	YNL007C	SIS1	0	Lit-NB
YDR381W	YRA1	YPR162C	ORC4	0	Lit-NB
YDR138W	HPR1	YER048C	CAJ1	0	Lit-NB
YDR334W	SWR1	YLR090W	XDJ1	0	Lit-NB
YMR131C	RRB1	YOR001W	RRP6	1	Lit-NB
YDL213C	NOP6	YOL041C	NOP12	0	Lit-NB
YHR064C	SSZ1	YNL309W	STB1	0	Lit-NB
YGL076C	RPL7A	YGL111W	NSA1	0	Lit-NB
YAL028W	FRT2	YOR324C	FRT1	1	Lit-NB
YGR085C	RPL11B	YPL143W	RPL33A	0	Lit-NB
YBR009C	HHF1	YOR058C	ASE1	1	Lit-NB
YAL005C	SSA1	YPL179W	PPQ1	0	Lit-NB
YGR082W	TOM20	YLR168C	UPS2	1	Lit-NB
YFR041C	ERJ5	YOR310C	NOP58	0	Lit-NB
YDL229W	SSB1	YPL163C	SVS1	0	Lit-NB
YNL069C	RPL16B	YNL255C	GIS2	1	Lit-NB
YAL043C	PTA1	YBR169C	SSE2	0	Lit-NB
YBR055C	PRP6	YFL017W-A	SMX2	0	Lit-NB
YOR212W	STE4	YOR281C	PLP2	1	Lit-NB
YIL071C	PCI8	YIL071C	PCI8	0	Lit-NB
YJL033W	HCA4	YJL033W	HCA4	1	Lit-NB
YKR063C	LAS1	YML010W	SPT5	1	Lit-NB
YLL007C	LMO1	YNL064C	YDJ1	0	Lit-NB
YJL041W	NSP1	YNL153C	GIM3	0	Lit-NB
YGR134W	CAF130	YHR064C	SSZ1	0	Lit-NB
YJL034W	KAR2	YOR361C	PRT1	0	Lit-NB
YLL024C	SSA2	YPR180W	AOS1	0	Lit-NB
YDL106C	PHO2	YLR359W	ADE13	1	Lit-NB
YDR320C	SWA2	YOR027W	STI1	0	Lit-NB
YFL005W	SEC4	YHR200W	RPN10	1	Lit-NB
YBR020W	GAL1	YJL179W	PFD1	0	Lit-NB
YDL070W	BDF2	YHR082C	KSP1	1	Lit-NB
YDR428C	BNA7	YLL036C	PRP19	1	Lit-NB
YBR118W	TEF2	YHR120W	MSH1	1	Lit-NB
YBR160W	CDC28	YDL153C	SAS10	1	Lit-NB
YDL239C	ADY3	YNL209W	SSB2	0	Lit-NB
YDL229W	SSB1	YJR043C	POL32	0	Lit-NB
YAL005C	SSA1	YAL029C	MYO4	0	Lit-NB
YDR320C	SWA2	YGL195W	GCN1	0	Lit-NB
YBL027W	RPL19B	YFR032C-A	RPL29	0	Lit-NB
YBR253W	SRB6	YGL030W	RPL30	0	Lit-NB
YGL158W	RCK1	YLR055C	SPT8	1	Lit-NB
YDL097C	RPN6	YDR180W	SCC2	0	Lit-NB
YDL199C		YLL024C	SSA2	0	Lit-NB
YGL019W	CKB1	YKL160W	ELF1	3	Lit-NB
YNL209W	SSB2	YOL021C	DIS3	0	Lit-NB
YBR202W	MCM7	YDR013W	PSF1	2	Lit-NB
YGR074W	SMD1	YHR086W	NAM8	2	Lit-NB
YIL035C	CKA1	YMR290C	HAS1	0	Lit-NB
YCL037C	SRO9	YPR088C	SRP54	0	Lit-NB
YGL246C	RAI1	YOR048C	RAT1	5	Lit-NB
YLL024C	SSA2	YPR002W	PDH1	0	Lit-NB
YJR045C	SSC1	YPR161C	SGV1	0	Lit-NB
YBL003C	HTA2	YNL255C	GIS2	1	Lit-NB
YPL153C	RAD53	YPR091C	NVJ2	1	Lit-NB
YJR043C	POL32	YNL064C	YDJ1	0	Lit-NB
YKL023W		YPL026C	SKS1	1	Lit-NB
YDR432W	NPL3	YOL127W	RPL25	1	Lit-NB
YBR065C	ECM2	YDR429C	TIF35	0	Lit-NB
YDR258C	HSP78	YDR429C	TIF35	0	Lit-NB
YMR072W	ABF2	YOL012C	HTZ1	1	Lit-NB
YDR322W	MRPL35	YLL024C	SSA2	0	Lit-NB
YHR064C	SSZ1	YLR276C	DBP9	0	Lit-NB
YGL103W	RPL28	YOL127W	RPL25	0	Lit-NB
YBR055C	PRP6	YLR432W	IMD3	0	Lit-NB
YDL132W	CDC53	YOR254C	SEC63	0	Lit-NB
YBL075C	SSA3	YJL128C	PBS2	0	Lit-NB
YIL043C	CBR1	YPL249C-A	RPL36B	0	Lit-NB
YDR172W	SUP35	YNL007C	SIS1	2	Lit-NB
YGL151W	NUT1	YML007W	YAP1	0	Lit-NB
YER151C	UBP3	YLR167W	RPS31	1	Lit-NB
YFR010W	UBP6	YOR261C	RPN8	1	Lit-NB
YDR002W	YRB1	YMR235C	RNA1	0	Lit-NB
YDR258C	HSP78	YJL041W	NSP1	0	Lit-NB
Q0080	ATP8	YLR203C	MSS51	2	Lit-NB
YDR258C	HSP78	YFL008W	SMC1	0	Lit-NB
YGL030W	RPL30	YGR281W	YOR1	0	Lit-NB
YBR169C	SSE2	YOR034C	AKR2	0	Lit-NB
YBL045C	COR1	YMR059W	SEN15	0	Lit-NB
YDL014W	NOP1	YJL109C	UTP10	1	Lit-NB
YER125W	RSP5	YOR241W	MET7	1	Lit-NB
YKL006W	RPL14A	YPL254W	HFI1	1	Lit-NB
YEL058W	PCM1	YHR064C	SSZ1	0	Lit-NB
YBR073W	RDH54	YDL229W	SSB1	0	Lit-NB
YCL014W	BUD3	YNL209W	SSB2	0	Lit-NB
YDR130C	FIN1	YPL226W	NEW1	1	Lit-NB
YJL179W	PFD1	YMR017W	SPO20	0	Lit-NB
YHR191C	CTF8	YMR078C	CTF18	2	Lit-NB
YGL143C	MRF1	YOR254C	SEC63	0	Lit-NB
YHR064C	SSZ1	YMR309C	NIP1	0	Lit-NB
YHL002W	HSE1	YOR138C	RUP1	1	Lit-NB
YCL018W	LEU2	YJL005W	CYR1	0	Lit-NB
YDR099W	BMH2	YMR059W	SEN15	0	Lit-NB
YLL001W	DNM1	YLL024C	SSA2	0	Lit-NB
YBR142W	MAK5	YGL030W	RPL30	0	Lit-NB
YBR196C	PGI1	YHR030C	SLT2	0	Lit-NB
YDL126C	CDC48	YJR017C	ESS1	0	Lit-NB
YBL058W	SHP1	YBR223C	TDP1	0	Lit-NB
YMR263W	SAP30	YOL004W	SIN3	3	Lit-NB
YIR001C	SGN1	YPL031C	PHO85	1	Lit-NB
YGL245W	GUS1	YPL235W	RVB2	0	Lit-NB
YER162C	RAD4	YMR201C	RAD14	0	Lit-NB
YJL109C	UTP10	YOR294W	RRS1	0	Lit-NB
YBR118W	TEF2	YLR350W	ORM2	1	Lit-NB
YDL052C	SLC1	YHL030W	ECM29	0	Lit-NB
YMR308C	PSE1	YOR362C	PRE10	0	Lit-NB
YDR171W	HSP42	YGL156W	AMS1	0	Lit-NB
YLL034C	RIX7	YNL307C	MCK1	1	Lit-NB
YGL180W	ATG1	YPR019W	MCM4	1	Lit-NB
YOL012C	HTZ1	YOL077C	BRX1	1	Lit-NB
YEL011W	GLC3	YJL162C	JJJ2	0	Lit-NB
YBR175W	SWD3	YOR254C	SEC63	0	Lit-NB
YIL070C	MAM33	YOR090C	PTC5	1	Lit-NB
YIR005W	IST3	YOR319W	HSH49	1	Lit-NB
YEL022W	GEA2	YHR064C	SSZ1	0	Lit-NB
YHR064C	SSZ1	YNL227C	JJJ1	0	Lit-NB
YFR004W	RPN11	YLR097C	HRT3	1	Lit-NB
YBR161W	CSH1	YDL229W	SSB1	0	Lit-NB
YER126C	NSA2	YOL120C	RPL18A	0	Lit-NB
YJR112W	NNF1	YPR046W	MCM16	1	Lit-NB
YGR159C	NSR1	YKL014C	URB1	1	Lit-NB
YGR188C	BUB1	YGR254W	ENO1	0	Lit-NB
YDL132W	CDC53	YDR306C		1	Lit-NB
YAL007C	ERP2	YMR214W	SCJ1	0	Lit-NB
YJL149W	DAS1	YML051W	GAL80	1	Lit-NB
YBR191W	RPL21A	YDL083C	RPS16B	0	Lit-NB
YJR123W	RPS5	YOL120C	RPL18A	0	Lit-NB
YDR240C	SNU56	YHR165C	PRP8	0	Lit-NB
YHR082C	KSP1	YKL161C	KDX1	1	Lit-NB
YDL143W	CCT4	YKL054C	DEF1	0	Lit-NB
YGR092W	DBF2	YLL008W	DRS1	1	Lit-NB
YKL172W	EBP2	YPL146C	NOP53	0	Lit-NB
YHR056C	RSC30	YML127W	RSC9	0	Lit-NB
YDR224C	HTB1	YMR229C	RRP5	1	Lit-NB
YAL011W	SWC3	YPL235W	RVB2	1	Lit-NB
YGL076C	RPL7A	YHR027C	RPN1	1	Lit-NB
YDL029W	ARP2	YOR259C	RPT4	0	Lit-NB
YLL024C	SSA2	YML058W	SML1	0	Lit-NB
YER151C	UBP3	YHL033C	RPL8A	1	Lit-NB
YAR019C	CDC15	YHL007C	STE20	1	Lit-NB
YIL038C	NOT3	YLL024C	SSA2	0	Lit-NB
YDR041W	RSM10	YDR175C	RSM24	0	Lit-NB
YBR080C	SEC18	YOR106W	VAM3	1	Lit-NB
YIL035C	CKA1	YPR143W	RRP15	2	Lit-NB
YJL190C	RPS22A	YLR197W	NOP56	0	Lit-NB
YIL070C	MAM33	YLR429W	CRN1	0	Lit-NB
YDL229W	SSB1	YHR056C	RSC30	0	Lit-NB
YBR189W	RPS9B	YGL135W	RPL1B	0	Lit-NB
YBL058W	SHP1	YEL003W	GIM4	0	Lit-NB
YCL010C	SGF29	YLR340W	RPP0	1	Lit-NB
YDR228C	PCF11	YER165W	PAB1	1	Lit-NB
YGL062W	PYC1	YPL149W	ATG5	0	Lit-NB
YDR432W	NPL3	YGR252W	GCN5	1	Lit-NB
YIL149C	MLP2	YPR144C	NOC4	0	Lit-NB
YBL105C	PKC1	YLL024C	SSA2	0	Lit-NB
YDL229W	SSB1	YEL066W	HPA3	0	Lit-NB
YKR079C	TRZ1	YNL209W	SSB2	0	Lit-NB
YJR049C	UTR1	YJR059W	PTK2	1	Lit-NB
YDR012W	RPL4B	YJR123W	RPS5	0	Lit-NB
YBR181C	RPS6B	YHL033C	RPL8A	0	Lit-NB
YGR275W	RTT102	YHR097C		1	Lit-NB
YKL049C	CSE4	YNR066C		1	Lit-NB
YHR027C	RPN1	YOL120C	RPL18A	1	Lit-NB
YAL005C	SSA1	YHL019C	APM2	0	Lit-NB
YER157W	COG3	YML071C	COG8	1	Lit-NB
YDR192C	NUP42	YIL115C	NUP159	1	Lit-NB
YDR258C	HSP78	YMR307W	GAS1	0	Lit-NB
YDR128W	MTC5	YHL023C	NPR3	1	Lit-NB
YDR407C	TRS120	YFL038C	YPT1	1	Lit-NB
YNR029C		YPL106C	SSE1	0	Lit-NB
YGR218W	CRM1	YNL189W	SRP1	1	Lit-NB
YAL043C	PTA1	YLR358C		0	Lit-NB
YEL030W	ECM10	YKL060C	FBA1	0	Lit-NB
YBL075C	SSA3	YHR061C	GIC1	0	Lit-NB
YJL057C	IKS1	YOR335C	ALA1	1	Lit-NB
YCL059C	KRR1	YNL255C	GIS2	1	Lit-NB
YDL029W	ARP2	YLR429W	CRN1	4	Lit-NB
YCL061C	MRC1	YMR048W	CSM3	4	Lit-NB
YBR247C	ENP1	YNL178W	RPS3	1	Lit-NB
YKR060W	UTP30	YPL217C	BMS1	1	Lit-NB
YKL144C	RPC25	YNR003C	RPC34	1	Lit-NB
YDR128W	MTC5	YOR093C	CMR2	0	Lit-NB
YBR009C	HHF1	YHR027C	RPN1	1	Lit-NB
YLR259C	HSP60	YOR005C	DNL4	0	Lit-NB
YDR510W	SMT3	YNL088W	TOP2	8	Lit-NB
YJL209W	CBP1	YPL240C	HSP82	0	Lit-NB
YJL069C	UTP18	YMR093W	UTP15	1	Lit-NB
YDR409W	SIZ1	YER021W	RPN3	1	Lit-NB
YHR152W	SPO12	YNL302C	RPS19B	1	Lit-NB
YEL058W	PCM1	YNL218W	MGS1	0	Lit-NB
YCR082W	AHC2	YFL008W	SMC1	0	Lit-NB
YFR014C	CMK1	YLR276C	DBP9	1	Lit-NB
YDR324C	UTP4	YIL019W	FAF1	1	Lit-NB
YFL039C	ACT1	YGL195W	GCN1	1	Lit-NB
YDL229W	SSB1	YPL022W	RAD1	0	Lit-NB
YGL059W	PKP2	YKR048C	NAP1	1	Lit-NB
YBR058C	UBP14	YPL085W	SEC16	0	Lit-NB
YDL022W	GPD1	YKL126W	YPK1	1	Lit-NB
YBL003C	HTA2	YBR060C	ORC2	0	Lit-NB
YDR171W	HSP42	YLR226W	BUR2	0	Lit-NB
YGL009C	LEU1	YOR117W	RPT5	1	Lit-NB
YKL062W	MSN4	YNL136W	EAF7	1	Lit-NB
YER177W	BMH1	YFR016C		0	Lit-NB
YKL084W	HOT13	YKL195W	MIA40	2	Lit-NB
YGL125W	MET13	YNL064C	YDJ1	0	Lit-NB
YBR009C	HHF1	YMR019W	STB4	1	Lit-NB
YAL027W	SAW1	YNL106C	INP52	0	Lit-NB
YAL027W	SAW1	YLL026W	HSP104	0	Lit-NB
YDL040C	NAT1	YIL031W	ULP2	1	Lit-NB
YNL064C	YDJ1	YOR209C	NPT1	0	Lit-NB
YIR006C	PAN1	YPR152C	URN1	1	Lit-NB
YGR129W	SYF2	YLL024C	SSA2	0	Lit-NB
YIL159W	BNR1	YNL007C	SIS1	0	Lit-NB
YCL040W	GLK1	YPL126W	NAN1	0	Lit-NB
YIL142W	CCT2	YIL162W	SUC2	0	Lit-NB
YDR418W	RPL12B	YNL162W	RPL42A	0	Lit-NB
YCL017C	NFS1	YGR275W	RTT102	1	Lit-NB
YGR098C	ESP1	YNL064C	YDJ1	0	Lit-NB
YDL229W	SSB1	YOR120W	GCY1	0	Lit-NB
YDR394W	RPT3	YPR152C	URN1	1	Lit-NB
YJR045C	SSC1	YPL110C	GDE1	0	Lit-NB
YER065C	ICL1	YHR186C	KOG1	1	Lit-NB
YMR091C	NPL6	YPL082C	MOT1	1	Lit-NB
YJL115W	ASF1	YLR410W	VIP1	3	Lit-NB
YIL142W	CCT2	YJR112W	NNF1	0	Lit-NB
YGR283C		YLR175W	CBF5	2	Lit-NB
YGL106W	MLC1	YHR023W	MYO1	3	Lit-NB
YBR010W	HHT1	YBR221C	PDB1	1	Lit-NB
YKR016W	MIC60	YOL102C	TPT1	1	Lit-NB
YDR237W	MRPL7	YNL005C	MRP7	0	Lit-NB
YFR008W	FAR7	YLL024C	SSA2	0	Lit-NB
YDL229W	SSB1	YGR060W	ERG25	1	Lit-NB
YDR470C	UGO1	YML131W		0	Lit-NB
YDR258C	HSP78	YOR361C	PRT1	0	Lit-NB
YDR224C	HTB1	YHL007C	STE20	1	Lit-NB
YAR002W	NUP60	YJL041W	NSP1	1	Lit-NB
YAL017W	PSK1	YMR184W	ADD37	1	Lit-NB
YDL229W	SSB1	YML103C	NUP188	0	Lit-NB
YJL034W	KAR2	YPL149W	ATG5	0	Lit-NB
YDR028C	REG1	YPL031C	PHO85	1	Lit-NB
YBL050W	SEC17	YML001W	YPT7	1	Lit-NB
YBL045C	COR1	YML129C	COX14	2	Lit-NB
YGL207W	SPT16	YJL047C	RTT101	3	Lit-NB
YHR027C	RPN1	YMR309C	NIP1	1	Lit-NB
YER133W	GLC7	YOR078W	BUD21	1	Lit-NB
