orf_name_X	orf_name_Y	gene_name_X	gene_name_Y	orientation	source_dataset	Y2H_v1	Y2H_v4
YFL029C	YBR182C-A	CAK1	YBR182C-A	DB-Y AD-X	scRRSv2	Negative	Negative
YDL067C	YHR162W	COX9	MPC2	DB-X AD-Y	scRRSv2	Negative	Autoactivator
YDL067C	YHR162W	COX9	MPC2	DB-Y AD-X	scRRSv2	Negative	Negative
YPL189C-A	YER130C	COA2	COM2	DB-X AD-Y	scRRSv2	Negative	Negative
YPL189C-A	YER130C	COA2	COM2	DB-Y AD-X	scRRSv2	Autoactivator	Autoactivator
YLR225C	YHR134W	YLR225C	WSS1	DB-X AD-Y	scRRSv2	Negative	Negative
YLR225C	YHR134W	YLR225C	WSS1	DB-Y AD-X	scRRSv2	Autoactivator	Autoactivator
YPR002W	YMR149W	PDH1	SWP1	DB-X AD-Y	scRRSv2	Negative	Negative
YPR002W	YMR149W	PDH1	SWP1	DB-Y AD-X	scRRSv2	Autoactivator	Negative
YBR260C	YKL094W	RGD1	YJU3	DB-X AD-Y	scRRSv2	Autoactivator	Negative
YBR260C	YKL094W	RGD1	YJU3	DB-Y AD-X	scRRSv2	Negative	Negative
YLR154C	YMR268C	RNH203	PRP24	DB-X AD-Y	scRRSv2	Autoactivator	Autoactivator
YLR154C	YMR268C	RNH203	PRP24	DB-Y AD-X	scRRSv2	Negative	Negative
YGL028C	YKL056C	SCW11	TMA19	DB-X AD-Y	scRRSv2	Autoactivator	Negative
YGL028C	YKL056C	SCW11	TMA19	DB-Y AD-X	scRRSv2	Negative	Negative
YDR034W-B	YPR115W	YDR034W-B	RGC1	DB-X AD-Y	scRRSv2	Negative	Negative
YDR034W-B	YPR115W	YDR034W-B	RGC1	DB-Y AD-X	scRRSv2	Autoactivator	Negative
YPR128C	YEL019C	ANT1	MMS21	DB-X AD-Y	scRRSv2	Test failed	Negative
YPR128C	YEL019C	ANT1	MMS21	DB-Y AD-X	scRRSv2	Autoactivator	Negative
YIR012W	YOR042W	SQT1	CUE5	DB-X AD-Y	scRRSv2	Negative	Negative
YIR012W	YOR042W	SQT1	CUE5	DB-Y AD-X	scRRSv2	Autoactivator	Test failed
YBR297W	YEL068C	MAL33	YEL068C	DB-X AD-Y	scRRSv2	Autoactivator	Negative
YBR297W	YEL068C	MAL33	YEL068C	DB-Y AD-X	scRRSv2	Autoactivator	Negative
YBR245C	YOL112W	ISW1	MSB4	DB-X AD-Y	scRRSv2	Negative	Test failed
YBR245C	YOL112W	ISW1	MSB4	DB-Y AD-X	scRRSv2	Autoactivator	Negative
YHR149C	YBR227C	SKG6	MCX1	DB-X AD-Y	scRRSv2	Autoactivator	Test failed
YHR149C	YBR227C	SKG6	MCX1	DB-Y AD-X	scRRSv2	Negative	Negative
YJL035C	YPL054W	TAD2	LEE1	DB-X AD-Y	scRRSv2	Autoactivator	Test failed
YJL035C	YPL054W	TAD2	LEE1	DB-Y AD-X	scRRSv2	Negative	Negative
YHR193C	YAL049C	EGD2	AIM2	DB-X AD-Y	scRRSv2	Negative	Negative
YHR193C	YAL049C	EGD2	AIM2	DB-Y AD-X	scRRSv2	Negative	Negative
YML022W	YML111W	APT1	BUL2	DB-X AD-Y	scRRSv2	Negative	Negative
YML022W	YML111W	APT1	BUL2	DB-Y AD-X	scRRSv2	Negative	Negative
YBR167C	YAL020C	POP7	ATS1	DB-X AD-Y	scRRSv2	Negative	Negative
YBR167C	YAL020C	POP7	ATS1	DB-Y AD-X	scRRSv2	Autoactivator	Negative
YDR046C	YER087W	BAP3	AIM10	DB-X AD-Y	scRRSv2	Negative	Negative
YDR046C	YER087W	BAP3	AIM10	DB-Y AD-X	scRRSv2	Negative	Negative
YGR041W	YLR262C	BUD9	YPT6	DB-X AD-Y	scRRSv2	Negative	Negative
YGR041W	YLR262C	BUD9	YPT6	DB-Y AD-X	scRRSv2	Negative	Negative
YOL039W	YJR060W	RPP2A	CBF1	DB-X AD-Y	scRRSv2	Negative	Negative
YOL039W	YJR060W	RPP2A	CBF1	DB-Y AD-X	scRRSv2	Negative	Negative
YDR179C	YHR154W	CSN9	RTT107	DB-X AD-Y	scRRSv2	Negative	Negative
YDR179C	YHR154W	CSN9	RTT107	DB-Y AD-X	scRRSv2	Negative	Negative
YLR380W	YOR304C-A	CSR1	BIL1	DB-X AD-Y	scRRSv2	Negative	Negative
YLR380W	YOR304C-A	CSR1	BIL1	DB-Y AD-X	scRRSv2	Autoactivator	Negative
YLR394W	YML080W	CST9	DUS1	DB-X AD-Y	scRRSv2	Negative	Negative
YLR394W	YML080W	CST9	DUS1	DB-Y AD-X	scRRSv2	Negative	Negative
YDR051C	YIL005W	DET1	EPS1	DB-X AD-Y	scRRSv2	Negative	Negative
YDR051C	YIL005W	DET1	EPS1	DB-Y AD-X	scRRSv2	Negative	Negative
YER176W	YNL175C	ECM32	NOP13	DB-X AD-Y	scRRSv2	Negative	Negative
YER176W	YNL175C	ECM32	NOP13	DB-Y AD-X	scRRSv2	Negative	Negative
YLR161W	YFR027W	YLR161W	ECO1	DB-X AD-Y	scRRSv2	Negative	Negative
YLR161W	YFR027W	YLR161W	ECO1	DB-Y AD-X	scRRSv2	Negative	Negative
YOR223W	YLL014W	DSC3	EMC6	DB-X AD-Y	scRRSv2	Negative	Negative
YOR223W	YLL014W	DSC3	EMC6	DB-Y AD-X	scRRSv2	Negative	Negative
YPL189C-A	YML130C	COA2	ERO1	DB-X AD-Y	scRRSv2	Negative	Negative
YPL189C-A	YML130C	COA2	ERO1	DB-Y AD-X	scRRSv2	Negative	Negative
YAL007C	YGR276C	ERP2	RNH70	DB-X AD-Y	scRRSv2	Negative	Negative
YAL007C	YGR276C	ERP2	RNH70	DB-Y AD-X	scRRSv2	Negative	Negative
YHR110W	YNL140C	ERP5	YNL140C	DB-X AD-Y	scRRSv2	Negative	Negative
YHR110W	YNL140C	ERP5	YNL140C	DB-Y AD-X	scRRSv2	Negative	Negative
YDR363W	YNL055C	ESC2	POR1	DB-X AD-Y	scRRSv2	Negative	Negative
YDR363W	YNL055C	ESC2	POR1	DB-Y AD-X	scRRSv2	Negative	Negative
YOR163W	YKR049C	DDP1	FMP46	DB-X AD-Y	scRRSv2	Negative	Negative
YOR163W	YKR049C	DDP1	FMP46	DB-Y AD-X	scRRSv2	Negative	Negative
YBR179C	YDL090C	FZO1	RAM1	DB-X AD-Y	scRRSv2	Negative	Negative
YBR179C	YDL090C	FZO1	RAM1	DB-Y AD-X	scRRSv2	Negative	Negative
YML122C	YDR152W	YML122C	GIR2	DB-X AD-Y	scRRSv2	Negative	Negative
YML122C	YDR152W	YML122C	GIR2	DB-Y AD-X	scRRSv2	Negative	Negative
YER123W	YEL011W	YCK3	GLC3	DB-X AD-Y	scRRSv2	Negative	Negative
YER123W	YEL011W	YCK3	GLC3	DB-Y AD-X	scRRSv2	Negative	Negative
YKR046C	YBR121C	PET10	GRS1	DB-X AD-Y	scRRSv2	Negative	Negative
YKR046C	YBR121C	PET10	GRS1	DB-Y AD-X	scRRSv2	Negative	Negative
YFR015C	YMR275C	GSY1	BUL1	DB-X AD-Y	scRRSv2	Autoactivator	Negative
YFR015C	YMR275C	GSY1	BUL1	DB-Y AD-X	scRRSv2	Negative	Negative
YER052C	YGR271C-A	HOM3	EFG1	DB-X AD-Y	scRRSv2	Negative	Negative
YER052C	YGR271C-A	HOM3	EFG1	DB-Y AD-X	scRRSv2	Negative	Negative
YFL014W	YOR394C-A	HSP12	YOR394C-A	DB-X AD-Y	scRRSv2	Negative	Negative
YFL014W	YOR394C-A	HSP12	YOR394C-A	DB-Y AD-X	scRRSv2	Negative	Negative
YNL312W	YDR171W	RFA2	HSP42	DB-X AD-Y	scRRSv2	Negative	Negative
YNL312W	YDR171W	RFA2	HSP42	DB-Y AD-X	scRRSv2	Negative	Negative
YGR268C	YNL173C	HUA1	MDG1	DB-X AD-Y	scRRSv2	Negative	Negative
YGR268C	YNL173C	HUA1	MDG1	DB-Y AD-X	scRRSv2	Negative	Negative
YFL013C	YKL125W	IES1	RRN3	DB-X AD-Y	scRRSv2	Negative	Negative
YFL013C	YKL125W	IES1	RRN3	DB-Y AD-X	scRRSv2	Negative	Negative
YPL107W	YBR107C	YPL107W	IML3	DB-X AD-Y	scRRSv2	Negative	Negative
YPL107W	YBR107C	YPL107W	IML3	DB-Y AD-X	scRRSv2	Negative	Negative
YBR205W	YPR134W	KTR3	MSS18	DB-X AD-Y	scRRSv2	Negative	Negative
YBR205W	YPR134W	KTR3	MSS18	DB-Y AD-X	scRRSv2	Negative	Negative
YER112W	YLL028W	LSM4	TPO1	DB-X AD-Y	scRRSv2	Negative	Negative
YER112W	YLL028W	LSM4	TPO1	DB-Y AD-X	scRRSv2	Negative	Negative
YDR378C	YGR202C	LSM6	PCT1	DB-X AD-Y	scRRSv2	Negative	Negative
YDR378C	YGR202C	LSM6	PCT1	DB-Y AD-X	scRRSv2	Negative	Negative
YKL053C-A	YOL154W	MDM35	ZPS1	DB-X AD-Y	scRRSv2	Negative	Negative
YKL053C-A	YOL154W	MDM35	ZPS1	DB-Y AD-X	scRRSv2	Negative	Negative
YLR156C-A	YJR010W	YLR156C-A	MET3	DB-X AD-Y	scRRSv2	Negative	Negative
YLR156C-A	YJR010W	YLR156C-A	MET3	DB-Y AD-X	scRRSv2	Negative	Negative
YPR088C	YJL183W	SRP54	MNN11	DB-X AD-Y	scRRSv2	Negative	Negative
YPR088C	YJL183W	SRP54	MNN11	DB-Y AD-X	scRRSv2	Negative	Negative
YHR162W	YIL150C	MPC2	MCM10	DB-X AD-Y	scRRSv2	Negative	Negative
YHR162W	YIL150C	MPC2	MCM10	DB-Y AD-X	scRRSv2	Negative	Negative
YLL034C	YDR347W	RIX7	MRP1	DB-X AD-Y	scRRSv2	Negative	Negative
YLL034C	YDR347W	RIX7	MRP1	DB-Y AD-X	scRRSv2	Negative	Negative
YOR026W	YGR165W	BUB3	MRPS35	DB-X AD-Y	scRRSv2	Negative	Negative
YOR026W	YGR165W	BUB3	MRPS35	DB-Y AD-X	scRRSv2	Negative	Negative
YHR072W-A	YPL067C	NOP10	YPL067C	DB-X AD-Y	scRRSv2	Negative	Negative
YHR072W-A	YPL067C	NOP10	YPL067C	DB-Y AD-X	scRRSv2	Negative	Negative
YMR126C	YKL120W	DLT1	OAC1	DB-X AD-Y	scRRSv2	Negative	Negative
YMR126C	YKL120W	DLT1	OAC1	DB-Y AD-X	scRRSv2	Negative	Negative
YKL120W	YOL065C	OAC1	INP54	DB-X AD-Y	scRRSv2	Negative	Negative
YKL120W	YOL065C	OAC1	INP54	DB-Y AD-X	scRRSv2	Negative	Negative
YAL068C	YBR066C	PAU8	NRG2	DB-X AD-Y	scRRSv2	Autoactivator	Negative
YAL068C	YBR066C	PAU8	NRG2	DB-Y AD-X	scRRSv2	Negative	Negative
YPR165W	YBR221C	RHO1	PDB1	DB-X AD-Y	scRRSv2	Negative	Negative
YPR165W	YBR221C	RHO1	PDB1	DB-Y AD-X	scRRSv2	Negative	Negative
YOR213C	YCR044C	SAS5	PER1	DB-X AD-Y	scRRSv2	Negative	Negative
YOR213C	YCR044C	SAS5	PER1	DB-Y AD-X	scRRSv2	Negative	Negative
YDR281C	YGL160W	PHM6	AIM14	DB-X AD-Y	scRRSv2	Negative	Negative
YDR281C	YGL160W	PHM6	AIM14	DB-Y AD-X	scRRSv2	Negative	Negative
YFR050C	YHR089C	PRE4	GAR1	DB-X AD-Y	scRRSv2	Negative	Negative
YFR050C	YHR089C	PRE4	GAR1	DB-Y AD-X	scRRSv2	Negative	Negative
YMR157C	YIR008C	AIM36	PRI1	DB-X AD-Y	scRRSv2	Negative	Negative
YMR157C	YIR008C	AIM36	PRI1	DB-Y AD-X	scRRSv2	Negative	Negative
YNR061C	YJL203W	YNR061C	PRP21	DB-X AD-Y	scRRSv2	Autoactivator	Negative
YNR061C	YJL203W	YNR061C	PRP21	DB-Y AD-X	scRRSv2	Negative	Negative
YER138W-A	YBR237W	YER138W-A	PRP5	DB-X AD-Y	scRRSv2	Negative	Negative
YER138W-A	YBR237W	YER138W-A	PRP5	DB-Y AD-X	scRRSv2	Negative	Negative
YER120W	YBL057C	SCS2	PTH2	DB-X AD-Y	scRRSv2	Negative	Negative
YER120W	YBL057C	SCS2	PTH2	DB-Y AD-X	scRRSv2	Negative	Negative
YOR334W	YFR029W	MRS2	PTR3	DB-X AD-Y	scRRSv2	Negative	Negative
YOR334W	YFR029W	MRS2	PTR3	DB-Y AD-X	scRRSv2	Negative	Negative
YOR348C	YPR134W	PUT4	MSS18	DB-X AD-Y	scRRSv2	Negative	Negative
YOR348C	YPR134W	PUT4	MSS18	DB-Y AD-X	scRRSv2	Negative	Negative
YIL121W	YML034W	QDR2	SRC1	DB-X AD-Y	scRRSv2	Negative	Negative
YIL121W	YML034W	QDR2	SRC1	DB-Y AD-X	scRRSv2	Negative	Negative
YMR201C	YOR064C	RAD14	YNG1	DB-X AD-Y	scRRSv2	Negative	Negative
YMR201C	YOR064C	RAD14	YNG1	DB-Y AD-X	scRRSv2	Negative	Negative
YHR008C	YEL037C	SOD2	RAD23	DB-X AD-Y	scRRSv2	Negative	Negative
YHR008C	YEL037C	SOD2	RAD23	DB-Y AD-X	scRRSv2	Negative	Negative
YDR314C	YFL050C	RAD34	ALR2	DB-X AD-Y	scRRSv2	Negative	Negative
YDR314C	YFL050C	RAD34	ALR2	DB-Y AD-X	scRRSv2	Negative	Negative
YDR314C	YHL010C	RAD34	ETP1	DB-X AD-Y	scRRSv2	Negative	Negative
YDR314C	YHL010C	RAD34	ETP1	DB-Y AD-X	scRRSv2	Negative	Negative
YDR314C	YML056C	RAD34	IMD4	DB-X AD-Y	scRRSv2	Negative	Negative
YDR314C	YML056C	RAD34	IMD4	DB-Y AD-X	scRRSv2	Negative	Negative
YER185W	YBR087W	PUG1	RFC5	DB-X AD-Y	scRRSv2	Negative	Negative
YER185W	YBR087W	PUG1	RFC5	DB-Y AD-X	scRRSv2	Negative	Negative
YML122C	YGR276C	YML122C	RNH70	DB-X AD-Y	scRRSv2	Negative	Negative
YML122C	YGR276C	YML122C	RNH70	DB-Y AD-X	scRRSv2	Negative	Negative
YBR154C	YBR296C-A	RPB5	YBR296C-A	DB-X AD-Y	scRRSv2	Negative	Negative
YBR154C	YBR296C-A	RPB5	YBR296C-A	DB-Y AD-X	scRRSv2	Negative	Negative
YFL036W	YLR301W	RPO41	HRI1	DB-X AD-Y	scRRSv2	Negative	Negative
YFL036W	YLR301W	RPO41	HRI1	DB-Y AD-X	scRRSv2	Negative	Negative
YDR502C	YOR246C	SAM2	ENV9	DB-X AD-Y	scRRSv2	Negative	Negative
YDR502C	YOR246C	SAM2	ENV9	DB-Y AD-X	scRRSv2	Negative	Negative
YAL027W	YNR027W	SAW1	BUD17	DB-X AD-Y	scRRSv2	Negative	Negative
YAL027W	YNR027W	SAW1	BUD17	DB-Y AD-X	scRRSv2	Negative	Negative
YNR027W	YMR305C	BUD17	SCW10	DB-X AD-Y	scRRSv2	Negative	Negative
YNR027W	YMR305C	BUD17	SCW10	DB-Y AD-X	scRRSv2	Negative	Negative
YLR166C	YMR071C	SEC10	TVP18	DB-X AD-Y	scRRSv2	Negative	Negative
YLR166C	YMR071C	SEC10	TVP18	DB-Y AD-X	scRRSv2	Negative	Negative
YHR098C	YMR120C	SFB3	ADE17	DB-X AD-Y	scRRSv2	Negative	Negative
YHR098C	YMR120C	SFB3	ADE17	DB-Y AD-X	scRRSv2	Negative	Negative
YDR504C	YGR175C	SPG3	ERG1	DB-X AD-Y	scRRSv2	Negative	Negative
YDR504C	YGR175C	SPG3	ERG1	DB-Y AD-X	scRRSv2	Negative	Negative
YDR536W	YMR210W	STL1	MGL2	DB-X AD-Y	scRRSv2	Negative	Negative
YDR536W	YMR210W	STL1	MGL2	DB-Y AD-X	scRRSv2	Negative	Negative
YGL022W	YLR093C	STT3	NYV1	DB-X AD-Y	scRRSv2	Negative	Negative
YGL022W	YLR093C	STT3	NYV1	DB-Y AD-X	scRRSv2	Negative	Negative
YDR297W	YPR134W	SUR2	MSS18	DB-X AD-Y	scRRSv2	Negative	Negative
YDR297W	YPR134W	SUR2	MSS18	DB-Y AD-X	scRRSv2	Negative	Negative
YKL127W	YGL162W	PGM1	SUT1	DB-X AD-Y	scRRSv2	Negative	Negative
YKL127W	YGL162W	PGM1	SUT1	DB-Y AD-X	scRRSv2	Negative	Negative
YHR181W	YPL032C	SVP26	SVL3	DB-X AD-Y	scRRSv2	Negative	Negative
YHR181W	YPL032C	SVP26	SVL3	DB-Y AD-X	scRRSv2	Negative	Negative
YDL063C	YPR005C	SYO1	HAL1	DB-X AD-Y	scRRSv2	Negative	Negative
YDL063C	YPR005C	SYO1	HAL1	DB-Y AD-X	scRRSv2	Negative	Negative
YNL332W	YNR016C	THI12	ACC1	DB-X AD-Y	scRRSv2	Negative	Negative
YNL332W	YNR016C	THI12	ACC1	DB-Y AD-X	scRRSv2	Negative	Negative
YCR053W	YGR289C	THR4	MAL11	DB-X AD-Y	scRRSv2	Negative	Negative
YCR053W	YGR289C	THR4	MAL11	DB-Y AD-X	scRRSv2	Negative	Negative
YGL179C	YPL040C	TOS3	ISM1	DB-X AD-Y	scRRSv2	Autoactivator	Negative
YGL179C	YPL040C	TOS3	ISM1	DB-Y AD-X	scRRSv2	Negative	Negative
YGR148C	YDR407C	RPL24B	TRS120	DB-X AD-Y	scRRSv2	Negative	Negative
YGR148C	YDR407C	RPL24B	TRS120	DB-Y AD-X	scRRSv2	Negative	Negative
YLR080W	YDL170W	EMP46	UGA3	DB-X AD-Y	scRRSv2	Negative	Negative
YLR080W	YDL170W	EMP46	UGA3	DB-Y AD-X	scRRSv2	Negative	Negative
YKR044W	YMR029C	UIP5	FAR8	DB-X AD-Y	scRRSv2	Negative	Negative
YKR044W	YMR029C	UIP5	FAR8	DB-Y AD-X	scRRSv2	Negative	Negative
YOL047C	YKR044W	LDS2	UIP5	DB-X AD-Y	scRRSv2	Negative	Negative
YOL047C	YKR044W	LDS2	UIP5	DB-Y AD-X	scRRSv2	Negative	Negative
YMR286W	YFR026C	MRPL33	ULI1	DB-X AD-Y	scRRSv2	Negative	Negative
YMR286W	YFR026C	MRPL33	ULI1	DB-Y AD-X	scRRSv2	Negative	Negative
YGR105W	YOL133W	VMA21	HRT1	DB-X AD-Y	scRRSv2	Negative	Negative
YGR105W	YOL133W	VMA21	HRT1	DB-Y AD-X	scRRSv2	Negative	Negative
YOR123C	YBL029C-A	LEO1	YBL029C-A	DB-X AD-Y	scRRSv2	Negative	Negative
YOR123C	YBL029C-A	LEO1	YBL029C-A	DB-Y AD-X	scRRSv2	Negative	Negative
YFR025C	YDL121C	HIS2	YDL121C	DB-X AD-Y	scRRSv2	Negative	Negative
YFR025C	YDL121C	HIS2	YDL121C	DB-Y AD-X	scRRSv2	Negative	Negative
YJR010C-A	YDL183C	SPC1	YDL183C	DB-X AD-Y	scRRSv2	Negative	Negative
YJR010C-A	YDL183C	SPC1	YDL183C	DB-Y AD-X	scRRSv2	Negative	Negative
YGL067W	YDR034W-B	NPY1	YDR034W-B	DB-X AD-Y	scRRSv2	Negative	Negative
YGL067W	YDR034W-B	NPY1	YDR034W-B	DB-Y AD-X	scRRSv2	Negative	Negative
YLR233C	YER156C	EST1	YER156C	DB-X AD-Y	scRRSv2	Negative	Negative
YLR233C	YER156C	EST1	YER156C	DB-Y AD-X	scRRSv2	Negative	Negative
YIL162W	YGL176C	SUC2	YGL176C	DB-X AD-Y	scRRSv2	Negative	Negative
YIL162W	YGL176C	SUC2	YGL176C	DB-Y AD-X	scRRSv2	Negative	Negative
YOR187W	YGL242C	TUF1	YGL242C	DB-X AD-Y	scRRSv2	Negative	Negative
YOR187W	YGL242C	TUF1	YGL242C	DB-Y AD-X	scRRSv2	Autoactivator	Negative
YKL075C	YMR244W	YKL075C	YMR244W	DB-X AD-Y	scRRSv2	Negative	Negative
YKL075C	YMR244W	YKL075C	YMR244W	DB-Y AD-X	scRRSv2	Negative	Negative
YLR050C	YKR045C	YLR050C	YKR045C	DB-X AD-Y	scRRSv2	Negative	Negative
YLR050C	YKR045C	YLR050C	YKR045C	DB-Y AD-X	scRRSv2	Negative	Negative
YMR115W	YLL056C	MGR3	YLL056C	DB-X AD-Y	scRRSv2	Negative	Negative
YMR115W	YLL056C	MGR3	YLL056C	DB-Y AD-X	scRRSv2	Negative	Negative
YMR058W	YML002W	FET3	YML002W	DB-X AD-Y	scRRSv2	Negative	Negative
YMR058W	YML002W	FET3	YML002W	DB-Y AD-X	scRRSv2	Negative	Negative
YPR052C	YPR011C	NHP6A	YPR011C	DB-X AD-Y	scRRSv2	Negative	Negative
YPR052C	YPR011C	NHP6A	YPR011C	DB-Y AD-X	scRRSv2	Negative	Negative
YMR085W	YHL027W	YMR085W	RIM101	DB-X AD-Y	scRRSv2	Negative	Negative
YMR085W	YHL027W	YMR085W	RIM101	DB-Y AD-X	scRRSv2	Negative	Negative
YML081C-A	YIL006W	ATP18	YIA6	DB-X AD-Y	scRRSv2	Negative	Negative
YML081C-A	YIL006W	ATP18	YIA6	DB-Y AD-X	scRRSv2	Negative	Negative
YDL088C	YKR042W	ASM4	UTH1	DB-X AD-Y	scRRSv2	Negative	Negative
YDL088C	YKR042W	ASM4	UTH1	DB-Y AD-X	scRRSv2	Negative	Negative
YDL113C	YLR341W	ATG20	SPO77	DB-X AD-Y	scRRSv2	Negative	Negative
YDL113C	YLR341W	ATG20	SPO77	DB-Y AD-X	scRRSv2	Negative	Negative
YNL255C	YNL125C	GIS2	ESBP6	DB-X AD-Y	scRRSv2	Negative	Negative
YNL255C	YNL125C	GIS2	ESBP6	DB-Y AD-X	scRRSv2	Negative	Negative
YOR356W	YER063W	CIR2	THO1	DB-X AD-Y	scRRSv2	Negative	Negative
YOR356W	YER063W	CIR2	THO1	DB-Y AD-X	scRRSv2	Negative	Negative
YNL022C	YBL071C-B	RCM1	YBL071C-B	DB-X AD-Y	scRRSv2	Negative	Negative
YNL022C	YBL071C-B	RCM1	YBL071C-B	DB-Y AD-X	scRRSv2	Negative	Negative
YDR197W	YBR035C	CBS2	PDX3	DB-X AD-Y	scRRSv2	Negative	Negative
YDR197W	YBR035C	CBS2	PDX3	DB-Y AD-X	scRRSv2	Negative	Autoactivator
YLR115W	YJL048C	CFT2	UBX6	DB-X AD-Y	scRRSv2	Negative	Negative
YLR115W	YJL048C	CFT2	UBX6	DB-Y AD-X	scRRSv2	Negative	Negative
YDR231C	YIR021W	COX20	MRS1	DB-X AD-Y	scRRSv2	Negative	Negative
YDR231C	YIR021W	COX20	MRS1	DB-Y AD-X	scRRSv2	Negative	Negative
YER020W	YOR389W	GPA2	YOR389W	DB-X AD-Y	scRRSv2	Negative	Negative
YER020W	YOR389W	GPA2	YOR389W	DB-Y AD-X	scRRSv2	Negative	Negative
YGL003C	YDR214W	CDH1	AHA1	DB-X AD-Y	scRRSv2	Negative	Negative
YGL003C	YDR214W	CDH1	AHA1	DB-Y AD-X	scRRSv2	Negative	Negative
YDR188W	YCL064C	CCT6	CHA1	DB-X AD-Y	scRRSv2	Negative	Negative
YDR188W	YCL064C	CCT6	CHA1	DB-Y AD-X	scRRSv2	Negative	Negative
YJR048W	YOL125W	CYC1	TRM13	DB-X AD-Y	scRRSv2	Negative	Negative
YJR048W	YOL125W	CYC1	TRM13	DB-Y AD-X	scRRSv2	Negative	Negative
YMR189W	YJL082W	GCV2	IML2	DB-X AD-Y	scRRSv2	Negative	Negative
YMR189W	YJL082W	GCV2	IML2	DB-Y AD-X	scRRSv2	Negative	Negative
YAL055W	YCL027W	PEX22	FUS1	DB-X AD-Y	scRRSv2	Autoactivator	Negative
YAL055W	YCL027W	PEX22	FUS1	DB-Y AD-X	scRRSv2	Negative	Negative
YKL058W	YIL105C	TOA2	SLM1	DB-X AD-Y	scRRSv2	Test failed	Negative
YKL058W	YIL105C	TOA2	SLM1	DB-Y AD-X	scRRSv2	Negative	Negative
YJR003C	YBR223C	MRX12	TDP1	DB-X AD-Y	scRRSv2	Negative	Negative
YJR003C	YBR223C	MRX12	TDP1	DB-Y AD-X	scRRSv2	Negative	Negative
YHR005C-A	YNL241C	TIM10	ZWF1	DB-X AD-Y	scRRSv2	Autoactivator	Autoactivator
YHR005C-A	YNL241C	TIM10	ZWF1	DB-Y AD-X	scRRSv2	Negative	Negative
YDR185C	YMR024W	UPS3	MRPL3	DB-X AD-Y	scRRSv2	Negative	Negative
YDR185C	YMR024W	UPS3	MRPL3	DB-Y AD-X	scRRSv2	Negative	Negative
YJR105W	YHR078W	ADO1	YHR078W	DB-X AD-Y	scRRSv2	Autoactivator	Negative
YJR105W	YHR078W	ADO1	YHR078W	DB-Y AD-X	scRRSv2	Negative	Negative
YMR177W	YPR117W	MMT1	YPR117W	DB-X AD-Y	scRRSv2	Negative	Negative
YMR177W	YPR117W	MMT1	YPR117W	DB-Y AD-X	scRRSv2	Negative	Negative
YLR125W	YNL078W	YLR125W	NIS1	DB-X AD-Y	scRRSv2	Negative	Negative
YLR125W	YNL078W	YLR125W	NIS1	DB-Y AD-X	scRRSv2	Negative	Negative
YGL255W	YLR267W	ZRT1	BOP2	DB-X AD-Y	scRRSv2	Negative	Negative
YGL255W	YLR267W	ZRT1	BOP2	DB-Y AD-X	scRRSv2	Negative	Negative
YMR231W	YKL016C	PEP5	ATP7	DB-X AD-Y	scRRSv2	Negative	Negative
YMR231W	YKL016C	PEP5	ATP7	DB-Y AD-X	scRRSv2	Negative	Negative
YOR019W	YAL033W	YOR019W	POP5	DB-X AD-Y	scRRSv2	Negative	Negative
YOR019W	YAL033W	YOR019W	POP5	DB-Y AD-X	scRRSv2	Negative	Negative
YJR068W	YER146W	RFC2	LSM5	DB-X AD-Y	scRRSv2	Negative	Negative
YJR068W	YER146W	RFC2	LSM5	DB-Y AD-X	scRRSv2	Negative	Negative
YGL149W	YLR433C	YGL149W	CNA1	DB-X AD-Y	scRRSv2	Negative	Negative
YGL149W	YLR433C	YGL149W	CNA1	DB-Y AD-X	scRRSv2	Negative	Negative
YIL121W	YLR025W	QDR2	SNF7	DB-X AD-Y	scRRSv2	Negative	Negative
YIL121W	YLR025W	QDR2	SNF7	DB-Y AD-X	scRRSv2	Autoactivator	Test failed
YJR083C	YHR180W	ACF4	YHR180W	DB-X AD-Y	scRRSv2	Negative	Test failed
YJR083C	YHR180W	ACF4	YHR180W	DB-Y AD-X	scRRSv2	Negative	Negative
YLR248W	YBR161W	RCK2	CSH1	DB-X AD-Y	scRRSv2	Negative	Test failed
YLR248W	YBR161W	RCK2	CSH1	DB-Y AD-X	scRRSv2	Negative	Negative
YDR122W	YCR086W	KIN1	CSM1	DB-X AD-Y	scRRSv2	Negative	Test failed
YDR122W	YCR086W	KIN1	CSM1	DB-Y AD-X	scRRSv2	Negative	Negative
YBR281C	YGR033C	DUG2	TIM21	DB-X AD-Y	scRRSv2	Negative	Test failed
YBR281C	YGR033C	DUG2	TIM21	DB-Y AD-X	scRRSv2	Negative	Negative
YGR021W	YBR244W	YGR021W	GPX2	DB-X AD-Y	scRRSv2	Negative	Test failed
YGR021W	YBR244W	YGR021W	GPX2	DB-Y AD-X	scRRSv2	Negative	Negative
YPR060C	YDR458C	ARO7	HEH2	DB-X AD-Y	scRRSv2	Negative	Test failed
YPR060C	YDR458C	ARO7	HEH2	DB-Y AD-X	scRRSv2	Negative	Negative
YKL084W	YLR324W	HOT13	PEX30	DB-X AD-Y	scRRSv2	Negative	Test failed
YKL084W	YLR324W	HOT13	PEX30	DB-Y AD-X	scRRSv2	Negative	Negative
YLR207W	YPR080W	HRD3	TEF1	DB-X AD-Y	scRRSv2	Negative	Test failed
