orf_name_a	gene_name_a	orf_name_b	gene_name_b	Uetz-screen	Ito-core	CCSB-YI1	YeRI
YDL100C	GET3	YKR100C	SKG1	False	True	False	False
YDL100C	GET3	YLR297W		False	False	True	False
YDL100C	GET3	YML101C	CUE4	False	True	True	False
YDL100C	GET3	YNL149C	PGA2	False	False	True	False
YDL100C	GET3	YNL199C	GCR2	False	True	False	False
YDL100C	GET3	YNR067C	DSE4	False	False	True	False
YDL100C	GET3	YOL018C	TLG2	False	False	True	False
YDL100C	GET3	YOL111C	MDY2	False	False	True	False
YDL100C	GET3	YOL126C	MDH2	False	True	True	False
YDL100C	GET3	YOR164C	GET4	False	True	False	False
YDL100C	GET3	YPR075C	OPY2	False	False	True	False
YDL101C	DUN1	YPL269W	KAR9	False	False	True	False
YDL105W	NSE4	YDR288W	NSE3	False	False	False	True
YDL105W	NSE4	YOL034W	SMC5	False	False	True	False
YDL106C	PHO2	YML051W	GAL80	False	False	True	False
YDL108W	KIN28	YGL134W	PCL10	False	True	True	False
YDL108W	KIN28	YNL025C	SSN8	False	False	True	False
YDL108W	KIN28	YPR025C	CCL1	False	False	False	True
YDL109C		YEL041W	YEF1	False	False	False	True
YDL110C	TMA17	YGL048C	RPT6	False	False	False	True
YDL110C	TMA17	YKL015W	PUT3	True	False	False	False
YDL110C	TMA17	YOR078W	BUD21	True	False	False	False
YDL111C	RRP42	YGR158C	MTR3	True	True	False	True
YDL111C	RRP42	YGR195W	SKI6	False	False	False	True
YDL113C	ATG20	YGL158W	RCK1	False	False	False	True
YDL113C	ATG20	YJL036W	SNX4	True	False	True	True
YDL113C	ATG20	YLL004W	ORC3	False	False	False	True
YDL113C	ATG20	YNL086W	SNN1	False	False	False	True
YDL116W	NUP84	YDR113C	PDS1	False	True	False	False
YDL116W	NUP84	YHR033W		False	False	False	True
YDL116W	NUP84	YKR082W	NUP133	False	True	False	True
YDL116W	NUP84	YNL258C	DSL1	False	False	False	True
YDL117W	CYK3	YMR032W	HOF1	False	False	True	False
YDL120W	YFH1	YDR100W	TVP15	False	False	True	False
YDL120W	YFH1	YMR071C	TVP18	False	False	True	False
YDL120W	YFH1	YNL204C	SPS18	False	False	False	True
YDL125C	HNT1	YDL125C	HNT1	False	False	False	True
YDL125C	HNT1	YHL018W		False	False	True	False
YDL125C	HNT1	YHR106W	TRR2	False	False	False	True
YDL126C	CDC48	YDL190C	UFD2	False	False	True	False
YDL126C	CDC48	YFL044C	OTU1	False	False	True	False
YDL126C	CDC48	YGL108C		False	False	True	False
YDL126C	CDC48	YMR067C	UBX4	False	False	True	False
YDL126C	CDC48	YNL155W	CUZ1	False	False	True	False
YDL127W	PCL2	YDR146C	SWI5	True	False	False	False
YDL127W	PCL2	YMR068W	AVO2	False	False	False	True
YDL130W	RPP1B	YKL002W	DID4	False	True	False	False
YDL130W	RPP1B	YLR287C		False	True	False	False
YDL130W	RPP1B	YLR340W	RPP0	False	True	False	False
YDL130W-A	STF1	YGR048W	UFD1	False	False	False	True
YDL130W-A	STF1	YML064C	TEM1	False	False	False	True
YDL132W	CDC53	YDR328C	SKP1	False	False	False	True
YDL132W	CDC53	YLR224W	UCC1	False	False	False	True
YDL132W	CDC53	YLR267W	BOP2	False	False	True	False
YDL132W	CDC53	YOL133W	HRT1	False	False	True	False
YDL133C-A	RPL41B	YKR048C	NAP1	False	False	True	False
YDL134C	PPH21	YGR161C	RTS3	False	False	False	True
YDL134C	PPH21	YHR114W	BZZ1	False	True	False	False
YDL134C	PPH21	YJR128W		False	False	False	True
YDL134C	PPH21	YKL156W	RPS27A	False	False	False	True
YDL134C	PPH21	YKL192C	ACP1	False	False	False	True
YDL134C	PPH21	YMR028W	TAP42	False	False	True	True
YDL134C	PPH21	YPR040W	TIP41	False	True	False	False
YDL135C	RDI1	YLR229C	CDC42	True	False	False	False
YDL139C	SCM3	YGL153W	PEX14	False	True	False	False
YDL139C	SCM3	YLR288C	MEC3	False	False	False	True
YDL144C		YDL144C		False	False	True	False
YDL144C		YDR088C	SLU7	True	False	False	False
YDL144C		YLR291C	GCD7	False	False	True	False
YDL146W	LDB17	YKL070W		True	False	False	False
YDL147W	RPN5	YDR179C	CSN9	False	False	False	True
YDL147W	RPN5	YDR427W	RPN9	False	False	False	True
YDL147W	RPN5	YJR091C	JSN1	False	True	False	False
YDL147W	RPN5	YMR025W	CSI1	False	False	False	True
YDL149W	ATG9	YLR065C	ENV10	True	False	False	False
YDL150W	RPC53	YKR025W	RPC37	True	False	False	False
YDL153C	SAS10	YNL280C	ERG24	False	True	False	False
YDL154W	MSH5	YFL003C	MSH4	False	True	False	False
YDL154W	MSH5	YGL025C	PGD1	True	False	False	False
YDL154W	MSH5	YGL170C	SPO74	True	False	False	False
YDL154W	MSH5	YGR013W	SNU71	False	False	False	True
YDL154W	MSH5	YIL144W	NDC80	True	False	False	False
YDL154W	MSH5	YMR224C	MRE11	True	False	False	False
YDL155W	CLB3	YPL124W	SPC29	False	True	False	False
YDL157C		YNL100W	MIC27	False	False	False	True
YDL159W	STE7	YPL243W	SRP68	False	False	False	True
YDL160C	DHH1	YEL015W	EDC3	True	True	False	False
YDL160C	DHH1	YGR178C	PBP1	False	True	False	False
YDL160C	DHH1	YOL149W	DCP1	True	False	False	False
YDL160C-A	MHF2	YDL242W		False	False	False	True
YDL160C-A	MHF2	YIR024C	INA22	False	False	False	True
YDL160C-A	MHF2	YOL086W-A	MHF1	False	False	False	True
YDL161W	ENT1	YOR111W		False	True	False	False
YDL161W	ENT1	YOR181W	LAS17	False	False	False	True
YDL164C	CDC9	YDR100W	TVP15	False	False	True	False
YDL164C	CDC9	YGL053W	PRM8	False	False	True	False
YDL164C	CDC9	YNL044W	YIP3	False	False	True	False
YDL165W	CDC36	YGR014W	MSB2	True	False	False	False
YDL165W	CDC36	YKL002W	DID4	False	True	False	False
YDL166C	FAP7	YER047C	SAP1	False	False	True	False
YDL166C	FAP7	YNL329C	PEX6	False	False	True	False
YDL166C	FAP7	YPL268W	PLC1	False	False	False	True
YDL168W	SFA1	YER081W	SER3	False	True	False	False
YDL175C	AIR2	YLR291C	GCD7	False	False	False	True
YDL175C	AIR2	YML064C	TEM1	False	False	False	True
YDL175C	AIR2	YPR120C	CLB5	False	False	False	True
YDL179W	PCL9	YPL031C	PHO85	False	False	False	True
YDL181W	INH1	YML064C	TEM1	False	False	False	True
YDL183C		YML130C	ERO1	False	False	False	True
YDL184C	RPL41A	YKR048C	NAP1	False	False	True	False
YDL188C	PPH22	YJR128W		False	False	False	True
YDL188C	PPH22	YKL012W	PRP40	False	False	False	True
YDL188C	PPH22	YLR392C	ART10	False	False	False	True
YDL188C	PPH22	YMR028W	TAP42	False	False	True	True
YDL188C	PPH22	YPL152W	RRD2	False	False	False	True
YDL188C	PPH22	YPR040W	TIP41	False	True	False	False
YDL189W	RBS1	YDR480W	DIG2	False	False	True	False
YDL189W	RBS1	YIL122W	POG1	False	False	True	False
YDL189W	RBS1	YLR186W	EMG1	False	False	True	False
YDL189W	RBS1	YPL049C	DIG1	False	False	True	False
YDL190C	UFD2	YFL044C	OTU1	False	False	True	False
YDL190C	UFD2	YMR276W	DSK2	False	False	True	False
YDL195W	SEC31	YIL109C	SEC24	False	False	True	False
YDL195W	SEC31	YLR208W	SEC13	False	True	True	False
YDL200C	MGT1	YLR048W	RPS0B	False	False	False	True
YDL203C	ACK1	YGR058W	PEF1	True	True	False	False
YDL203C	ACK1	YOR372C	NDD1	True	False	False	False
YDL203C	ACK1	YPL124W	SPC29	False	True	False	False
YDL204W	RTN2	YER118C	SHO1	False	True	False	False
YDL207W	GLE1	YDR192C	NUP42	False	False	True	False
YDL208W	NHP2	YDR510W	SMT3	False	False	True	False
YDL208W	NHP2	YHR072W-A	NOP10	False	False	True	False
YDL208W	NHP2	YLR175W	CBF5	False	False	True	True
YDL208W	NHP2	YNL124W	NAF1	False	True	True	False
YDL209C	CWC2	YLL036C	PRP19	False	False	True	False
YDL210W	UGA4	YGL230C		True	False	False	False
YDL212W	SHR3	YDR508C	GNP1	True	False	False	False
YDL212W	SHR3	YPL094C	SEC62	False	False	True	False
YDL214C	PRR2	YER094C	PUP3	False	False	False	True
YDL214C	PRR2	YGL115W	SNF4	False	False	False	True
YDL215C	GDH2	YLR432W	IMD3	True	False	False	False
YDL215C	GDH2	YPR048W	TAH18	True	False	False	False
YDL216C	RRI1	YMR025W	CSI1	True	False	False	False
YDL217C	TIM22	YHR114W	BZZ1	False	True	False	False
YDL218W		YGL044C	RNA15	False	True	False	False
YDL220C	CDC13	YDR082W	STN1	False	False	True	False
YDL224C	WHI4	YER059W	PCL6	False	True	False	False
YDL226C	GCS1	YDL242W		False	False	False	True
YDL226C	GCS1	YDR281C	PHM6	False	False	False	True
YDL226C	GCS1	YER038W-A	FMP49	False	False	False	True
YDL226C	GCS1	YER044C	ERG28	False	False	False	True
YDL226C	GCS1	YER118C	SHO1	False	True	False	False
YDL226C	GCS1	YGL161C	YIP5	False	False	False	True
YDL226C	GCS1	YGL198W	YIP4	False	True	False	False
YDL226C	GCS1	YGL209W	MIG2	False	False	False	True
YDL226C	GCS1	YGR172C	YIP1	False	True	False	False
YDL226C	GCS1	YGR235C	MIC26	False	False	False	True
YDL226C	GCS1	YHL043W	ECM34	False	False	False	True
YDL226C	GCS1	YJL151C	SNA3	False	True	False	False
YDL226C	GCS1	YKR088C	TVP38	False	True	False	False
YDL226C	GCS1	YML030W	RCF1	False	False	False	True
YDL226C	GCS1	YNL100W	MIC27	False	False	False	True
YDL226C	GCS1	YNR061C		False	False	False	True
YDL226C	GCS1	YOL129W	VPS68	False	True	False	False
YDL226C	GCS1	YOR223W	DSC3	False	False	False	True
YDL226C	GCS1	YOR327C	SNC2	False	True	False	False
YDL226C	GCS1	YPL199C		False	False	False	True
YDL226C	GCS1	YPL222W	FMP40	False	False	False	True
YDL226C	GCS1	YPR113W	PIS1	False	True	False	True
YDL226C	GCS1	YPR183W	DPM1	False	True	False	False
YDL230W	PTP1	YKL013C	ARC19	False	False	False	True
YDL232W	OST4	YER083C	GET2	False	False	False	True
YDL233W	MFG1	YDR388W	RVS167	False	False	False	True
YDL233W	MFG1	YGR142W	BTN2	False	False	False	True
YDL235C	YPD1	YLR006C	SSK1	False	False	True	False
YDL236W	PHO13	YDL236W	PHO13	False	False	True	False
YDL236W	PHO13	YNL189W	SRP1	True	False	False	False
YDL237W	AIM6	YPR148C		False	True	False	False
YDL239C	ADY3	YDR148C	KGD2	False	True	False	False
YDL239C	ADY3	YDR176W	NGG1	False	True	False	False
YDL239C	ADY3	YDR273W	DON1	False	True	False	False
YDL239C	ADY3	YDR520C	URC2	False	False	True	False
YDL239C	ADY3	YGL153W	PEX14	False	False	True	False
YDL239C	ADY3	YGR268C	HUA1	False	True	False	False
YDL239C	ADY3	YHR184W	SSP1	True	True	False	False
YDL239C	ADY3	YKL103C	APE1	False	True	True	False
YDL239C	ADY3	YKR034W	DAL80	False	False	True	False
YDL239C	ADY3	YLR072W	LAM6	False	True	False	False
YDL239C	ADY3	YLR098C	CHA4	True	False	True	False
YDL239C	ADY3	YLR423C	ATG17	False	True	True	False
YDL239C	ADY3	YML042W	CAT2	False	True	False	False
YDL239C	ADY3	YNR012W	URK1	False	False	True	False
YDL239C	ADY3	YOL091W	SPO21	True	False	False	False
YDL239C	ADY3	YOR304C-A	BIL1	False	False	True	False
YDL239C	ADY3	YOR324C	FRT1	False	True	False	False
YDL239C	ADY3	YOR380W	RDR1	False	False	True	False
YDL239C	ADY3	YPL049C	DIG1	False	False	True	False
YDL239C	ADY3	YPL070W	MUK1	False	True	True	False
YDL239C	ADY3	YPL124W	SPC29	False	True	False	False
YDL239C	ADY3	YPL255W	BBP1	False	True	False	False
YDL242W		YGL119W	COQ8	False	False	False	True
YDL242W		YJL036W	SNX4	False	False	False	True
YDL242W		YLR315W	NKP2	False	False	False	True
YDL242W		YNL193W		False	False	False	True
YDL242W		YOL069W	NUF2	False	False	False	True
YDL242W		YPL065W	VPS28	False	False	False	True
YDL243C	AAD4	YMR102C		False	False	False	True
YDL246C	SOR2	YDL246C	SOR2	True	False	False	False
YDL246C	SOR2	YJR159W	SOR1	True	False	False	False
YDR001C	NTH1	YLR270W	DCS1	True	False	True	False
YDR002W	YRB1	YKR048C	NAP1	True	False	False	False
YDR004W	RAD57	YDR076W	RAD55	False	False	True	True
YDR005C	MAF1	YER081W	SER3	False	True	False	False
YDR006C	SOK1	YGL215W	CLG1	False	False	False	True
YDR013W	PSF1	YDR489W	SLD5	True	True	False	False
YDR013W	PSF1	YJL072C	PSF2	False	False	False	True
YDR013W	PSF1	YOR115C	TRS33	False	False	False	True
YDR013W	PSF1	YPR135W	CTF4	False	False	True	False
YDR013W	PSF1	YPR175W	DPB2	False	False	False	True
YDR014W-A	HED1	YGR042W	MTE1	False	False	False	True
YDR014W-A	HED1	YGR048W	UFD1	False	False	False	True
YDR016C	DAD1	YDR320C-A	DAD4	False	False	True	False
YDR016C	DAD1	YGL061C	DUO1	True	True	False	False
YDR016C	DAD1	YGR113W	DAM1	False	True	False	False
YDR016C	DAD1	YJR135C	MCM22	False	False	False	True
YDR016C	DAD1	YKR037C	SPC34	False	True	False	False
YDR017C	KCS1	YDR099W	BMH2	True	False	False	False
YDR020C	DAS2	YDR020C	DAS2	False	True	False	False
YDR020C	DAS2	YNR012W	URK1	True	True	True	True
YDR022C	ATG31	YLR423C	ATG17	False	True	False	True
YDR026C	NSI1	YDR110W	FOB1	True	False	False	False
YDR027C	VPS54	YFL029C	CAK1	False	False	True	False
YDR032C	PST2	YDR032C	PST2	True	False	True	False
YDR032C	PST2	YLR291C	GCD7	False	False	True	False
YDR034C	LYS14	YER043C	SAH1	False	True	False	False
YDR034C	LYS14	YGR113W	DAM1	False	True	False	False
YDR036C	EHD3	YGL153W	PEX14	False	False	True	False
YDR036C	EHD3	YKL142W	MRP8	False	False	True	False
YDR036C	EHD3	YLR397C	AFG2	False	False	True	False
YDR044W	HEM13	YDR044W	HEM13	False	False	True	False
YDR044W	HEM13	YDR077W	SED1	True	False	False	True
YDR044W	HEM13	YIR018W	YAP5	False	False	False	True
YDR045C	RPC11	YDR448W	ADA2	False	False	True	False
YDR045C	RPC11	YIL122W	POG1	False	False	True	False
YDR045C	RPC11	YIL152W		False	False	False	True
YDR045C	RPC11	YJR128W		False	False	False	True
YDR047W	HEM12	YDR047W	HEM12	False	False	True	False
YDR051C	DET1	YDR051C	DET1	True	False	True	False
YDR051C	DET1	YLR291C	GCD7	False	False	True	False
YDR052C	DBF4	YLR423C	ATG17	False	True	False	False
YDR054C	CDC34	YNL236W	SIN4	True	False	False	False
YDR059C	UBC5	YER068W	MOT2	False	False	False	True
YDR059C	UBC5	YPR093C	ASR1	False	False	True	False
YDR063W	AIM7	YDR124W		False	False	True	False
YDR063W	AIM7	YKR034W	DAL80	False	False	True	False
YDR067C	OCA6	YLR291C	GCD7	False	False	False	True
YDR067C	OCA6	YML064C	TEM1	False	False	False	True
YDR067C	OCA6	YNL189W	SRP1	False	False	False	True
YDR067C	OCA6	YOR185C	GSP2	False	False	False	True
YDR067C	OCA6	YPL070W	MUK1	False	False	False	True
YDR070C	FMP16	YFL017C	GNA1	True	False	False	False
YDR071C	PAA1	YER089C	PTC2	False	False	False	True
YDR071C	PAA1	YGR205W	TDA10	False	False	False	True
YDR073W	SNF11	YML068W	ITT1	True	False	False	False
YDR074W	TPS2	YER019C-A	SBH2	True	False	False	False
YDR075W	PPH3	YKL192C	ACP1	False	False	False	True
YDR075W	PPH3	YPR040W	TIP41	False	False	False	True
YDR076W	RAD55	YER095W	RAD51	True	True	False	False
YDR076W	RAD55	YIL132C	CSM2	False	False	False	True
YDR076W	RAD55	YLR078C	BOS1	False	False	False	True
YDR078C	SHU2	YHL006C	SHU1	True	True	False	True
YDR078C	SHU2	YIL152W		False	True	False	False
YDR078C	SHU2	YJL092W	SRS2	True	False	False	False
YDR078C	SHU2	YML051W	GAL80	False	False	False	True
YDR079C-A	TFB5	YLR292C	SEC72	False	False	False	True
YDR079C-A	TFB5	YLR433C	CNA1	False	False	False	True
YDR079C-A	TFB5	YPL122C	TFB2	False	False	False	True
YDR079C-A	TFB5	YPL188W	POS5	False	False	False	True
YDR082W	STN1	YLR010C	TEN1	False	False	True	False
YDR084C	TVP23	YGL127C	SOH1	False	True	False	False
YDR084C	TVP23	YGL161C	YIP5	True	True	False	False
YDR084C	TVP23	YGL198W	YIP4	True	True	False	True
YDR085C	AFR1	YLR423C	ATG17	False	False	True	False
YDR086C	SSS1	YPR071W		False	False	True	False
YDR088C	SLU7	YDR416W	SYF1	False	False	False	True
YDR088C	SLU7	YGR074W	SMD1	False	False	False	True
YDR091C	RLI1	YLR192C	HCR1	False	True	False	False
YDR092W	UBC13	YGL087C	MMS2	False	False	True	False
YDR098C	GRX3	YGL071W	AFT1	True	False	False	False
YDR098C	GRX3	YGL220W	BOL2	False	True	False	False
YDR099W	BMH2	YKL168C	KKQ8	False	False	True	False
YDR099W	BMH2	YLR177W		False	False	True	False
YDR099W	BMH2	YNL042W	BOP3	True	False	False	False
YDR099W	BMH2	YPL267W	ACM1	False	False	True	False
YDR100W	TVP15	YDR100W	TVP15	False	True	True	False
YDR100W	TVP15	YDR479C	PEX29	False	False	True	False
YDR100W	TVP15	YER101C	AST2	False	False	True	False
YDR100W	TVP15	YGR177C	ATF2	False	False	True	False
YDR100W	TVP15	YGR223C	HSV2	False	False	True	False
YDR100W	TVP15	YHR105W	YPT35	False	False	True	False
YDR100W	TVP15	YJL104W	PAM16	False	False	True	False
YDR100W	TVP15	YLR108C		False	False	True	False
YDR100W	TVP15	YLR393W	ATP10	False	False	True	False
YDR100W	TVP15	YML029W	USA1	False	False	True	False
YDR100W	TVP15	YML110C	COQ5	False	False	True	False
YDR100W	TVP15	YMR024W	MRPL3	False	False	True	False
YDR100W	TVP15	YMR079W	SEC14	False	False	True	False
YDR100W	TVP15	YNL189W	SRP1	False	True	False	False
YDR100W	TVP15	YNL204C	SPS18	False	False	True	False
YDR100W	TVP15	YNL315C	ATP11	False	False	True	False
YDR100W	TVP15	YOR109W	INP53	False	False	True	False
YDR100W	TVP15	YPL020C	ULP1	False	False	True	False
YDR100W	TVP15	YPL094C	SEC62	False	False	True	False
YDR100W	TVP15	YPL095C	EEB1	False	False	True	False
YDR100W	TVP15	YPL100W	ATG21	False	False	True	False
YDR100W	TVP15	YPL135W	ISU1	False	False	True	False
YDR100W	TVP15	YPL218W	SAR1	False	False	True	False
YDR100W	TVP15	YPR174C		False	False	True	False
YDR101C	ARX1	YJL122W	ALB1	False	False	False	True
YDR105C	TMS1	YER081W	SER3	False	True	False	False
YDR106W	ARP10	YHR129C	ARP1	True	False	False	True
YDR107C	TMN2	YMR070W	MOT3	False	False	True	False
YDR108W	TRS85	YGR234W	YHB1	True	False	False	False
YDR113C	PDS1	YGR098C	ESP1	False	False	True	False
YDR115W	MRX14	YKL142W	MRP8	True	False	True	False
YDR121W	DPB4	YJL065C	DLS1	False	False	True	True
YDR122W	KIN1	YOL082W	ATG19	True	False	False	False
YDR123C	INO2	YML051W	GAL80	False	False	True	False
YDR123C	INO2	YOL108C	INO4	True	False	False	False
YDR128W	MTC5	YLR208W	SEC13	True	False	False	False
YDR130C	FIN1	YER094C	PUP3	False	False	False	True
YDR130C	FIN1	YJR011C		False	False	False	True
YDR130C	FIN1	YJR050W	ISY1	False	False	False	True
YDR130C	FIN1	YOR185C	GSP2	False	False	False	True
YDR130C	FIN1	YOR368W	RAD17	False	False	False	True
YDR132C		YDR132C		False	False	True	False
YDR132C		YFL009W	CDC4	False	False	True	True
YDR132C		YHL009C	YAP3	False	False	True	False
YDR132C		YHR170W	NMD3	True	False	False	True
YDR132C		YJL218W		True	False	True	False
YDR132C		YJR102C	VPS25	False	False	True	False
YDR132C		YPL018W	CTF19	False	False	True	False
YDR137W	RGP1	YLR327C	TMA10	False	False	False	True
YDR138W	HPR1	YKL171W	NNK1	False	False	True	False
YDR138W	HPR1	YLR423C	ATG17	False	False	True	False
YDR140W	MTQ2	YIL151C	ESL1	True	False	False	False
YDR140W	MTQ2	YNR046W	TRM112	False	True	True	True
YDR142C	PEX7	YEL009C-A		False	False	False	True
YDR142C	PEX7	YGL153W	PEX14	False	False	True	False
YDR142C	PEX7	YGR067C		False	False	False	True
YDR142C	PEX7	YGR168C		False	False	False	True
YDR142C	PEX7	YGR235C	MIC26	False	False	False	True
YDR142C	PEX7	YGR239C	PEX21	True	True	True	True
YDR142C	PEX7	YHR160C	PEX18	True	False	True	False
YDR142C	PEX7	YIL160C	POT1	True	False	True	True
YDR142C	PEX7	YML030W	RCF1	False	False	False	True
YDR142C	PEX7	YMR095C	SNO1	False	False	True	False
YDR142C	PEX7	YMR267W	PPA2	False	False	False	True
YDR142C	PEX7	YNL100W	MIC27	False	False	False	True
YDR142C	PEX7	YNL214W	PEX17	False	False	False	True
YDR142C	PEX7	YNL334C	SNO2	False	False	False	True
YDR145W	TAF12	YLR390W	ECM19	True	False	False	False
YDR146C	SWI5	YDR335W	MSN5	True	False	True	False
YDR146C	SWI5	YML051W	GAL80	False	False	True	False
YDR148C	KGD2	YDR510W	SMT3	True	False	False	False
YDR148C	KGD2	YFR049W	YMR31	False	True	False	False
YDR148C	KGD2	YGR048W	UFD1	False	False	False	True
YDR148C	KGD2	YKL010C	UFD4	False	True	False	False
YDR148C	KGD2	YNL092W		False	True	False	False
YDR152W	GIR2	YGR173W	RBG2	True	True	False	True
YDR159W	SAC3	YLR423C	ATG17	False	False	True	False
YDR160W	SSY1	YJL057C	IKS1	False	False	False	True
YDR160W	SSY1	YNL234W		False	False	False	True
YDR160W	SSY1	YPL096C-A	ERI1	False	False	False	True
YDR161W	ACL4	YPL068C		False	False	False	True
YDR165W	TRM82	YGR146C	ECL1	False	False	False	True
YDR167W	TAF10	YLR432W	IMD3	True	False	False	False
YDR167W	TAF10	YML015C	TAF11	True	False	False	False
YDR167W	TAF10	YML114C	TAF8	True	False	True	False
YDR171W	HSP42	YDR171W	HSP42	False	False	True	False
YDR171W	HSP42	YDR448W	ADA2	False	False	True	False
YDR171W	HSP42	YDR510W	SMT3	False	False	True	False
YDR171W	HSP42	YOL083W	ATG34	False	False	True	False
YDR173C	ARG82	YMR042W	ARG80	False	False	True	True
YDR173C	ARG82	YMR043W	MCM1	False	False	True	False
YDR174W	HMO1	YDR174W	HMO1	False	False	True	False
YDR174W	HMO1	YDR510W	SMT3	False	False	True	False
YDR174W	HMO1	YIL013C	PDR11	True	False	False	False
YDR174W	HMO1	YKR092C	SRP40	False	True	False	False
YDR174W	HMO1	YML015C	TAF11	True	False	False	False
YDR174W	HMO1	YNL189W	SRP1	False	True	False	False
YDR174W	HMO1	YPR104C	FHL1	False	True	False	False
YDR175C	RSM24	YDR280W	RRP45	False	False	False	True
YDR175C	RSM24	YER094C	PUP3	False	False	False	True
YDR175C	RSM24	YGL115W	SNF4	False	False	False	True
YDR175C	RSM24	YGR215W	RSM27	False	False	False	True
YDR175C	RSM24	YJR046W	TAH11	False	False	False	True
YDR175C	RSM24	YKR027W	BCH2	False	False	False	True
YDR175C	RSM24	YLR048W	RPS0B	False	False	False	True
YDR175C	RSM24	YMR130W		False	False	False	True
YDR176W	NGG1	YDR448W	ADA2	False	True	False	False
YDR176W	NGG1	YLR423C	ATG17	False	True	False	False
YDR177W	UBC1	YPR093C	ASR1	False	False	True	False
YDR179C	CSN9	YKR060W	UTP30	True	False	False	False
YDR179C	CSN9	YMR025W	CSI1	True	False	False	True
YDR181C	SAS4	YOR213C	SAS5	False	False	False	True
YDR184C	ATC1	YDR439W	LRS4	False	False	False	True
YDR184C	ATC1	YML051W	GAL80	False	False	False	True
YDR188W	CCT6	YMR211W	DML1	False	False	False	True
YDR189W	SLY1	YLR026C	SED5	False	True	True	False
YDR189W	SLY1	YOR075W	UFE1	False	False	False	True
YDR190C	RVB1	YPL235W	RVB2	False	True	False	False
YDR192C	NUP42	YER081W	SER3	False	True	False	False
YDR192C	NUP42	YGR161W-C		False	False	False	True
YDR194C	MSS116	YER081W	SER3	False	True	False	False
YDR194C	MSS116	YKL075C		False	False	False	True
YDR195W	REF2	YGL153W	PEX14	False	False	True	False
YDR197W	CBS2	YOR368W	RAD17	False	False	False	True
YDR200C	VPS64	YMR052W	FAR3	True	False	False	True
YDR200C	VPS64	YNL127W	FAR11	True	False	False	False
YDR201W	SPC19	YIL144W	NDC80	True	False	False	False
YDR201W	SPC19	YIR017C	MET28	False	False	False	True
YDR201W	SPC19	YKL138C-A	HSK3	False	False	False	True
YDR201W	SPC19	YKR037C	SPC34	True	True	False	True
YDR201W	SPC19	YKR083C	DAD2	False	True	False	False
YDR201W	SPC19	YLR313C	SPH1	False	False	False	True
YDR201W	SPC19	YNL086W	SNN1	False	False	False	True
YDR201W	SPC19	YNL189W	SRP1	False	True	False	False
YDR202C	RAV2	YDR295C	HDA2	False	False	False	True
YDR202C	RAV2	YJL004C	SYS1	False	False	False	True
YDR205W	MSC2	YNR039C	ZRG17	False	True	True	True
YDR206W	EBS1	YER027C	GAL83	True	False	False	False
YDR206W	EBS1	YJL030W	MAD2	True	False	False	False
YDR206W	EBS1	YOL149W	DCP1	True	False	False	False
YDR206W	EBS1	YOR047C	STD1	True	False	False	False
YDR207C	UME6	YOL082W	ATG19	True	False	False	False
YDR207C	UME6	YOR355W	GDS1	True	False	False	False
YDR208W	MSS4	YLR227C	ADY4	False	False	True	False
YDR212W	TCP1	YLR030W		False	True	False	False
YDR212W	TCP1	YOR284W	HUA2	False	False	True	False
YDR212W	TCP1	YPL049C	DIG1	False	False	True	False
YDR214W	AHA1	YJL030W	MAD2	True	False	False	False
YDR214W	AHA1	YMR186W	HSC82	False	False	True	False
YDR214W	AHA1	YOL052C	SPE2	False	True	False	False
YDR214W	AHA1	YPL240C	HSP82	False	False	True	False
YDR218C	SPR28	YJR076C	CDC11	True	False	False	False
YDR225W	HTA1	YKR048C	NAP1	True	False	False	False
YDR228C	PCF11	YLR108C		False	False	False	True
YDR228C	PCF11	YMR213W	CEF1	False	False	False	True
YDR228C	PCF11	YOR250C	CLP1	False	False	False	True
YDR228C	PCF11	YPL065W	VPS28	False	False	False	True
YDR229W	IVY1	YJR068W	RFC2	False	False	True	False
YDR229W	IVY1	YMR047C	NUP116	False	True	True	False
YDR229W	IVY1	YNL041C	COG6	False	True	False	False
YDR229W	IVY1	YPL135W	ISU1	False	False	True	False
YDR233C	RTN1	YOR285W	RDL1	False	True	False	False
YDR236C	FMN1	YDR398W	UTP5	True	False	False	False
YDR236C	FMN1	YNL125C	ESBP6	False	False	False	True
YDR240C	SNU56	YLR048W	RPS0B	False	False	False	True
YDR240C	SNU56	YLR423C	ATG17	False	False	True	False
YDR240C	SNU56	YNL189W	SRP1	False	False	False	True
YDR240C	SNU56	YPR178W	PRP4	False	False	False	True
YDR242W	AMD2	YDR242W	AMD2	False	False	True	False
YDR244W	PEX5	YER056C-A	RPL34A	False	False	True	False
YDR244W	PEX5	YML042W	CAT2	False	False	True	False
YDR244W	PEX5	YNL044W	YIP3	False	False	True	False
YDR245W	MNN10	YJL183W	MNN11	False	False	True	False
YDR246W	TRS23	YDR472W	TRS31	False	False	False	True
YDR247W	VHS1	YPL173W	MRPL40	False	False	False	True
YDR249C		YLR288C	MEC3	False	False	False	True
YDR252W	BTT1	YER068W	MOT2	False	False	False	True
YDR252W	BTT1	YGR134W	CAF130	False	True	False	False
YDR252W	BTT1	YHR193C	EGD2	False	False	False	True
YDR252W	BTT1	YJR011C		False	False	False	True
YDR254W	CHL4	YGR142W	BTN2	False	False	False	True
YDR254W	CHL4	YOR368W	RAD17	False	False	False	True
